日期,代號,名稱,產業,事件,原因,收盤,RS,底部序,在榜天數,報酬20D,基準20D,報酬60D,基準60D,次日開盤,跳空%,報酬20D開,基準20D開,報酬60D開,基準60D開,月
2025-01-14,2880,華南金,金融保險,觸發,等待後觸發,24.91,75.0,0.0,1,1.8,5.8,-1.8,-12.6,25.0,0.2,1.6,5.9,-2.0,-12.4,2025-01
2025-01-14,4977,眾達-KY,電子工業,移出,掉出掃描母體,125.71,95.0,,54,,,,,,,,,,,2025-01
2025-01-14,3363,上詮,通信網路業,移出,突破失敗,264.4,93.0,,7,,,,,,,,,,,2025-01
2025-01-15,3617,碩天,其他電子業,移出,掉出掃描母體,316.07,88.0,,51,,,,,,,,,,,2025-01
2025-01-15,2330,台積電,半導體業,移出,掉出掃描母體,1066.15,71.0,,23,,,,,,,,,,,2025-01
2025-01-15,4931,新盛力,電腦及週邊設備業,移出,離高點太遠,63.88,99.0,,20,,,,,,,,,,,2025-01
2025-01-16,3081,聯亞,通信網路業,進榜,觸發,418.74,99.0,6.0,0,0.0,5.6,-46.2,-11.0,426.0,1.7,-1.7,5.5,-47.1,-11.1,2025-01
2025-01-16,3081,聯亞,通信網路業,觸發,進榜即觸發,418.74,99.0,6.0,0,0.0,5.6,-46.2,-11.0,426.0,1.7,-1.7,5.5,-47.1,-11.1,2025-01
2025-01-16,6558,興能高,其他電子業,進榜,準備,51.06,99.0,3.0,0,24.1,5.6,-10.0,-11.0,54.2,6.2,16.8,5.5,-15.3,-11.1,2025-01
2025-01-16,2454,聯發科,半導體業,進榜,準備,1396.24,81.0,3.0,0,5.8,5.6,-8.9,-11.0,1386.7,-0.7,6.6,5.5,-8.3,-11.1,2025-01
2025-01-16,6279,胡連,電子零組件業,進榜,準備,166.78,81.0,3.0,0,-1.1,5.6,-18.9,-11.0,166.8,0.0,-1.1,5.5,-18.9,-11.1,2025-01
2025-01-16,2885,元大金,金融保險,進榜,準備,30.21,73.0,1.0,0,4.4,5.6,-15.0,-11.0,30.2,-0.1,4.6,5.5,-14.9,-11.1,2025-01
2025-01-16,2881,富邦金,金融保險,進榜,準備,82.23,71.0,1.0,0,0.0,5.6,-14.5,-11.0,82.2,0.0,0.0,5.5,-14.5,-11.1,2025-01
2025-01-17,2404,漢唐,其他電子業,進榜,準備,475.04,96.0,1.0,0,-12.9,5.1,-11.0,-9.9,466.7,-1.8,-11.4,4.9,-9.4,-10.2,2025-01
2025-01-17,2610,華航,航運業,進榜,準備,24.29,85.0,1.0,0,-8.6,5.1,-20.2,-9.9,24.5,0.8,-9.3,4.9,-20.8,-10.2,2025-01
2025-01-17,2891,中信金,金融保險,進榜,準備,35.68,71.0,1.0,0,4.1,5.1,-5.4,-9.9,35.7,0.0,4.1,4.9,-5.4,-10.2,2025-01
2025-01-17,3551,世禾,其他電子類,移出,離高點太遠,125.28,88.0,,3,,,,,,,,,,,2025-01
2025-01-17,6279,胡連,電子零組件業,移出,晚期未觸發,164.04,80.0,,1,,,,,,,,,,,2025-01
2025-01-17,2881,富邦金,金融保險,移出,掉出掃描母體,82.23,71.0,,1,,,,,,,,,,,2025-01
2025-01-20,6215,和椿,其他電子業,進榜,觸發,113.55,98.0,5.0,0,14.2,4.7,-32.1,-10.1,116.5,2.6,11.3,4.6,-33.8,-10.0,2025-01
2025-01-20,6215,和椿,其他電子業,觸發,進榜即觸發,113.55,98.0,5.0,0,14.2,4.7,-32.1,-10.1,116.5,2.6,11.3,4.6,-33.8,-10.0,2025-01
2025-01-20,3645,達邁,電子零組件業,進榜,準備,68.88,96.0,2.0,0,10.1,4.7,-30.0,-10.1,69.1,0.3,9.8,4.6,-30.2,-10.0,2025-01
2025-01-20,2498,宏達電,通信網路業,進榜,準備,55.0,85.0,1.0,0,-15.8,4.7,-29.1,-10.1,55.0,0.0,-15.8,4.6,-29.1,-10.0,2025-01
2025-01-20,4749,新應材,光電業,進榜,準備,749.45,85.0,2.0,0,-10.1,4.7,-43.7,-10.1,741.6,-1.0,-9.1,4.6,-43.1,-10.0,2025-01
2025-01-20,5314,世紀*,半導體業,移出,離高點太遠,9.82,100.0,,7,,,,,,,,,,,2025-01
2025-01-21,2888,新光金,金融保險,進榜,準備,12.25,76.0,3.0,0,1.6,4.0,-4.9,-8.7,12.3,0.4,1.2,3.8,-5.3,-9.0,2025-01
2025-01-21,2881,富邦金,金融保險,進榜,準備,82.14,71.0,1.0,0,0.9,4.0,-11.0,-8.7,82.8,0.8,0.1,3.8,-11.7,-9.0,2025-01
2025-01-21,2618,長榮航,航運業,移出,逾期,42.02,91.0,,56,,,,,,,,,,,2025-01
2025-01-21,8114,振樺電,電子工業,移出,掉出掃描母體,310.57,97.0,,90,,,,,,,,,,,2025-01
2025-01-21,2610,華航,航運業,移出,掉出掃描母體,23.82,84.0,,4,,,,,,,,,,,2025-01
2025-01-22,2610,華航,航運業,進榜,準備,24.1,84.0,1.0,0,-9.8,2.7,-19.0,-9.7,23.5,-2.7,-7.3,3.6,-16.8,-8.9,2025-01
2025-01-22,2330,台積電,半導體業,進榜,準備,1110.16,79.0,1.0,0,-10.1,2.7,-19.6,-9.7,1041.7,-6.2,-4.2,3.6,-14.3,-8.9,2025-01
2025-01-22,6944,兆聯實業,綠能環保,進榜,準備,325.49,78.0,3.0,0,-4.1,2.7,-11.3,-9.7,324.7,-0.2,-3.8,3.6,-11.1,-8.9,2025-01
2025-01-22,2308,台達電,電子工業,進榜,準備,427.62,77.0,2.0,0,-10.9,2.7,-23.8,-9.7,391.0,-8.6,-2.5,3.6,-16.6,-8.9,2025-01
2025-01-22,4979,華星光,通信網路業,觸發,等待後觸發,239.25,97.0,2.0,14,-24.7,2.7,-36.9,-9.7,224.4,-6.2,-19.8,3.6,-32.7,-8.9,2025-01
2025-01-22,2888,新光金,金融保險,觸發,等待後觸發,12.3,77.0,3.0,1,1.6,2.7,-4.1,-9.7,12.2,-0.8,2.5,3.6,-3.3,-8.9,2025-01
2025-02-03,2357,華碩,電子工業,進榜,準備,580.43,89.0,3.0,0,3.2,3.6,-9.1,-7.8,576.0,-0.8,4.0,3.5,-8.4,-8.0,2025-02
2025-02-03,2377,微星,電子工業,進榜,準備,183.53,79.0,3.0,0,-5.9,3.6,-26.0,-7.8,186.3,1.5,-7.3,3.5,-27.1,-8.0,2025-02
2025-02-03,2610,華航,航運業,移出,掉出掃描母體,24.1,84.0,,12,,,,,,,,,,,2025-02
2025-02-03,2308,台達電,電子工業,移出,掉出掃描母體,427.62,77.0,,12,,,,,,,,,,,2025-02
2025-02-03,2383,台光電,電子工業,移出,掉出掃描母體,603.29,92.0,,63,,,,,,,,,,,2025-02
2025-02-03,5536,聖暉*,其他電子類,移出,逾期,436.03,97.0,,56,,,,,,,,,,,2025-02
2025-02-03,6781,AES-KY,電子工業,移出,晚期未觸發,1064.1,98.0,,27,,,,,,,,,,,2025-02
2025-02-03,4749,新應材,光電業,移出,掉出掃描母體,719.08,81.0,,14,,,,,,,,,,,2025-02
2025-02-04,2480,敦陽科,資訊服務業,進榜,準備,134.86,87.0,1.0,0,9.1,4.0,0.0,-9.4,136.2,1.0,8.0,3.5,-1.0,-9.9,2025-02
2025-02-04,6245,立端,通信網路業,進榜,準備,96.37,83.0,2.0,0,7.5,4.0,-22.5,-9.4,98.2,1.9,5.6,3.5,-24.0,-9.9,2025-02
2025-02-04,2881,富邦金,金融保險,移出,掉出掃描母體,82.05,73.0,,14,,,,,,,,,,,2025-02
2025-02-04,2498,宏達電,通信網路業,移出,離高點太遠,47.48,71.0,,15,,,,,,,,,,,2025-02
2025-02-04,6944,兆聯實業,綠能環保,移出,掉出掃描母體,314.47,73.0,,13,,,,,,,,,,,2025-02
2025-02-05,6438,迅得,其他電子類,進榜,觸發,218.45,96.0,4.0,0,-14.8,2.5,-34.6,-10.0,225.0,3.0,-17.3,2.4,-36.5,-10.1,2025-02
2025-02-05,6438,迅得,其他電子類,觸發,進榜即觸發,218.45,96.0,4.0,0,-14.8,2.5,-34.6,-10.0,225.0,3.0,-17.3,2.4,-36.5,-10.1,2025-02
2025-02-05,4162,智擎,生技醫療業,進榜,觸發,100.95,81.0,1.0,0,-1.8,2.5,-22.4,-10.0,109.9,8.8,-9.8,2.4,-28.7,-10.1,2025-02
2025-02-05,4162,智擎,生技醫療業,觸發,進榜即觸發,100.95,81.0,1.0,0,-1.8,2.5,-22.4,-10.0,109.9,8.8,-9.8,2.4,-28.7,-10.1,2025-02
2025-02-05,6752,叡揚,資訊服務業,進榜,準備,127.86,89.0,1.0,0,-6.8,2.5,35.0,-10.0,129.2,1.0,-7.7,2.4,33.6,-10.1,2025-02
2025-02-05,3088,艾訊,電腦及週邊設備業,觸發,等待後觸發,131.56,94.0,3.0,29,-3.2,2.5,-30.1,-10.0,136.7,3.9,-6.8,2.4,-32.7,-10.1,2025-02
2025-02-05,2880,華南金,金融保險,移出,掉出掃描母體,25.28,73.0,,23,,,,,,,,,,,2025-02
2025-02-05,2885,元大金,金融保險,移出,掉出掃描母體,29.87,72.0,,20,,,,,,,,,,,2025-02
2025-02-05,6558,興能高,其他電子業,移出,晚期未觸發,56.52,99.0,,20,,,,,,,,,,,2025-02
2025-02-06,4971,IET-KY,半導體業,進榜,觸發,103.28,96.0,5.0,0,58.0,1.0,-13.2,-10.8,112.8,9.2,44.7,1.1,-20.5,-10.8,2025-02
2025-02-06,4971,IET-KY,半導體業,觸發,進榜即觸發,103.28,96.0,5.0,0,58.0,1.0,-13.2,-10.8,112.8,9.2,44.7,1.1,-20.5,-10.8,2025-02
2025-02-06,1815,富喬,電子零組件業,進榜,觸發,30.94,91.0,6.0,0,5.6,1.0,-9.1,-10.8,31.6,2.2,3.3,1.1,-11.1,-10.8,2025-02
2025-02-06,1815,富喬,電子零組件業,觸發,進榜即觸發,30.94,91.0,6.0,0,5.6,1.0,-9.1,-10.8,31.6,2.2,3.3,1.1,-11.1,-10.8,2025-02
2025-02-06,6768,志強-KY,其他,進榜,準備,129.68,91.0,3.0,0,-2.0,1.0,-28.7,-10.8,130.6,0.7,-2.7,1.1,-29.2,-10.8,2025-02
2025-02-06,3526,凡甲,電子零組件業,進榜,準備,241.27,76.0,3.0,0,2.7,1.0,-10.6,-10.8,241.7,0.2,2.5,1.1,-10.7,-10.8,2025-02
2025-02-06,2885,元大金,金融保險,進榜,準備,30.73,70.0,1.0,0,-0.3,1.0,-11.5,-10.8,30.5,-0.8,0.6,1.1,-10.8,-10.8,2025-02
2025-02-06,2891,中信金,金融保險,觸發,等待後觸發,36.18,70.0,1.0,20,1.1,1.0,0.0,-10.8,36.1,-0.3,1.4,1.1,0.3,-10.8,2025-02
2025-02-06,2377,微星,電子工業,移出,掉出掃描母體,184.47,76.0,,3,,,,,,,,,,,2025-02
2025-02-07,2383,台光電,電子工業,進榜,準備,604.28,93.0,3.0,0,-7.2,0.4,7.6,-10.2,601.3,-0.5,-6.7,0.7,8.2,-10.2,2025-02
2025-02-07,3015,全漢,電子工業,進榜,準備,63.01,76.0,2.0,0,-7.9,0.4,-22.4,-10.2,61.5,-2.3,-5.7,0.7,-20.6,-10.2,2025-02
2025-02-07,2357,華碩,電子工業,觸發,等待後觸發,594.74,87.0,3.0,4,-1.7,0.4,-10.7,-10.2,590.3,-0.8,-0.9,0.7,-10.0,-10.2,2025-02
2025-02-07,6752,叡揚,資訊服務業,觸發,等待後觸發,139.56,91.0,1.0,2,-13.4,0.4,24.0,-10.2,137.0,-1.9,-11.7,0.7,26.3,-10.2,2025-02
2025-02-07,2888,新光金,金融保險,移出,掉出掃描母體,12.3,72.0,,17,,,,,,,,,,,2025-02
2025-02-07,2885,元大金,金融保險,移出,掉出掃描母體,30.73,70.0,,1,,,,,,,,,,,2025-02
2025-02-07,6005,群益證,金融保險,移出,掉出掃描母體,21.58,79.0,,36,,,,,,,,,,,2025-02
2025-02-07,2891,中信金,金融保險,移出,掉出掃描母體,36.18,70.0,,21,,,,,,,,,,,2025-02
2025-02-10,6206,飛捷,電腦及週邊設備業,進榜,觸發,112.17,91.0,1.0,0,15.9,0.0,-11.0,-10.0,115.4,2.8,12.6,-0.2,-13.4,-10.1,2025-02
2025-02-10,6206,飛捷,電腦及週邊設備業,觸發,進榜即觸發,112.17,91.0,1.0,0,15.9,0.0,-11.0,-10.0,115.4,2.8,12.6,-0.2,-13.4,-10.1,2025-02
2025-02-10,4991,環宇-KY,半導體業,進榜,準備,143.17,100.0,3.0,0,-22.3,0.0,-37.5,-10.0,144.2,0.7,-22.9,-0.2,-37.9,-10.1,2025-02
2025-02-10,8234,新漢,電腦及週邊設備業,進榜,準備,67.37,88.0,3.0,0,23.9,0.0,11.1,-10.0,68.2,1.2,22.4,-0.2,9.8,-10.1,2025-02
2025-02-10,4763,材料*-KY,化學工業,進榜,準備,86.8,80.0,2.0,0,22.9,0.0,-8.4,-10.0,87.5,0.8,22.0,-0.2,-9.1,-10.1,2025-02
2025-02-10,6227,茂綸,電子通路業,進榜,準備,78.74,80.0,3.0,0,3.9,0.0,20.2,-10.0,80.8,2.6,1.3,-0.2,17.1,-10.1,2025-02
2025-02-10,8261,富鼎,半導體業,進榜,準備,87.01,76.0,2.0,0,-6.7,0.0,-15.8,-10.0,87.8,0.9,-7.5,-0.2,-16.5,-10.1,2025-02
2025-02-10,2891,中信金,金融保險,進榜,準備,36.68,71.0,1.0,0,-1.2,0.0,-0.5,-10.0,36.7,0.1,-1.4,-0.2,-0.6,-10.1,2025-02
2025-02-11,3162,精確,電機機械,進榜,觸發,45.25,87.0,1.0,0,-1.5,0.0,10.1,-9.1,46.3,2.3,-3.7,0.0,7.6,-9.3,2025-02
2025-02-11,3162,精確,電機機械,觸發,進榜即觸發,45.25,87.0,1.0,0,-1.5,0.0,10.1,-9.1,46.3,2.3,-3.7,0.0,7.6,-9.3,2025-02
2025-02-11,3665,貿聯-KY,其他電子業,進榜,準備,684.86,96.0,3.0,0,-24.8,0.0,-13.3,-9.1,688.7,0.6,-25.2,0.0,-13.8,-9.3,2025-02
2025-02-11,8234,新漢,電腦及週邊設備業,觸發,等待後觸發,74.03,92.0,3.0,1,16.8,0.0,4.6,-9.1,76.6,3.5,12.8,0.0,1.0,-9.3,2025-02
2025-02-11,2891,中信金,金融保險,移出,掉出掃描母體,36.68,71.0,,1,,,,,,,,,,,2025-02
2025-02-12,2543,皇昌,建材營造,進榜,觸發,83.9,96.0,6.0,0,-9.7,-0.6,-22.5,-9.0,85.5,2.0,-11.4,-0.8,-24.0,-9.2,2025-02
2025-02-12,2543,皇昌,建材營造,觸發,進榜即觸發,83.9,96.0,6.0,0,-9.7,-0.6,-22.5,-9.0,85.5,2.0,-11.4,-0.8,-24.0,-9.2,2025-02
2025-02-12,2417,圓剛,電子工業,進榜,觸發,54.91,83.0,5.0,0,-13.7,-0.6,-28.3,-9.0,56.5,2.9,-16.1,-0.8,-30.3,-9.2,2025-02
2025-02-12,2417,圓剛,電子工業,觸發,進榜即觸發,54.91,83.0,5.0,0,-13.7,-0.6,-28.3,-9.0,56.5,2.9,-16.1,-0.8,-30.3,-9.2,2025-02
2025-02-12,6510,精測,半導體業,進榜,準備,834.6,96.0,3.0,0,-18.5,-0.6,-1.2,-9.0,818.8,-1.9,-17.0,-0.8,0.7,-9.2,2025-02
2025-02-12,1307,三芳,塑膠工業,進榜,準備,39.8,85.0,3.0,0,2.8,-0.6,-14.1,-9.0,39.2,-1.5,4.4,-0.8,-12.7,-9.2,2025-02
2025-02-12,6670,復盛應用,其他,觸發,等待後觸發,309.51,77.0,1.0,48,-5.3,-0.6,-3.9,-9.0,308.6,-0.3,-5.0,-0.8,-3.6,-9.2,2025-02
2025-02-12,2345,智邦,通信網路業,移出,掉出掃描母體,757.03,91.0,,70,,,,,,,,,,,2025-02
2025-02-12,6691,洋基工程,其他電子業,移出,晚期未觸發,322.27,90.0,,55,,,,,,,,,,,2025-02
2025-02-12,4979,華星光,通信網路業,移出,離高點太遠,219.52,97.0,,35,,,,,,,,,,,2025-02
2025-02-12,2404,漢唐,其他電子業,移出,掉出掃描母體,436.39,88.0,,26,,,,,,,,,,,2025-02
2025-02-12,2330,台積電,半導體業,移出,掉出掃描母體,1085.71,74.0,,21,,,,,,,,,,,2025-02
2025-02-12,3015,全漢,電子工業,移出,掉出掃描母體,61.17,73.0,,5,,,,,,,,,,,2025-02
2025-02-12,8261,富鼎,半導體業,移出,掉出掃描母體,87.57,74.0,,2,,,,,,,,,,,2025-02
2025-02-13,2606,裕民,航運業,進榜,觸發,60.32,81.0,3.0,0,13.4,-1.1,-12.3,-9.1,63.0,4.5,8.5,-1.1,-16.1,-9.1,2025-02
2025-02-13,2606,裕民,航運業,觸發,進榜即觸發,60.32,81.0,3.0,0,13.4,-1.1,-12.3,-9.1,63.0,4.5,8.5,-1.1,-16.1,-9.1,2025-02
2025-02-13,3596,智易,通信網路業,進榜,準備,179.08,82.0,3.0,0,4.3,-1.1,15.1,-9.1,179.5,0.3,4.1,-1.1,14.8,-9.1,2025-02
2025-02-13,2328,廣宇,電子零組件業,進榜,準備,39.12,71.0,3.0,0,31.1,-1.1,0.1,-9.1,39.2,0.1,31.0,-1.1,0.0,-9.1,2025-02
2025-02-13,2417,圓剛,電子工業,移出,掉出掃描母體,54.91,83.0,,1,,,,,,,,,,,2025-02
2025-02-14,6739,竹陞科技,其他電子業,進榜,觸發,278.43,97.0,4.0,0,-17.6,-1.2,-8.9,-9.4,286.2,2.8,-19.8,-1.4,-11.4,-9.7,2025-02
2025-02-14,6739,竹陞科技,其他電子業,觸發,進榜即觸發,278.43,97.0,4.0,0,-17.6,-1.2,-8.9,-9.4,286.2,2.8,-19.8,-1.4,-11.4,-9.7,2025-02
2025-02-14,3376,新日興,電子零組件業,進榜,觸發,269.66,90.0,4.0,0,-13.1,-1.2,-32.3,-9.4,271.6,0.7,-13.7,-1.4,-32.8,-9.7,2025-02
2025-02-14,3376,新日興,電子零組件業,觸發,進榜即觸發,269.66,90.0,4.0,0,-13.1,-1.2,-32.3,-9.4,271.6,0.7,-13.7,-1.4,-32.8,-9.7,2025-02
2025-02-14,6472,保瑞,生技醫療業,進榜,準備,721.73,79.0,3.0,0,-14.1,-1.2,-21.0,-9.4,725.7,0.6,-14.6,-1.4,-21.4,-9.7,2025-02
2025-02-14,3711,日月光投控,半導體業,進榜,準備,167.1,77.0,3.0,0,-10.0,-1.2,-14.0,-9.4,166.1,-0.6,-9.5,-1.4,-13.5,-9.7,2025-02
2025-02-14,2328,廣宇,電子零組件業,移出,掉出掃描母體,39.12,71.0,,1,,,,,,,,,,,2025-02
2025-02-17,6104,創惟,半導體業,進榜,觸發,171.46,97.0,5.0,0,-16.8,-1.2,0.1,-9.8,172.4,0.5,-17.2,-1.3,-0.4,-9.9,2025-02
2025-02-17,6104,創惟,半導體業,觸發,進榜即觸發,171.46,97.0,5.0,0,-16.8,-1.2,0.1,-9.8,172.4,0.5,-17.2,-1.3,-0.4,-9.9,2025-02
2025-02-17,3504,揚明光,光電業,進榜,觸發,72.4,84.0,3.0,0,-16.7,-1.2,-32.7,-9.8,77.0,6.4,-21.7,-1.3,-36.8,-9.9,2025-02
