代號,名稱,產業,進榜次數,首次進榜,報酬60D,觸發次數
2745,五福,觀光事業,2,2025-06-12,-16.45,1
1319,東陽,汽車工業,2,2025-03-19,-17.9,0
3257,虹冠電,半導體業,2,2025-09-12,-18.5,0
3059,華晶科,光電業,2,2025-08-21,-19.200000000000003,2
3594,磐儀,電腦及週邊設備業,2,2025-01-06,-24.05,0
3305,昇貿,其他電子業,2,2025-08-26,-24.25,0
8499,鼎炫-KY,其他,2,2025-08-28,-25.6,0
6753,龍德造船,航運業,2,2025-08-29,-25.9,2
6215,和椿,其他電子業,2,2025-01-20,-29.0,2
3081,聯亞,通信網路業,2,2025-01-16,-46.2,2
1303,南亞,塑膠工業,2,2025-11-11,,1
1519,華城,電機機械,2,2025-10-30,,1
2515,中工,建材營造,2,2025-10-30,,0
3026,禾伸堂,電子工業,2,2025-10-20,,1
3324,雙鴻,其他電子類,2,2025-10-15,,1
3535,晶彩科,光電業,2,2025-11-03,,1
3706,神達,電子工業,2,2025-10-09,,0
3715,定穎投控,電子零組件業,2,2025-10-09,,1
4739,康普,化學工業,2,2025-11-13,,0
4764,雙鍵,化學工業,2,2025-12-15,,2
4768,晶呈科技,化學工業,2,2025-12-10,,1
4939,亞電,電子零組件業,2,2025-11-25,,2
5340,建榮,電子零組件業,2,2025-11-12,,2
5498,凱崴,電子零組件業,2,2025-11-25,,1
6531,愛普*,半導體業,2,2025-11-06,,1
6770,力積電,半導體業,2,2025-10-27,,2
8039,台虹,電子工業,2,2025-10-22,,2
8043,蜜望實,電子零組件業,2,2025-11-14,,2
8110,華東,電子工業,2,2025-10-20,,2
8390,金益鼎,其他,2,2025-11-24,,1
8932,智通*,其他,1,2025-06-09,91.6,1
6223,旺矽,半導體業,1,2025-09-05,43.4,1
8210,勤誠,電子工業,1,2025-06-18,39.3,1
6515,穎崴,電子工業,1,2025-09-18,37.1,1
8033,雷虎,其他,1,2025-08-01,24.1,1
2374,佳能,光電業,1,2025-08-08,23.4,1
7750,新代,電機機械,1,2025-08-11,11.5,1
3297,杭特,光電業,1,2025-06-27,8.0,1
2884,玉山金,金融保險,1,2025-06-25,7.4,1
6591,動力-KY,電子工業,1,2025-08-11,6.9,0
2481,強茂,半導體業,1,2025-09-18,6.0,1
3694,海華,通信網路業,1,2025-08-11,5.6,1
6672,騰輝電子-KY,電子工業,1,2025-08-15,4.8,1
2801,彰銀,金融保險,1,2025-08-11,3.8,0
3491,昇達科,通信網路業,1,2025-01-07,1.1,1
2059,川湖,電子工業,1,2025-09-10,0.4,1
3294,英濟,電子零組件業,1,2025-07-31,0.1,1
6104,創惟,半導體業,1,2025-02-17,0.1,1
5536,聖暉*,其他電子類,1,2025-08-15,-0.4,1
2345,智邦,通信網路業,1,2025-08-11,-1.5,1
2379,瑞昱,半導體業,1,2025-07-04,-2.8,0
2603,長榮,航運業,1,2025-05-13,-2.9,0
2466,冠西電,光電業,1,2025-04-15,-4.2,1
6165,浪凡,電子工業,1,2025-04-29,-4.4,0
2731,雄獅,觀光事業,1,2025-07-14,-4.8,0
2888,新光金,金融保險,1,2025-01-21,-4.9,1
4510,高鋒,電機機械,1,2025-02-21,-5.1,1
2883,凱基金,金融保險,1,2025-03-10,-5.4,0
3661,世芯-KY,半導體業,1,2025-07-16,-5.5,1
1612,宏泰,電器電纜,1,2025-08-14,-5.6,0
3605,宏致,電子工業,1,2025-08-12,-5.7,1
9907,統一實,其他,1,2025-05-08,-6.1,0
3689,湧德,電子零組件業,1,2025-08-11,-6.3,1
2208,台船,航運業,1,2025-09-04,-7.3,1
4572,駐龍,電機機械,1,2025-05-15,-7.4,0
2618,長榮航,航運業,1,2025-03-06,-8.4,0
5876,上海商銀,金融保險,1,2025-07-01,-9.0,0
2357,華碩,電子工業,1,2025-02-03,-9.1,2
6558,興能高,其他電子業,1,2025-01-16,-10.0,0
3004,豐達科,鋼鐵工業,1,2025-05-20,-10.4,1
5309,系統電,電子零組件業,1,2025-09-09,-10.8,1
6206,飛捷,電腦及週邊設備業,1,2025-02-10,-11.0,1
2547,日勝生,建材營造,1,2025-05-07,-11.2,0
1618,合機,電器電纜,1,2025-08-07,-11.3,0
6829,千附精密,電機機械,1,2025-03-18,-12.1,1
1717,長興,化學工業,1,2025-09-01,-12.5,0
1307,三芳,塑膠工業,1,2025-02-12,-14.1,0
2427,三商電,資訊服務業,1,2025-08-04,-14.1,1
8028,昇陽半導體,半導體業,1,2025-02-18,-14.1,1
6761,穩得,電子零組件業,1,2025-08-27,-14.5,1
1536,和大,汽車工業,1,2025-02-17,-15.3,1
3088,艾訊,電腦及週邊設備業,1,2025-01-07,-15.6,1
8261,富鼎,半導體業,1,2025-02-10,-15.8,0
3056,富華新,建材營造,1,2025-03-26,-16.2,0
2615,萬海,航運業,1,2025-05-20,-16.6,1
3147,大綜,資訊服務業,1,2025-04-23,-17.1,1
6166,凌華,電腦及週邊設備業,1,2025-02-21,-17.4,0
8937,合騏*,其他,1,2025-03-27,-18.1,1
6279,胡連,電子零組件業,1,2025-01-16,-18.9,0
5251,天鉞電,光電業,1,2025-06-17,-19.5,1
3205,佰研,生技醫療業,1,2025-08-29,-19.9,0
6925,意藍,數位雲端,1,2025-06-20,-20.1,1
4532,瑞智,電機機械,1,2025-05-12,-20.7,0
2882,國泰金,金融保險,1,2025-01-06,-20.8,0
6667,信紘科,其他電子類,1,2025-08-29,-21.1,1
6877,鏵友益,其他電子類,1,2025-03-07,-21.1,1
3022,威強電,電子工業,1,2025-02-24,-22.0,1
1569,濱川,電腦及週邊設備業,1,2025-02-19,-22.4,1
4162,智擎,生技醫療業,1,2025-02-05,-22.4,1
8222,寶一,電機機械,1,2025-05-06,-22.4,0
2543,皇昌,建材營造,1,2025-02-12,-22.5,1
6245,立端,通信網路業,1,2025-02-04,-22.5,0
2634,漢翔,航運業,1,2025-09-03,-23.2,1
3323,加百裕,電腦及週邊設備業,1,2025-03-20,-23.4,0
3558,神準,通信網路業,1,2025-02-20,-23.7,0
5203,訊連,電子工業,1,2025-02-19,-23.8,0
6727,亞泰金屬,電子零組件業,1,2025-09-10,-24.4,0
6140,訊達,資訊服務業,1,2025-07-14,-25.3,1
6949,沛爾生醫-創,創新版股票,1,2025-09-08,-25.4,0
8038,長園科,電子零組件業,1,2025-08-13,-25.7,1
2364,倫飛,電子工業,1,2025-08-11,-26.0,0
2377,微星,電子工業,1,2025-02-03,-26.0,0
5201,凱衛,資訊服務業,1,2025-04-25,-26.3,1
3714,富采,電子工業,1,2025-02-19,-26.4,0
5278,尚凡,電子商務業,1,2025-08-05,-26.6,0
5530,龍巖,其他,1,2025-03-20,-27.0,0
3030,德律,其他電子業,1,2025-08-22,-28.0,0
2417,圓剛,電子工業,1,2025-02-12,-28.3,1
6768,志強-KY,其他,1,2025-02-06,-28.7,0
1810,和成,玻璃陶瓷,1,2025-09-03,-29.1,1
2498,宏達電,通信網路業,1,2025-01-20,-29.1,0
3645,達邁,電子零組件業,1,2025-01-20,-30.0,0
4979,華星光,通信網路業,1,2025-01-08,-30.3,1
3128,昇銳,光電業,1,2025-07-07,-30.4,1
6725,矽科宏晟,其他電子業,1,2025-08-26,-30.7,0
7642,昶瑞機電,電機機械,1,2025-08-11,-30.8,0
1736,喬山,化學生技醫療,1,2025-03-04,-31.4,1
3376,新日興,電子零組件業,1,2025-02-14,-32.3,1
5202,力新,資訊服務業,1,2025-03-26,-32.4,1
3504,揚明光,光電業,1,2025-02-17,-32.7,1
6438,迅得,其他電子類,1,2025-02-05,-34.6,1
6682,華旭先進,光電業,1,2025-09-05,-39.0,0
1295,生合,食品工業,1,2025-09-05,-39.2,1
6418,詠昇,電子零組件業,1,2025-09-30,-40.3,0
3025,星通,電子工業,1,2025-01-06,-43.5,1
4749,新應材,光電業,1,2025-01-20,-43.7,0
3219,倚強股份,半導體業,1,2025-09-10,-46.3,0
1326,台化,塑膠工業,1,2025-12-02,,0
1528,恩德,電機機械,1,2025-12-29,,1
1587,吉茂,汽車工業,1,2025-12-16,,0
1605,華新,電器電纜,1,2025-12-26,,0
1784,訊聯,生技醫療業,1,2025-12-24,,0
1802,台玻,玻璃陶瓷,1,2025-12-09,,0
2009,第一銅,鋼鐵工業,1,2025-12-26,,1
2313,華通,電子工業,1,2025-12-12,,1
2317,鴻海,其他電子業,1,2025-10-21,,0
2327,國巨*,電子工業,1,2025-10-23,,1
2360,致茂,其他電子業,1,2025-10-13,,0
2369,菱生,電子工業,1,2025-12-12,,0
2402,毅嘉,電子工業,1,2025-12-09,,1
2406,國碩,光電業,1,2025-12-11,,1
2413,環科,電子工業,1,2025-12-23,,1
2441,超豐,半導體業,1,2025-12-10,,1
2449,京元電子,半導體業,1,2025-10-29,,1
2478,大毅,電子工業,1,2025-11-13,,0
2485,兆赫,通信網路業,1,2025-12-08,,0
2867,三商壽,金融保險,1,2025-12-18,,0
3006,晶豪科,電子工業,1,2025-12-24,,1
3037,欣興,電子工業,1,2025-11-13,,0
3105,穩懋,半導體業,1,2025-12-12,,0
3135,凌航,半導體業,1,2025-11-27,,1
3189,景碩,半導體業,1,2025-12-03,,0
3443,創意,半導體業,1,2025-11-24,,1
3543,州巧,光電業,1,2025-10-17,,1
3581,博磊,半導體業,1,2025-12-29,,0
3624,光頡,電子零組件業,1,2025-12-23,,0
3628,盈正,其他電子類,1,2025-11-03,,0
3653,健策,電子工業,1,2025-11-14,,1
4577,達航科技,其他電子類,1,2025-11-24,,1
4903,聯光通,通信網路業,1,2025-12-10,,0
4953,緯致,資訊服務業,1,2025-12-04,,0
4967,十銓,半導體業,1,2025-12-17,,1
4973,廣穎,半導體業,1,2025-12-24,,0
4977,眾達-KY,電子工業,1,2025-12-24,,0
5243,乙盛-KY,電子工業,1,2025-10-29,,1
5351,鈺創,半導體業,1,2025-12-26,,1
5386,青雲,電腦及週邊設備業,1,2025-12-31,,0
5521,工信,建材營造,1,2025-12-12,,1
6127,九豪,電子零組件業,1,2025-12-22,,1
6155,鈞寶,電子零組件業,1,2025-12-02,,1
6163,華電網,通信網路業,1,2025-11-28,,1
6175,立敦,電子零組件業,1,2025-12-03,,0
6239,力成,半導體業,1,2025-10-28,,1
6265,方土昶,電子通路業,1,2025-12-09,,1
6425,易發,電機機械,1,2025-12-12,,0
6426,統新,通信網路業,1,2025-12-23,,0
6442,光聖,通信網路業,1,2025-10-28,,1
6505,台塑化,油電燃氣業,1,2025-11-12,,0
6548,長科*,半導體業,1,2025-11-11,,0
6584,南俊國際,電子零組件業,1,2025-11-06,,1
6664,群翊,電子零組件業,1,2025-12-10,,1
6785,昱展新藥,生技醫療業,1,2025-12-08,,0
6788,華景電,半導體業,1,2025-12-31,,0
6903,巨漢,其他電子業,1,2025-12-16,,1
7751,竑騰,電子工業,1,2025-12-02,,1
7769,鴻勁,半導體業,1,2025-11-25,,1
8027,鈦昇,電機機械,1,2025-12-01,,1
8042,金山電,電子零組件業,1,2025-12-03,,0
8054,安國,半導體業,1,2025-11-27,,0
8074,鉅橡,電子零組件業,1,2025-11-25,,1
8103,瀚荃,電子工業,1,2025-10-15,,1
8131,福懋科,半導體業,1,2025-12-09,,0
8150,南茂,電子工業,1,2025-12-26,,0
8155,博智,電子零組件業,1,2025-10-08,,1
8996,高力,電機機械,1,2025-10-28,,0
