代號,名稱,產業,進榜次數,首次進榜,報酬60D,觸發次數
1210,大成,食品工業,10,2018-05-16,-12.75,1
2915,潤泰全,貿易百貨,9,2018-03-15,2.1,1
1326,台化,塑膠工業,8,2018-01-29,-0.1499999999999999,4
1216,統一,食品工業,8,2018-07-05,-4.25,1
1710,東聯,化學工業,7,2018-01-08,-0.5,1
9945,潤泰新,其他,7,2018-03-23,-8.4,1
1704,榮化,化學工業,6,2018-07-23,4.5,2
2377,微星,電子工業,6,2018-01-03,4.4,2
5536,聖暉*,其他電子類,6,2018-03-07,0.5,0
2371,大同,電機機械,5,2018-04-19,37.5,4
2327,國巨*,電子工業,5,2018-01-22,27.9,4
2888,新光金,金融保險,5,2018-01-09,10.0,2
5534,長虹,建材營造,5,2018-01-08,10.0,1
2834,臺企銀,金融保險,5,2018-08-21,6.1,2
1457,宜進,紡織纖維,5,2018-01-10,4.6,0
9910,豐泰,其他,5,2018-07-16,-1.7999999999999998,0
2426,鼎元,光電業,5,2018-01-04,-3.1,1
1101,台泥,水泥工業,5,2018-05-14,-5.0,0
2347,聯強,電子工業,5,2018-03-23,-5.4,1
9958,世紀鋼,鋼鐵工業,5,2018-01-04,-5.6,4
2614,東森,貿易百貨,5,2018-02-21,-8.9,1
5289,宜鼎,電腦及週邊設備業,5,2018-01-03,-9.0,1
1301,台塑,塑膠工業,5,2018-08-24,-11.6,1
2014,中鴻,鋼鐵工業,5,2018-01-08,-18.1,0
8436,大江,生技醫療業,4,2018-02-27,35.75,3
6173,信昌電,電子零組件業,4,2018-04-16,27.299999999999997,4
6123,上奇,電腦及週邊設備業,4,2018-01-02,12.9,2
2388,威盛,半導體業,4,2018-03-01,2.1500000000000004,2
3661,世芯-KY,半導體業,4,2018-01-25,-0.95,4
2890,永豐金,金融保險,4,2018-08-20,-3.4000000000000004,1
1808,潤隆,建材營造,4,2018-04-17,-4.1,1
2903,遠百,貿易百貨,4,2018-04-18,-5.85,1
5907,大洋-KY,貿易百貨,4,2018-06-01,-6.15,1
2454,聯發科,半導體業,4,2018-03-20,-11.2,0
3026,禾伸堂,電子工業,3,2018-03-20,29.9,3
2478,大毅,電子工業,3,2018-04-09,27.3,3
8043,蜜望實,電子零組件業,3,2018-05-09,23.1,3
2481,強茂,半導體業,3,2018-01-02,22.2,2
1102,亞泥,水泥工業,3,2018-05-10,20.8,1
2534,宏盛,建材營造,3,2018-01-08,18.8,3
3624,光頡,電子零組件業,3,2018-01-12,14.3,1
1310,台苯,塑膠工業,3,2018-09-25,11.2,1
2408,南亞科,半導體業,3,2018-01-05,10.8,1
6274,台燿,電子零組件業,3,2018-03-30,8.1,0
2404,漢唐,其他電子業,3,2018-08-30,4.0,0
2912,統一超,貿易百貨,3,2018-07-09,3.45,1
5871,中租-KY,其他,3,2018-03-12,-1.3,2
2856,元富證,金融保險,3,2018-04-25,-3.0,1
5439,高技,電子零組件業,3,2018-03-21,-3.8,2
6446,藥華藥,生技醫療業,3,2018-03-07,-5.5,1
2885,元大金,金融保險,3,2018-09-21,-6.050000000000001,2
2360,致茂,其他電子業,3,2018-02-02,-6.4,1
4736,泰博,生技醫療業,3,2018-03-29,-7.1,2
1476,儒鴻,紡織纖維,3,2018-08-17,-7.7,1
2456,奇力新,電子零組件業,3,2018-01-04,-8.6,3
2379,瑞昱,半導體業,3,2018-03-21,-8.8,1
6213,聯茂,電子工業,3,2018-01-04,-8.8,1
2425,承啟,電子工業,3,2018-03-02,-9.8,2
6138,茂達,半導體業,3,2018-05-29,-9.8,2
4114,健喬,生技醫療業,3,2018-07-12,-10.4,1
6150,撼訊,電腦及週邊設備業,3,2018-01-03,-15.1,3
3558,神準,通信網路業,3,2018-05-17,-17.5,0
8046,南電,電子工業,3,2018-03-05,-18.8,0
2303,聯電,半導體業,3,2018-07-20,-36.5,0
2492,華新科,電子工業,2,2018-04-16,65.6,2
4137,麗豐-KY,化學生技醫療,2,2018-03-19,34.95,2
2027,大成鋼,鋼鐵工業,2,2018-01-05,34.1,1
3016,嘉晶,半導體業,2,2018-01-22,32.449999999999996,2
2323,中環,光電業,2,2018-04-11,32.25,2
6127,九豪,電子零組件業,2,2018-03-06,26.6,2
8163,達方,電子工業,2,2018-01-16,23.1,2
3114,好德,電子零組件業,2,2018-05-24,16.5,1
6196,帆宣,其他電子業,2,2018-03-21,14.599999999999998,1
4942,嘉彰,光電業,2,2018-09-20,13.6,1
1477,聚陽,紡織纖維,2,2018-08-13,9.0,1
4123,晟德,生技醫療業,2,2018-06-25,7.9,1
5483,中美晶,半導體業,2,2018-01-19,7.200000000000001,2
5371,中光電,光電業,2,2018-04-18,6.300000000000001,1
5269,祥碩,半導體業,2,2018-06-22,5.2,1
5299,杰力,半導體業,2,2018-02-23,4.95,2
6153,嘉聯益,電子零組件業,2,2018-01-05,3.8,1
3532,台勝科,半導體業,2,2018-03-09,3.75,1
1723,中碳,化學生技醫療,2,2018-02-21,3.15,1
6175,立敦,電子零組件業,2,2018-04-12,2.9000000000000004,2
3034,聯詠,半導體業,2,2018-03-14,2.5500000000000003,1
6207,雷科,電子零組件業,2,2018-05-31,2.2,2
1201,味全,食品工業,2,2018-03-12,1.5999999999999999,1
6257,矽格,半導體業,2,2018-03-12,0.7,0
6182,合晶,半導體業,2,2018-01-04,-0.3500000000000001,2
5425,台半,半導體業,2,2018-01-02,-0.5999999999999999,1
3030,德律,其他電子業,2,2018-02-06,-1.75,1
8431,匯鑽科,其他電子類,2,2018-01-15,-1.75,0
6451,訊芯-KY,半導體業,2,2018-03-15,-2.05,1
4119,旭富,化學生技醫療,2,2018-08-09,-2.1500000000000004,1
6024,群益期,金融保險,2,2018-05-14,-3.25,1
1722,台肥,化學工業,2,2018-09-28,-4.3,0
8942,森鉅,其他,2,2018-05-07,-4.6,1
3596,智易,通信網路業,2,2018-05-10,-4.700000000000001,2
2884,玉山金,金融保險,2,2018-08-06,-5.3,1
4190,佐登-KY,化學生技醫療,2,2018-05-15,-5.3999999999999995,0
6147,頎邦,半導體業,2,2018-01-15,-5.75,0
2442,新美齊,電子工業,2,2018-09-05,-6.4,2
5443,均豪,光電業,2,2018-05-30,-6.75,0
2889,國票金,金融保險,2,2018-08-30,-6.800000000000001,0
6532,瑞耘,半導體業,2,2018-05-25,-6.85,2
1313,聯成,塑膠工業,2,2018-04-16,-7.0,0
2455,全新,通信網路業,2,2018-01-15,-7.75,2
4927,泰鼎-KY,電子工業,2,2018-07-27,-7.8,0
3224,三顧,電子通路業,2,2018-03-01,-8.05,1
5469,瀚宇博,電子零組件業,2,2018-05-28,-8.85,1
1718,中纖,化學工業,2,2018-08-21,-9.0,1
1785,光洋科,其他電子類,2,2018-03-06,-9.05,1
8936,國統,其他,2,2018-09-14,-9.4,0
8042,金山電,電子零組件業,2,2018-01-03,-10.25,0
1907,永豐餘,造紙工業,2,2018-01-29,-10.5,0
5310,天剛,資訊服務業,2,2018-08-07,-10.8,0
2929,淘帝-KY,貿易百貨,2,2018-01-11,-11.1,0
2338,光罩,半導體業,2,2018-01-15,-11.200000000000001,2
3376,新日興,電子零組件業,2,2018-07-10,-11.25,0
6191,精成科,電子工業,2,2018-05-24,-11.75,0
6531,愛普*,半導體業,2,2018-02-01,-11.75,2
6505,台塑化,油電燃氣業,2,2018-08-24,-12.2,1
2363,矽統,半導體業,2,2018-01-26,-13.25,2
2399,映泰,電子工業,2,2018-02-26,-13.5,2
6208,日揚,電子零組件業,2,2018-01-08,-14.35,1
6224,聚鼎,電子零組件業,2,2018-06-11,-15.0,1
2031,新光鋼,鋼鐵工業,2,2018-03-30,-15.5,1
3630,新鉅科,光電業,2,2018-08-29,-16.35,1
3090,日電貿,電子工業,2,2018-05-14,-17.1,1
2610,華航,航運業,2,2018-01-11,-17.75,0
2356,英業達,電子工業,2,2018-08-23,-18.299999999999997,1
2547,日勝生,建材營造,2,2018-09-27,-19.8,0
5481,新華,電子零組件業,2,2018-01-08,-20.15,0
4728,雙美,生技醫療業,2,2018-06-12,-20.4,0
6485,點序,半導體業,2,2018-05-09,-20.65,1
6202,盛群,半導體業,2,2018-01-29,-20.75,0
3059,華晶科,光電業,2,2018-01-04,-26.6,1
6155,鈞寶,電子零組件業,2,2018-06-11,-27.05,1
6472,保瑞,生技醫療業,2,2018-07-17,-30.3,0
8261,富鼎,半導體業,2,2018-06-14,-37.9,0
8069,元太,光電業,2,2018-01-22,-40.05,0
4958,臻鼎-KY,電子零組件業,2,2018-11-01,,0
6230,尼得科超眾,電子工業,2,2018-11-16,,2
2349,錸德,光電業,1,2018-05-10,92.5,1
1597,直得,電機機械,1,2018-01-18,57.8,1
3527,聚積,半導體業,1,2018-05-10,47.1,1
2049,上銀,電機機械,1,2018-01-02,38.8,1
2375,凱美,電子工業,1,2018-05-28,36.7,1
3563,牧德,光電業,1,2018-04-03,33.1,1
4540,全球傳動,電機機械,1,2018-03-19,30.9,1
1402,遠東新,紡織纖維,1,2018-07-05,19.9,1
3217,優群,電子零組件業,1,2018-03-15,12.0,1
4107,邦特,生技醫療業,1,2018-04-17,11.5,1
2633,台灣高鐵,航運業,1,2018-09-25,9.6,1
3037,欣興,電子工業,1,2018-09-25,9.6,0
1904,正隆,造紙工業,1,2018-08-21,7.1,1
4147,中裕,生技醫療業,1,2018-04-17,6.8,1
1609,大亞,電器電纜,1,2018-01-10,6.7,0
1707,葡萄王,化學生技醫療,1,2018-03-07,6.1,0
5274,信驊,半導體業,1,2018-03-07,5.6,1
2617,台航,航運業,1,2018-09-25,4.9,1
1605,華新,電器電纜,1,2018-05-10,3.6,1
1409,新纖,紡織纖維,1,2018-07-10,3.2,0
3540,曜越,電腦及週邊設備業,1,2018-01-16,3.0,1
3708,上緯投控,化學工業,1,2018-03-26,2.2,1
4560,強信-KY,電機機械,1,2018-02-21,2.2,1
3033,威健,電子工業,1,2018-05-07,1.3,0
8924,大田,其他,1,2018-01-18,0.3,1
6411,晶焱,半導體業,1,2018-03-31,-1.0,0
2542,興富發,建材營造,1,2018-09-12,-1.3,0
5317,?,,1,2018-05-28,-2.4,1
3035,智原,半導體業,1,2018-01-24,-2.5,1
3029,零壹,資訊服務業,1,2018-03-19,-2.9,0
2535,達欣工,建材營造,1,2018-05-09,-3.3,1
1229,聯華,食品工業,1,2018-03-30,-3.9,0
8437,大地-KY,其他,1,2018-01-15,-4.0,0
1312,國喬,塑膠工業,1,2018-03-29,-4.4,1
4306,炎洲,塑膠工業,1,2018-05-15,-4.4,0
8415,大國鋼,鋼鐵工業,1,2018-09-19,-5.0,0
3533,嘉澤,電子工業,1,2018-01-04,-5.5,1
6261,久元,半導體業,1,2018-01-23,-5.6,0
2104,國際中橡,橡膠工業,1,2018-02-23,-5.8,0
3707,漢磊,半導體業,1,2018-05-25,-6.0,1
1434,福懋,紡織纖維,1,2018-09-21,-6.2,1
2472,立隆電,電子工業,1,2018-05-24,-6.2,1
3537,堡達,電子零組件業,1,2018-05-15,-6.9,1
6121,新普,電腦及週邊設備業,1,2018-08-15,-7.5,0
6414,樺漢,電子工業,1,2018-03-07,-7.9,0
6525,捷敏-KY,半導體業,1,2018-01-02,-8.4,1
6168,宏齊,光電業,1,2018-03-09,-8.5,0
5285,界霖,電子工業,1,2018-03-01,-8.8,0
2612,中航,航運業,1,2018-09-21,-8.9,0
1586,和勤,電機機械,1,2018-03-19,-9.2,0
2108,南帝,橡膠工業,1,2018-08-15,-9.9,0
1611,中電,電器電纜,1,2018-04-09,-10.4,1
8926,台汽電,油電燃氣業,1,2018-04-25,-10.4,0
5474,聰泰,電腦及週邊設備業,1,2018-08-24,-11.2,0
