日期,代號,名稱,產業,事件,原因,收盤,RS,底部序,在榜天數,報酬20D,基準20D,報酬60D,基準60D,次日開盤,跳空%,報酬20D開,基準20D開,報酬60D開,基準60D開,月
2018-01-15,6215,和椿,其他電子業,觸發,進榜即觸發,18.01,90.0,3.0,0,4.8,-5.1,-15.3,-1.3,18.3,1.7,3.0,-5.3,-16.7,-1.4,2018-01
2018-01-15,2338,光罩,半導體業,進榜,觸發,18.61,71.0,3.0,0,-23.0,-5.1,-20.3,-1.3,18.4,-0.9,-22.3,-5.3,-19.5,-1.4,2018-01
2018-01-15,2338,光罩,半導體業,觸發,進榜即觸發,18.61,71.0,3.0,0,-23.0,-5.1,-20.3,-1.3,18.4,-0.9,-22.3,-5.3,-19.5,-1.4,2018-01
2018-01-15,8431,匯鑽科,其他電子類,進榜,準備,66.22,91.0,2.0,0,-15.6,-5.1,5.9,-1.3,65.7,-0.8,-15.0,-5.3,6.8,-1.4,2018-01
2018-01-15,8437,大地-KY,其他,進榜,準備,144.4,86.0,1.0,0,-3.2,-5.1,-4.0,-1.3,144.4,0.0,-3.2,-5.3,-4.0,-1.4,2018-01
2018-01-15,6147,頎邦,半導體業,進榜,準備,38.25,72.0,2.0,0,-4.2,-5.1,0.0,-1.3,38.4,0.5,-4.6,-5.3,-0.5,-1.4,2018-01
2018-01-15,2610,華航,航運業,移出,掉出掃描母體,10.4,71.0,,4,,,,,,,,,,,2018-01
2018-01-15,2327,國巨*,電子工業,移出,離高點太遠,52.35,97.0,,28,,,,,,,,,,,2018-01
2018-01-15,9958,世紀鋼,鋼鐵工業,移出,離高點太遠,30.4,100.0,,11,,,,,,,,,,,2018-01
2018-01-15,2014,中鴻,鋼鐵工業,移出,掉出掃描母體,12.11,76.0,,7,,,,,,,,,,,2018-01
2018-01-15,6208,日揚,電子零組件業,移出,突破失敗,24.65,76.0,,7,,,,,,,,,,,2018-01
2018-01-15,1609,大亞,電器電纜,移出,晚期未觸發,9.58,96.0,,5,,,,,,,,,,,2018-01
2018-01-15,1457,宜進,紡織纖維,移出,掉出掃描母體,7.97,70.0,,5,,,,,,,,,,,2018-01
2018-01-16,8163,達方,電子工業,進榜,觸發,21.14,77.0,4.0,0,-17.0,-3.8,-7.8,-2.0,20.9,-1.3,-15.9,-3.9,-6.6,-2.2,2018-01
2018-01-16,8163,達方,電子工業,觸發,進榜即觸發,21.14,77.0,4.0,0,-17.0,-3.8,-7.8,-2.0,20.9,-1.3,-15.9,-3.9,-6.6,-2.2,2018-01
2018-01-16,3540,曜越,電腦及週邊設備業,進榜,準備,21.04,86.0,2.0,0,-6.0,-3.8,3.0,-2.0,21.1,0.3,-6.3,-3.9,2.7,-2.2,2018-01
2018-01-16,3443,創意,半導體業,進榜,準備,257.61,83.0,3.0,0,1.4,-3.8,-16.6,-2.0,253.2,-1.7,3.1,-3.9,-15.1,-2.2,2018-01
2018-01-16,2371,大同,電機機械,觸發,等待後觸發,26.26,98.0,2.0,33,-8.4,-3.8,-6.8,-2.0,26.1,-0.5,-7.9,-3.9,-6.2,-2.2,2018-01
2018-01-16,2338,光罩,半導體業,移出,掉出掃描母體,18.61,71.0,,1,,,,,,,,,,,2018-01
2018-01-17,3354,律勝,電子零組件業,進榜,觸發,34.19,100.0,3.0,0,-24.0,-3.8,-51.1,-3.3,35.6,4.1,-27.0,-4.1,-53.0,-3.7,2018-01
2018-01-17,3354,律勝,電子零組件業,觸發,進榜即觸發,34.19,100.0,3.0,0,-24.0,-3.8,-51.1,-3.3,35.6,4.1,-27.0,-4.1,-53.0,-3.7,2018-01
2018-01-17,2377,微星,電子工業,進榜,準備,61.5,72.0,1.0,0,-7.9,-3.8,-0.3,-3.3,62.2,1.1,-8.9,-4.1,-1.4,-3.7,2018-01
2018-01-17,2610,華航,航運業,進榜,準備,10.32,71.0,2.0,0,-10.7,-3.8,-17.8,-3.3,10.4,0.4,-11.0,-4.1,-18.1,-3.7,2018-01
2018-01-17,6175,立敦,電子零組件業,移出,離高點太遠,28.12,96.0,,23,,,,,,,,,,,2018-01
2018-01-17,8163,達方,電子工業,移出,掉出掃描母體,21.14,77.0,,1,,,,,,,,,,,2018-01
2018-01-18,8924,大田,其他,進榜,觸發,25.81,98.0,3.0,0,0.4,-3.1,0.3,-3.2,28.4,10.0,-8.7,-3.2,-8.8,-3.5,2018-01
2018-01-18,8924,大田,其他,觸發,進榜即觸發,25.81,98.0,3.0,0,0.4,-3.1,0.3,-3.2,28.4,10.0,-8.7,-3.2,-8.8,-3.5,2018-01
2018-01-18,1597,直得,電機機械,進榜,觸發,64.19,91.0,6.0,0,26.6,-3.1,57.8,-3.2,66.3,3.2,22.7,-3.2,52.9,-3.5,2018-01
2018-01-18,1597,直得,電機機械,觸發,進榜即觸發,64.19,91.0,6.0,0,26.6,-3.1,57.8,-3.2,66.3,3.2,22.7,-3.2,52.9,-3.5,2018-01
2018-01-18,8091,翔名,電子零組件業,進榜,準備,80.7,79.0,2.0,0,-16.9,-3.1,-17.7,-3.2,80.1,-0.8,-16.3,-3.2,-17.0,-3.5,2018-01
2018-01-18,2888,新光金,金融保險,進榜,準備,8.47,72.0,1.0,0,12.1,-3.1,12.1,-3.2,8.5,0.5,11.6,-3.2,11.6,-3.5,2018-01
2018-01-18,3583,辛耘,半導體業,進榜,準備,71.47,71.0,3.0,0,-14.7,-3.1,-34.6,-3.2,70.9,-0.8,-14.0,-3.2,-34.1,-3.5,2018-01
2018-01-18,2377,微星,電子工業,移出,掉出掃描母體,61.5,72.0,,1,,,,,,,,,,,2018-01
2018-01-18,2929,淘帝-KY,貿易百貨,移出,掉出掃描母體,73.11,71.0,,7,,,,,,,,,,,2018-01
2018-01-18,3354,律勝,電子零組件業,移出,突破失敗,30.84,100.0,,1,,,,,,,,,,,2018-01
2018-01-19,5483,中美晶,半導體業,進榜,觸發,61.13,86.0,5.0,0,2.3,-2.7,44.7,-4.1,62.8,2.7,-0.4,-2.7,40.9,-4.2,2018-01
2018-01-19,5483,中美晶,半導體業,觸發,進榜即觸發,61.13,86.0,5.0,0,2.3,-2.7,44.7,-4.1,62.8,2.7,-0.4,-2.7,40.9,-4.2,2018-01
2018-01-19,5521,工信,建材營造,進榜,準備,13.89,88.0,1.0,0,2.4,-2.7,-18.2,-4.1,14.0,0.6,1.8,-2.7,-18.7,-4.2,2018-01
2018-01-19,6123,上奇,電腦及週邊設備業,進榜,準備,24.34,83.0,3.0,0,5.2,-2.7,8.3,-4.1,24.9,2.4,2.7,-2.7,5.8,-4.2,2018-01
2018-01-19,2417,圓剛,電子工業,進榜,準備,15.82,80.0,3.0,0,-9.5,-2.7,-22.7,-4.1,15.7,-0.7,-8.9,-2.7,-22.2,-4.2,2018-01
2018-01-19,3583,辛耘,半導體業,移出,掉出掃描母體,71.47,71.0,,1,,,,,,,,,,,2018-01
2018-01-19,1312,國喬,塑膠工業,移出,突破失敗,24.42,78.0,,23,,,,,,,,,,,2018-01
2018-01-19,6120,達運,電子工業,移出,離高點太遠,33.08,98.0,,22,,,,,,,,,,,2018-01
2018-01-19,6213,聯茂,電子工業,移出,掉出掃描母體,47.33,78.0,,15,,,,,,,,,,,2018-01
2018-01-22,3016,嘉晶,半導體業,進榜,觸發,34.42,90.0,5.0,0,-20.2,-2.7,-6.2,-3.7,34.6,0.4,-20.5,-2.9,-6.6,-3.8,2018-01
2018-01-22,3016,嘉晶,半導體業,觸發,進榜即觸發,34.42,90.0,5.0,0,-20.2,-2.7,-6.2,-3.7,34.6,0.4,-20.5,-2.9,-6.6,-3.8,2018-01
2018-01-22,4991,環宇-KY,半導體業,進榜,觸發,85.76,81.0,4.0,0,-8.2,-2.7,-28.6,-3.7,85.8,0.0,-8.2,-2.9,-28.6,-3.8,2018-01
2018-01-22,4991,環宇-KY,半導體業,觸發,進榜即觸發,85.76,81.0,4.0,0,-8.2,-2.7,-28.6,-3.7,85.8,0.0,-8.2,-2.9,-28.6,-3.8,2018-01
2018-01-22,3413,京鼎,半導體業,進榜,觸發,179.27,77.0,5.0,0,-13.0,-2.7,-30.5,-3.7,182.2,1.6,-14.4,-2.9,-31.7,-3.8,2018-01
2018-01-22,3413,京鼎,半導體業,觸發,進榜即觸發,179.27,77.0,5.0,0,-13.0,-2.7,-30.5,-3.7,182.2,1.6,-14.4,-2.9,-31.7,-3.8,2018-01
2018-01-22,2327,國巨*,電子工業,進榜,準備,61.36,98.0,2.0,0,-20.4,-2.7,42.9,-3.7,61.6,0.4,-20.6,-2.9,42.4,-3.8,2018-01
2018-01-22,3444,利機,電子通路業,進榜,準備,23.69,93.0,2.0,0,-14.0,-2.7,-33.8,-3.7,24.4,3.1,-16.6,-2.9,-35.8,-3.8,2018-01
2018-01-22,8069,元太,光電業,進榜,準備,39.2,85.0,3.0,0,-11.5,-2.7,-39.5,-3.7,40.0,2.1,-13.3,-2.9,-40.7,-3.8,2018-01
2018-01-22,2929,淘帝-KY,貿易百貨,進榜,準備,74.42,72.0,1.0,0,-6.6,-2.7,-12.5,-3.7,74.4,0.0,-6.6,-2.9,-12.5,-3.8,2018-01
2018-01-22,3443,創意,半導體業,觸發,等待後觸發,296.29,89.0,3.0,6,-8.0,-2.7,-23.4,-3.7,309.0,4.3,-11.8,-2.9,-26.6,-3.8,2018-01
2018-01-22,2610,華航,航運業,移出,掉出掃描母體,10.28,70.0,,5,,,,,,,,,,,2018-01
2018-01-22,2367,燿華,電子工業,移出,離高點太遠,19.51,97.0,,83,,,,,,,,,,,2018-01
2018-01-22,1605,華新,電器電纜,移出,掉出掃描母體,12.01,72.0,,41,,,,,,,,,,,2018-01
2018-01-22,2359,所羅門,其他電子業,移出,掉出掃描母體,19.55,71.0,,20,,,,,,,,,,,2018-01
2018-01-22,5349,先豐,電子零組件業,移出,掉出掃描母體,34.35,74.0,,18,,,,,,,,,,,2018-01
2018-01-22,2009,第一銅,鋼鐵工業,移出,掉出掃描母體,11.73,72.0,,12,,,,,,,,,,,2018-01
2018-01-23,6261,久元,半導體業,進榜,準備,35.8,73.0,1.0,0,-11.1,-2.4,-5.6,-3.1,36.0,0.5,-11.5,-2.4,-6.1,-3.0,2018-01
2018-01-23,6147,頎邦,半導體業,移出,掉出掃描母體,39.74,70.0,,8,,,,,,,,,,,2018-01
2018-01-23,3264,欣銓,半導體業,移出,掉出掃描母體,26.33,83.0,,76,,,,,,,,,,,2018-01
2018-01-23,3645,達邁,電子零組件業,移出,離高點太遠,67.14,97.0,,57,,,,,,,,,,,2018-01
2018-01-23,2375,凱美,電子工業,移出,離高點太遠,56.38,91.0,,33,,,,,,,,,,,2018-01
2018-01-23,1313,聯成,塑膠工業,移出,掉出掃描母體,13.13,75.0,,27,,,,,,,,,,,2018-01
2018-01-24,3035,智原,半導體業,進榜,觸發,56.62,92.0,4.0,0,0.4,-2.7,-2.5,-3.1,57.2,1.0,-0.6,-2.9,-3.5,-3.5,2018-01
2018-01-24,3035,智原,半導體業,觸發,進榜即觸發,56.62,92.0,4.0,0,0.4,-2.7,-2.5,-3.1,57.2,1.0,-0.6,-2.9,-3.5,-3.5,2018-01
2018-01-24,6208,日揚,電子零組件業,進榜,準備,28.08,84.0,3.0,0,-12.9,-2.7,-19.9,-3.1,28.2,0.3,-13.2,-2.9,-20.1,-3.5,2018-01
