代號,名稱,產業,進榜次數,首次進榜,報酬60D,觸發次數
3005,神基,電子工業,9,2023-03-03,27.25,2
3260,威剛,半導體業,9,2023-03-23,6.75,2
2449,京元電子,半導體業,7,2023-05-26,47.55,2
2204,中華,汽車工業,7,2023-04-14,2.6,2
6274,台燿,電子零組件業,6,2023-05-05,62.25,3
3661,世芯-KY,半導體業,6,2023-03-16,36.4,3
6223,旺矽,半導體業,6,2023-01-30,22.45,1
6605,帝寶,汽車工業,6,2023-03-03,13.7,0
3264,欣銓,半導體業,6,2023-01-05,13.4,1
6691,洋基工程,其他電子業,6,2023-02-23,8.1,1
3034,聯詠,半導體業,6,2023-03-06,2.1,0
2353,宏碁,電子工業,6,2023-03-27,-3.1,2
2376,技嘉,電子工業,5,2023-03-22,118.5,2
1519,華城,電機機械,5,2023-02-21,62.4,6
3483,力致,電腦及週邊設備業,5,2023-06-07,57.8,2
6122,擎邦,電機機械,5,2023-03-23,49.3,3
3587,閎康,其他電子類,5,2023-01-09,18.0,2
8081,致新,半導體業,5,2023-08-07,18.0,1
3596,智易,通信網路業,5,2023-07-31,13.100000000000001,3
3217,優群,電子零組件業,5,2023-03-22,12.4,3
8033,雷虎,其他,5,2023-02-10,12.4,4
6531,愛普*,半導體業,5,2023-05-19,11.600000000000001,2
3032,偉訓,電子工業,5,2023-04-14,10.3,3
8299,群聯,半導體業,5,2023-04-12,3.0,0
6679,鈺太,半導體業,5,2023-06-08,2.2,1
3025,星通,電子工業,5,2023-04-07,1.3999999999999995,4
4119,旭富,化學生技醫療,5,2023-02-21,0.8,1
2480,敦陽科,資訊服務業,5,2023-05-24,-5.3,0
2377,微星,電子工業,5,2023-03-16,-6.8,1
4763,材料*-KY,化學工業,4,2023-01-03,82.9,4
2356,英業達,電子工業,4,2023-03-22,65.25,2
6191,精成科,電子工業,4,2023-05-11,51.2,2
2421,建準,電子工業,4,2023-04-17,33.9,2
5439,高技,電子零組件業,4,2023-04-11,32.1,2
4147,中裕,生技醫療業,4,2023-02-07,31.900000000000002,3
6643,M31,半導體業,4,2023-02-09,28.1,4
2383,台光電,電子工業,4,2023-07-05,23.150000000000002,1
9958,世紀鋼,鋼鐵工業,4,2023-06-29,22.0,1
6188,廣明,電腦及週邊設備業,4,2023-02-22,20.65,2
2211,長榮鋼,鋼鐵工業,4,2023-08-21,16.5,1
6282,康舒,電子零組件業,4,2023-03-06,10.35,2
3324,雙鴻,其他電子類,4,2023-05-09,8.8,3
2495,普安,其他電子業,4,2023-03-08,8.25,1
3526,凡甲,電子零組件業,4,2023-09-06,7.25,1
3362,先進光,光電業,4,2023-03-03,6.5,3
3704,合勤控,通信網路業,4,2023-01-04,5.75,3
8016,矽創,半導體業,4,2023-03-22,4.7,1
5469,瀚宇博,電子零組件業,4,2023-06-28,4.6,2
8088,品安,半導體業,4,2023-04-11,3.8,2
3325,旭品,電腦及週邊設備業,4,2023-06-26,3.45,1
3088,艾訊,電腦及週邊設備業,4,2023-03-17,2.2500000000000004,1
2401,凌陽,半導體業,4,2023-09-05,1.9,1
3680,家登,半導體業,4,2023-03-06,0.6500000000000004,0
9942,茂順,其他,4,2023-02-08,-0.050000000000000266,1
5388,中磊,電子工業,4,2023-07-06,-0.4,1
2729,瓦城,觀光事業,4,2023-03-03,-2.15,0
8996,高力,電機機械,4,2023-04-14,-2.6500000000000004,4
2645,長榮航太,航運業,4,2023-03-03,-4.45,1
6214,精誠,資訊服務業,4,2023-05-24,-4.45,2
2486,一詮,光電業,4,2023-06-02,-5.6,2
3162,精確,電機機械,4,2023-02-07,-7.35,1
2748,雲品,觀光事業,4,2023-01-05,-12.75,3
6805,富世達,電子工業,4,2023-05-03,-13.7,1
5274,信驊,半導體業,4,2023-04-11,-21.799999999999997,1
6257,矽格,半導體業,4,2023-10-19,,0
6117,迎廣,電子工業,3,2023-10-02,79.8,3
3693,營邦,電腦及週邊設備業,3,2023-01-16,72.8,3
2385,群光,電子工業,3,2023-09-15,50.1,2
3231,緯創,電子工業,3,2023-01-10,49.0,2
6538,倉和,電子零組件業,3,2023-05-08,39.4,1
3363,上詮,通信網路業,3,2023-05-18,38.4,2
3702,大聯大,電子工業,3,2023-09-21,37.95,1
3014,聯陽,半導體業,3,2023-04-12,37.0,2
5289,宜鼎,電腦及週邊設備業,3,2023-03-07,35.3,2
2355,敬鵬,電子工業,3,2023-08-30,30.05,1
2455,全新,通信網路業,3,2023-06-01,28.85,1
3265,台星科,半導體業,3,2023-05-26,27.200000000000003,3
8478,東哥遊艇,其他,3,2023-01-17,25.0,3
6472,保瑞,生技醫療業,3,2023-02-07,24.8,3
1529,樂事綠能,電機機械,3,2023-03-20,23.4,3
2634,漢翔,航運業,3,2023-03-09,21.1,1
2352,佳世達,電腦及週邊設備業,3,2023-05-17,21.0,1
2603,長榮,航運業,3,2023-09-20,20.4,1
2329,華泰,半導體業,3,2023-07-05,19.9,2
3338,泰碩,電子工業,3,2023-06-05,19.5,1
5536,聖暉*,其他電子類,3,2023-03-01,17.35,0
3443,創意,半導體業,3,2023-02-02,16.599999999999998,3
6451,訊芯-KY,半導體業,3,2023-07-17,16.1,1
6187,萬潤,其他電子類,3,2023-07-06,15.4,1
1762,中化生,化學生技醫療,3,2023-03-02,14.5,1
2405,輔信,電子工業,3,2023-10-02,14.4,0
3044,健鼎,電子工業,3,2023-07-24,13.9,1
3035,智原,半導體業,3,2023-07-11,13.0,1
4746,台耀,化學生技醫療,3,2023-03-01,12.2,2
3558,神準,通信網路業,3,2023-02-01,11.5,1
4916,事欣科,電腦及週邊設備業,3,2023-02-22,10.7,1
2732,六角,觀光事業,3,2023-01-12,9.8,2
6669,緯穎,電子工業,3,2023-03-22,8.8,2
6197,佳必琪,電子零組件業,3,2023-06-28,6.9,1
