日期,代號,名稱,產業,事件,原因,收盤,RS,底部序,在榜天數,樞紐,報酬20D,基準20D,報酬60D,基準60D,報酬120D,基準120D,報酬180D,基準180D,次日開盤,跳空%,報酬20D開,基準20D開,報酬60D開,基準60D開,報酬120D開,基準120D開,報酬180D開,基準180D開,月
2023-01-05,3264,欣銓,半導體業,進榜,準備,41.98,82.0,2.0,0,,11.8,3.9,14.4,11.1,29.1,13.8,31.8,11.8,42.1,0.2,11.6,3.9,14.2,11.3,28.8,14.0,31.6,11.7,2023-01
2023-01-06,2707,晶華,觀光事業,移出,離高點太遠,188.84,87.0,,50,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-06,3693,營邦,電腦及週邊設備業,移出,離高點太遠,89.36,97.0,,38,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-06,5704,老爺知,觀光事業,移出,掉出掃描母體,43.54,92.0,,37,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-09,6533,晶心科,電子工業,進榜,準備,544.36,99.0,1.0,0,,2.9,3.7,-13.5,9.1,-17.3,12.5,-25.9,10.0,543.4,-0.2,3.1,3.7,-13.3,9.1,-17.2,12.2,-25.7,10.0,2023-01
2023-01-09,3587,閎康,其他電子類,進榜,準備,145.88,90.0,3.0,0,,10.2,3.7,18.0,9.1,53.1,12.5,57.5,10.0,146.3,0.3,9.9,3.7,17.6,9.1,52.6,12.2,57.0,10.0,2023-01
2023-01-09,3293,鈊象,文化創意業,觸發,等待後觸發,202.13,92.0,3.0,10,186.41,6.9,3.7,10.7,9.1,42.5,12.5,38.1,10.0,205.9,1.9,4.9,3.7,8.7,9.1,39.9,12.2,35.5,10.0,2023-01
2023-01-10,3231,緯創,電子工業,進榜,準備,26.78,71.0,2.0,0,,5.0,4.0,47.6,7.7,335.3,12.1,222.1,10.2,26.8,0.0,5.0,3.9,47.6,7.5,335.3,12.2,222.1,10.0,2023-01
2023-01-10,6620,漢達,生技醫療業,觸發,等待後觸發,125.42,100.0,3.0,18,115.62,40.6,4.0,28.5,7.7,28.9,12.1,13.3,10.2,122.7,-2.2,43.7,3.9,31.3,7.5,31.7,12.2,15.8,10.0,2023-01
2023-01-10,8050,廣積,電腦及週邊設備業,移出,掉出掃描母體,65.02,73.0,,33,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-10,1752,南光,化學生技醫療,移出,離高點太遠,49.26,97.0,,22,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-11,3231,緯創,電子工業,移出,掉出掃描母體,26.78,71.0,,1,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-11,1760,寶齡富錦,化學生技醫療,移出,掉出掃描母體,152.17,83.0,,55,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-11,3022,威強電,電子工業,移出,掉出掃描母體,58.92,92.0,,41,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-11,1720,生達,化學生技醫療,移出,離高點太遠,42.9,76.0,,16,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-12,2732,六角,觀光事業,進榜,準備,120.65,92.0,3.0,0,,7.6,5.9,18.4,7.2,1.4,12.9,-24.2,9.8,120.2,-0.3,8.0,5.6,18.8,6.7,1.7,12.6,-24.0,9.3,2023-01
2023-01-13,3231,緯創,電子工業,進榜,準備,26.82,72.0,2.0,0,,5.1,6.0,49.0,7.9,436.5,12.4,210.3,9.7,26.8,0.0,5.1,5.9,49.0,7.5,436.5,12.2,210.3,9.3,2023-01
2023-01-13,6121,新普,電腦及週邊設備業,移出,掉出掃描母體,236.41,75.0,,17,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-13,1519,華城,電機機械,移出,離高點太遠,35.96,86.0,,18,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-13,2748,雲品,觀光事業,移出,晚期未觸發,54.56,79.0,,8,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-16,3693,營邦,電腦及週邊設備業,進榜,觸發,119.57,100.0,4.0,0,,-3.8,6.9,30.5,8.2,161.7,12.9,240.9,9.5,125.9,5.3,-8.6,6.8,23.9,8.0,148.6,12.7,223.9,9.5,2023-01
2023-01-16,3693,營邦,電腦及週邊設備業,觸發,進榜即觸發,119.57,100.0,4.0,0,119.57,-3.8,6.9,30.5,8.2,161.7,12.9,240.9,9.5,125.9,5.3,-8.6,6.8,23.9,8.0,148.6,12.7,223.9,9.5,2023-01
2023-01-16,5263,智崴,文化創意業,進榜,觸發,139.9,85.0,2.0,0,,-9.0,6.9,-19.3,8.2,-10.7,12.9,-24.0,9.5,140.4,0.3,-9.3,6.8,-19.6,8.0,-11.0,12.7,-24.3,9.5,2023-01
2023-01-16,5263,智崴,文化創意業,觸發,進榜即觸發,139.9,85.0,2.0,0,139.9,-9.0,6.9,-19.3,8.2,-10.7,12.9,-24.0,9.5,140.4,0.3,-9.3,6.8,-19.6,8.0,-11.0,12.7,-24.3,9.5,2023-01
2023-01-16,2732,六角,觀光事業,移出,晚期未觸發,116.47,89.0,,4,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-16,2723,美食-KY,觀光事業,移出,逾期,131.45,91.0,,56,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-16,3704,合勤控,通信網路業,移出,突破失敗,32.24,76.0,,12,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-17,8478,東哥遊艇,其他,進榜,觸發,333.83,97.0,6.0,0,,2.4,6.3,25.0,8.7,74.7,12.6,0.2,9.3,366.9,9.9,-6.9,5.3,13.7,7.9,58.9,11.5,-8.8,8.4,2023-01
2023-01-17,8478,東哥遊艇,其他,觸發,進榜即觸發,333.83,97.0,6.0,0,333.83,2.4,6.3,25.0,8.7,74.7,12.6,0.2,9.3,366.9,9.9,-6.9,5.3,13.7,7.9,58.9,11.5,-8.8,8.4,2023-01
2023-01-17,6782,視陽,生技醫療業,進榜,準備,298.19,80.0,3.0,0,,12.6,6.3,-12.0,8.7,-43.7,12.6,-42.7,9.3,304.5,2.1,10.3,5.3,-13.8,7.9,-44.8,11.5,-43.9,8.4,2023-01
2023-01-17,4155,訊映,生技醫療業,進榜,準備,23.37,79.0,2.0,0,,17.6,6.3,20.8,8.7,16.7,12.6,0.1,9.3,23.6,0.9,16.6,5.3,19.8,7.9,15.7,11.5,-0.8,8.4,2023-01
2023-01-17,2834,臺企銀,金融保險,進榜,準備,9.91,70.0,1.0,0,,7.1,6.3,3.7,8.7,6.3,12.6,-1.8,9.3,9.9,0.4,6.7,5.3,3.3,7.9,5.9,11.5,-2.2,8.4,2023-01
2023-01-30,2230,泰茂,電機機械,進榜,觸發,32.22,99.0,4.0,0,,65.8,5.0,87.0,8.1,127.1,12.1,198.8,8.2,32.5,1.0,64.2,5.0,85.2,8.0,124.9,12.2,195.8,8.2,2023-01
2023-01-30,2230,泰茂,電機機械,觸發,進榜即觸發,32.22,99.0,4.0,0,32.22,65.8,5.0,87.0,8.1,127.1,12.1,198.8,8.2,32.5,1.0,64.2,5.0,85.2,8.0,124.9,12.2,195.8,8.2,2023-01
2023-01-30,6223,旺矽,半導體業,進榜,準備,112.13,91.0,1.0,0,,3.7,5.0,9.1,8.1,74.6,12.1,71.2,8.2,113.5,1.2,2.5,5.0,7.8,8.0,72.5,12.2,69.1,8.2,2023-01
2023-01-30,3264,欣銓,半導體業,觸發,等待後觸發,44.5,85.0,2.0,25,43.16,4.0,5.0,1.7,8.1,22.6,12.1,29.4,8.2,44.5,0.0,4.0,5.0,1.7,8.0,22.6,12.2,29.4,8.2,2023-01
2023-01-30,3231,緯創,電子工業,觸發,等待後觸發,27.71,74.0,2.0,17,27.18,4.3,5.0,60.6,8.1,406.1,12.1,213.2,8.2,27.7,0.0,4.3,5.0,60.6,8.0,406.1,12.2,213.2,8.2,2023-01
2023-01-30,2727,王品,觀光事業,移出,逾期,128.46,92.0,,60,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-30,2834,臺企銀,金融保險,移出,掉出掃描母體,9.91,70.0,,13,,,,,,,,,,,,,,,,,,,,2023-01
2023-01-31,2201,裕隆,汽車工業,進榜,觸發,74.03,98.0,4.0,0,,-4.9,4.4,-6.4,6.7,0.1,11.6,-2.9,6.8,73.8,-0.4,-4.6,4.2,-6.1,6.6,0.4,11.6,-2.5,6.6,2023-01
2023-01-31,2201,裕隆,汽車工業,觸發,進榜即觸發,74.03,98.0,4.0,0,74.03,-4.9,4.4,-6.4,6.7,0.1,11.6,-2.9,6.8,73.8,-0.4,-4.6,4.2,-6.1,6.6,0.4,11.6,-2.5,6.6,2023-01
2023-01-31,5258,虹堡,電子工業,進榜,觸發,67.8,82.0,6.0,0,,22.1,4.4,3.8,6.7,69.2,11.6,76.1,6.8,68.8,1.5,20.3,4.2,2.3,6.6,66.7,11.6,73.5,6.6,2023-01
2023-01-31,5258,虹堡,電子工業,觸發,進榜即觸發,67.8,82.0,6.0,0,67.8,22.1,4.4,3.8,6.7,69.2,11.6,76.1,6.8,68.8,1.5,20.3,4.2,2.3,6.6,66.7,11.6,73.5,6.6,2023-01
2023-01-31,3454,晶睿,光電業,進榜,準備,197.25,99.0,3.0,0,,19.0,4.4,-7.0,6.7,-10.6,11.6,-38.1,6.8,198.2,0.5,18.4,4.2,-7.5,6.6,-11.0,11.6,-38.3,6.6,2023-01
2023-01-31,4977,眾達-KY,電子工業,進榜,準備,98.78,88.0,2.0,0,,-1.8,4.4,-8.8,6.7,-21.8,11.6,-28.3,6.8,98.8,0.0,-1.8,4.2,-8.8,6.6,-21.8,11.6,-28.3,6.6,2023-01
2023-01-31,8091,翔名,電子零組件業,進榜,準備,70.49,75.0,3.0,0,,2.6,4.4,14.0,6.7,8.7,11.6,6.8,6.8,71.0,0.7,1.9,4.2,13.3,6.6,8.0,11.6,6.1,6.6,2023-01
2023-01-31,2929,淘帝-KY,貿易百貨,觸發,等待後觸發,20.8,98.0,1.0,35,18.65,-20.0,4.4,-36.1,6.7,-47.4,11.6,-46.2,6.8,21.4,2.9,-22.2,4.2,-37.9,6.6,-48.8,11.6,-47.7,6.6,2023-01
2023-02-01,6180,橘子,文化創意業,進榜,準備,64.95,90.0,2.0,0,,2.1,4.2,-9.3,6.5,-6.6,10.7,-11.9,6.4,65.0,0.1,2.0,3.8,-9.4,6.3,-6.8,10.2,-12.0,6.1,2023-02
2023-02-01,3022,威強電,電子工業,進榜,準備,62.46,89.0,3.0,0,,11.5,4.2,7.7,6.5,15.4,10.7,-2.0,6.4,62.5,0.1,11.3,3.8,7.5,6.3,15.2,10.2,-2.2,6.1,2023-02
2023-02-01,4163,鐿鈦,生技醫療業,進榜,準備,104.23,81.0,3.0,0,,17.8,4.2,13.1,6.5,10.0,10.7,2.5,6.4,105.1,0.8,16.8,3.8,12.2,6.3,9.0,10.2,1.7,6.1,2023-02
2023-02-01,3704,合勤控,通信網路業,進榜,準備,35.19,78.0,2.0,0,,5.0,4.2,6.8,6.5,41.4,10.7,45.6,6.4,35.6,1.2,3.8,3.8,5.6,6.3,39.7,10.2,43.9,6.1,2023-02
2023-02-01,3558,神準,通信網路業,進榜,準備,193.5,70.0,3.0,0,,41.7,4.2,20.3,6.5,38.2,10.7,4.8,6.4,194.8,0.6,40.8,3.8,19.5,6.3,37.3,10.2,4.1,6.1,2023-02
2023-02-01,9904,寶成,其他,移出,掉出掃描母體,28.76,74.0,,40,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-01,8478,東哥遊艇,其他,移出,離高點太遠,297.62,96.0,,15,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-01,2929,淘帝-KY,貿易百貨,移出,離高點太遠,18.75,97.0,,36,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-01,3231,緯創,電子工業,移出,掉出掃描母體,27.98,72.0,,19,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-02,3443,創意,半導體業,進榜,觸發,831.7,98.0,4.0,0,,24.4,4.1,31.9,5.5,72.3,9.6,75.2,5.5,835.6,0.5,23.8,4.1,31.3,5.5,71.5,9.5,74.4,5.6,2023-02
2023-02-02,3443,創意,半導體業,觸發,進榜即觸發,831.7,98.0,4.0,0,831.7,24.4,4.1,31.9,5.5,72.3,9.6,75.2,5.5,835.6,0.5,23.8,4.1,31.3,5.5,71.5,9.5,74.4,5.6,2023-02
2023-02-02,2482,連宇,其他電子業,進榜,觸發,34.72,93.0,4.0,0,,37.0,4.1,73.0,5.5,58.7,9.6,8.1,5.5,34.5,-0.7,37.9,4.1,74.2,5.5,59.8,9.5,8.9,5.6,2023-02
2023-02-02,2482,連宇,其他電子業,觸發,進榜即觸發,34.72,93.0,4.0,0,34.72,37.0,4.1,73.0,5.5,58.7,9.6,8.1,5.5,34.5,-0.7,37.9,4.1,74.2,5.5,59.8,9.5,8.9,5.6,2023-02
2023-02-02,3558,神準,通信網路業,移出,掉出掃描母體,193.5,70.0,,1,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-02,5263,智崴,文化創意業,移出,掉出掃描母體,136.04,71.0,,17,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-03,1783,和康生,化學生技醫療,進榜,準備,49.86,93.0,1.0,0,,1.7,4.7,22.0,5.6,7.6,8.5,-14.0,4.6,50.1,0.5,1.2,4.9,21.3,5.9,7.1,8.7,-14.4,4.9,2023-02
2023-02-03,5284,jpp-KY,其他,移出,逾期,71.69,97.0,,56,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-06,1795,美時,化學生技醫療,進榜,觸發,251.83,98.0,4.0,0,,-0.7,5.2,2.0,4.8,7.1,9.1,-7.1,5.0,255.5,1.5,-2.2,5.2,0.5,4.8,5.6,8.9,-8.5,4.9,2023-02
2023-02-06,1795,美時,化學生技醫療,觸發,進榜即觸發,251.83,98.0,4.0,0,251.83,-0.7,5.2,2.0,4.8,7.1,9.1,-7.1,5.0,255.5,1.5,-2.2,5.2,0.5,4.8,5.6,8.9,-8.5,4.9,2023-02
2023-02-06,2231,為升,汽車工業,進榜,準備,142.49,70.0,2.0,0,,10.6,5.2,4.0,4.8,-5.9,9.1,-13.3,5.0,140.3,-1.6,12.3,5.2,5.7,4.8,-4.4,8.9,-11.9,4.9,2023-02
2023-02-07,6472,保瑞,生技醫療業,進榜,觸發,280.26,98.0,6.0,0,,5.8,4.6,67.1,4.7,94.4,8.5,80.7,5.3,285.3,1.8,3.9,4.4,64.1,4.5,90.9,8.4,77.5,5.2,2023-02
2023-02-07,6472,保瑞,生技醫療業,觸發,進榜即觸發,280.26,98.0,6.0,0,280.26,5.8,4.6,67.1,4.7,94.4,8.5,80.7,5.3,285.3,1.8,3.9,4.4,64.1,4.5,90.9,8.4,77.5,5.2,2023-02
2023-02-07,3162,精確,電機機械,進榜,觸發,52.6,72.0,2.0,0,,0.4,4.6,-8.0,4.7,-13.5,8.5,-20.6,5.3,51.6,-2.0,2.4,4.4,-6.1,4.5,-11.8,8.4,-19.0,5.2,2023-02
2023-02-07,3162,精確,電機機械,觸發,進榜即觸發,52.6,72.0,2.0,0,52.6,0.4,4.6,-8.0,4.7,-13.5,8.5,-20.6,5.3,51.6,-2.0,2.4,4.4,-6.1,4.5,-11.8,8.4,-19.0,5.2,2023-02
2023-02-07,4747,強生*,生技醫療業,進榜,準備,46.98,97.0,2.0,0,,0.3,4.6,6.7,4.7,94.1,8.5,78.7,5.3,47.1,0.3,0.0,4.4,6.4,4.5,93.5,8.4,78.0,5.2,2023-02
2023-02-07,2707,晶華,觀光事業,進榜,準備,215.17,92.0,3.0,0,,9.2,4.6,6.0,4.7,-5.1,8.5,-18.7,5.3,215.2,0.0,9.2,4.4,6.0,4.5,-5.1,8.4,-18.7,5.2,2023-02
2023-02-07,2723,美食-KY,觀光事業,進榜,準備,141.49,91.0,2.0,0,,-2.3,4.6,-2.3,4.7,-22.0,8.5,-33.8,5.3,141.9,0.3,-2.6,4.4,-2.6,4.5,-22.2,8.4,-34.0,5.2,2023-02
2023-02-07,6523,達爾膚,生技醫療業,進榜,準備,84.69,81.0,1.0,0,,1.8,4.6,21.4,4.7,25.2,8.5,26.5,5.3,84.7,0.0,1.8,4.4,21.4,4.5,25.2,8.4,26.5,5.2,2023-02
2023-02-07,4137,麗豐-KY,化學生技醫療,進榜,準備,166.18,79.0,2.0,0,,-0.7,4.6,6.1,4.7,-10.5,8.5,-7.7,5.3,164.7,-0.9,0.2,4.4,7.0,4.5,-9.7,8.4,-6.8,5.2,2023-02
2023-02-07,3558,神準,通信網路業,進榜,準備,213.56,76.0,3.0,0,,33.9,4.6,8.8,4.7,25.8,8.5,-5.5,5.3,211.5,-1.0,35.2,4.4,9.9,4.5,27.1,8.4,-4.5,5.2,2023-02
2023-02-07,4147,中裕,生技醫療業,進榜,準備,69.85,71.0,2.0,0,,5.9,4.6,77.2,4.7,32.8,8.5,22.2,5.3,70.5,1.0,4.9,4.4,75.5,4.5,31.5,8.4,21.0,5.2,2023-02
2023-02-07,3022,威強電,電子工業,觸發,等待後觸發,67.68,91.0,3.0,6,63.64,3.7,4.6,3.1,4.7,9.4,8.5,-9.5,5.3,67.7,0.0,3.7,4.4,3.1,4.5,9.4,8.4,-9.5,5.2,2023-02
2023-02-07,2231,為升,汽車工業,移出,掉出掃描母體,142.49,70.0,,1,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-07,5009,榮剛,鋼鐵工業,移出,逾期,32.69,79.0,,56,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-08,8227,巨有科技,半導體業,進榜,觸發,108.27,98.0,3.0,0,,95.2,2.7,49.6,3.1,43.3,7.8,78.7,5.3,113.0,4.4,87.0,2.9,43.3,3.2,37.3,7.8,71.2,5.6,2023-02
2023-02-08,8227,巨有科技,半導體業,觸發,進榜即觸發,108.27,98.0,3.0,0,108.27,95.2,2.7,49.6,3.1,43.3,7.8,78.7,5.3,113.0,4.4,87.0,2.9,43.3,3.2,37.3,7.8,71.2,5.6,2023-02
2023-02-08,6515,穎崴,電子工業,進榜,觸發,493.15,90.0,5.0,0,,15.2,2.7,22.2,3.1,26.3,7.8,28.8,5.3,502.5,1.9,13.1,2.9,20.0,3.2,23.9,7.8,26.4,5.6,2023-02
2023-02-08,6515,穎崴,電子工業,觸發,進榜即觸發,493.15,90.0,5.0,0,493.15,15.2,2.7,22.2,3.1,26.3,7.8,28.8,5.3,502.5,1.9,13.1,2.9,20.0,3.2,23.9,7.8,26.4,5.6,2023-02
2023-02-08,9942,茂順,其他,進榜,觸發,92.53,73.0,4.0,0,,2.6,2.7,27.4,3.1,26.5,7.8,15.7,5.3,93.3,0.9,1.7,2.9,26.3,3.2,25.4,7.8,14.7,5.6,2023-02
2023-02-08,9942,茂順,其他,觸發,進榜即觸發,92.53,73.0,4.0,0,92.53,2.6,2.7,27.4,3.1,26.5,7.8,15.7,5.3,93.3,0.9,1.7,2.9,26.3,3.2,25.4,7.8,14.7,5.6,2023-02
2023-02-08,4743,合一,生技醫療業,進榜,準備,240.99,87.0,2.0,0,,-10.2,2.7,-17.7,3.1,-27.3,7.8,-23.7,5.3,244.8,1.6,-11.6,2.9,-19.0,3.2,-28.4,7.8,-24.9,5.6,2023-02
2023-02-08,2404,漢唐,其他電子業,進榜,準備,175.66,86.0,1.0,0,,6.5,2.7,4.9,3.1,16.1,7.8,23.6,5.3,175.3,-0.2,6.8,2.9,5.1,3.2,16.4,7.8,23.9,5.6,2023-02
2023-02-08,6782,視陽,生技醫療業,移出,掉出掃描母體,303.56,74.0,,22,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-08,8091,翔名,電子零組件業,移出,掉出掃描母體,72.79,78.0,,8,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-09,6643,M31,半導體業,進榜,觸發,462.36,99.0,4.0,0,,-2.2,2.2,0.0,3.3,61.9,7.5,67.9,5.9,462.4,0.0,-2.2,2.3,0.0,3.4,61.9,7.5,67.9,6.0,2023-02
2023-02-09,6643,M31,半導體業,觸發,進榜即觸發,462.36,99.0,4.0,0,462.36,-2.2,2.2,0.0,3.3,61.9,7.5,67.9,5.9,462.4,0.0,-2.2,2.3,0.0,3.4,61.9,7.5,67.9,6.0,2023-02
2023-02-09,1342,八貫,其他,進榜,觸發,107.47,97.0,5.0,0,,6.0,2.2,-5.5,3.3,-18.6,7.5,-16.1,5.9,109.4,1.8,4.2,2.3,-7.1,3.4,-20.0,7.5,-17.5,6.0,2023-02
2023-02-09,1342,八貫,其他,觸發,進榜即觸發,107.47,97.0,5.0,0,107.47,6.0,2.2,-5.5,3.3,-18.6,7.5,-16.1,5.9,109.4,1.8,4.2,2.3,-7.1,3.4,-20.0,7.5,-17.5,6.0,2023-02
2023-02-09,2748,雲品,觀光事業,進榜,觸發,69.39,96.0,4.0,0,,6.3,2.2,1.8,3.3,6.4,7.5,-3.7,5.9,68.0,-2.0,8.5,2.3,3.9,3.4,8.6,7.5,-1.8,6.0,2023-02
2023-02-09,2748,雲品,觀光事業,觸發,進榜即觸發,69.39,96.0,4.0,0,69.39,6.3,2.2,1.8,3.3,6.4,7.5,-3.7,5.9,68.0,-2.0,8.5,2.3,3.9,3.4,8.6,7.5,-1.8,6.0,2023-02
2023-02-09,3454,晶睿,光電業,觸發,等待後觸發,227.74,100.0,3.0,9,200.94,12.6,2.2,-21.9,3.3,-23.6,7.5,-39.3,5.9,229.6,0.8,11.7,2.3,-22.5,3.4,-24.2,7.5,-39.7,6.0,2023-02
2023-02-10,8033,雷虎,其他,進榜,觸發,45.09,100.0,4.0,0,,23.5,2.3,34.5,3.6,24.4,6.9,20.3,6.7,46.1,2.3,20.8,2.5,31.5,3.8,21.6,7.0,17.6,6.7,2023-02
2023-02-10,8033,雷虎,其他,觸發,進榜即觸發,45.09,100.0,4.0,0,45.09,23.5,2.3,34.5,3.6,24.4,6.9,20.3,6.7,46.1,2.3,20.8,2.5,31.5,3.8,21.6,7.0,17.6,6.7,2023-02
2023-02-10,6782,視陽,生技醫療業,進榜,準備,316.1,81.0,3.0,0,,-24.9,2.3,-38.1,3.6,-52.4,6.9,-42.5,6.7,314.3,-0.6,-24.5,2.5,-37.7,3.8,-52.1,7.0,-42.2,6.7,2023-02
2023-02-10,3617,碩天,其他電子業,進榜,準備,90.17,77.0,3.0,0,,-0.9,2.3,23.5,3.6,102.7,6.9,94.9,6.7,92.2,2.3,-3.1,2.5,20.8,3.8,98.2,7.0,90.5,6.7,2023-02
2023-02-10,2753,八方雲集,觀光事業,觸發,等待後觸發,191.15,94.0,2.0,44,179.45,-15.4,2.3,-29.6,3.6,-30.0,6.9,-24.8,6.7,195.9,2.5,-17.5,2.5,-31.3,3.8,-31.7,7.0,-26.7,6.7,2023-02
2023-02-10,3693,營邦,電腦及週邊設備業,移出,離高點太遠,111.03,98.0,,25,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-10,3162,精確,電機機械,移出,掉出掃描母體,53.56,78.0,,3,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-13,2754,亞洲藏壽司,觀光事業,進榜,觸發,149.28,97.0,3.0,0,,-3.5,2.6,7.3,4.4,1.6,6.7,-18.1,6.3,151.2,1.3,-4.7,2.4,6.0,4.2,0.3,6.4,-19.1,6.1,2023-02
2023-02-13,2754,亞洲藏壽司,觀光事業,觸發,進榜即觸發,149.28,97.0,3.0,0,149.28,-3.5,2.6,7.3,4.4,1.6,6.7,-18.1,6.3,151.2,1.3,-4.7,2.4,6.0,4.2,0.3,6.4,-19.1,6.1,2023-02
2023-02-13,4536,拓凱,其他,進榜,觸發,157.41,72.0,4.0,0,,5.6,2.6,0.5,4.4,-8.1,6.7,-8.9,6.3,159.8,1.5,4.0,2.4,-1.0,4.2,-9.5,6.4,-10.3,6.1,2023-02
2023-02-13,4536,拓凱,其他,觸發,進榜即觸發,157.41,72.0,4.0,0,157.41,5.6,2.6,0.5,4.4,-8.1,6.7,-8.9,6.3,159.8,1.5,4.0,2.4,-1.0,4.2,-9.5,6.4,-10.3,6.1,2023-02
2023-02-13,2727,王品,觀光事業,進榜,準備,152.01,96.0,1.0,0,,29.1,2.6,52.3,4.4,45.0,6.7,40.4,6.3,153.1,0.7,28.1,2.4,51.2,4.2,44.0,6.4,39.3,6.1,2023-02
2023-02-13,4129,聯合,生技醫療業,進榜,準備,42.1,94.0,3.0,0,,5.9,2.6,20.9,4.4,41.3,6.7,49.9,6.3,43.3,2.8,3.0,2.4,17.5,4.2,37.4,6.4,45.7,6.1,2023-02
2023-02-13,4164,承業醫,化學生技醫療,進榜,準備,48.53,90.0,2.0,0,,25.9,2.6,20.3,4.4,1.9,6.7,18.9,6.3,49.6,2.2,23.2,2.4,17.8,4.2,-0.3,6.4,16.4,6.1,2023-02
2023-02-13,5258,虹堡,電子工業,移出,掉出掃描母體,66.25,72.0,,13,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-13,3558,神準,通信網路業,移出,掉出掃描母體,212.73,73.0,,6,,,,,,,,,,,,,,,,,,,,2023-02
2023-02-14,5410,國眾,資訊服務業,進榜,準備,27.32,80.0,3.0,0,,-2.0,0.9,0.0,4.6,-1.7,4.4,2.5,5.7,27.0,-1.3,-0.7,0.9,1.3,4.6,-0.4,4.4,3.8,5.7,2023-02
2023-02-14,8105,凌巨,光電業,進榜,準備,14.6,77.0,2.0,0,,-5.0,0.9,-7.4,4.6,-7.7,4.4,-14.5,5.7,14.6,0.0,-5.0,0.9,-7.4,4.6,-7.7,4.4,-14.5,5.7,2023-02
