代號,名稱,產業,進榜次數,首次進榜,報酬60D,觸發次數
6525,捷敏-KY,半導體業,2,2021-02-24,-11.0,1
2303,聯電,半導體業,2,2021-04-26,-11.05,2
5321,美而快,電子零組件業,2,2021-09-29,-11.2,2
3532,台勝科,半導體業,2,2021-04-23,-11.8,2
2383,台光電,電子工業,2,2021-07-16,-13.6,2
1477,聚陽,紡織纖維,2,2021-04-22,-14.05,0
4915,致伸,電子零組件業,2,2021-02-01,-14.5,1
6015,宏遠證,金融業,2,2021-05-10,-15.700000000000001,1
1708,東鹼,化學工業,2,2021-06-25,-16.2,1
6187,萬潤,其他電子類,2,2021-04-06,-16.95,2
8415,大國鋼,鋼鐵工業,2,2021-07-21,-17.299999999999997,0
3530,晶相光,半導體業,2,2021-06-17,-20.1,1
6224,聚鼎,電子零組件業,2,2021-02-19,-21.25,2
3526,凡甲,電子零組件業,2,2021-07-26,-23.15,2
2376,技嘉,電子工業,2,2021-06-18,-24.4,1
3483,力致,電腦及週邊設備業,2,2021-02-26,-24.6,1
2608,嘉里大榮,航運業,2,2021-05-31,-28.15,2
3122,笙泉,半導體業,2,2021-07-20,-30.4,2
5223,安力-KY,電腦及週邊設備業,2,2021-02-23,-38.599999999999994,2
3661,世芯-KY,半導體業,2,2021-01-07,-43.95,2
3552,同致,其他電子類,2,2021-01-26,-49.900000000000006,1
1721,三晃,化學工業,2,2021-11-05,,2
2347,聯強,電子工業,2,2021-12-17,,0
3016,嘉晶,半導體業,2,2021-11-01,,2
3583,辛耘,半導體業,2,2021-11-02,,1
4927,泰鼎-KY,電子工業,2,2021-11-30,,1
5227,立凱-KY,電子零組件業,2,2021-10-29,,1
5258,虹堡,電子工業,2,2021-10-21,,2
6190,萬泰科,通信網路業,2,2021-11-22,,2
8103,瀚荃,電子工業,2,2021-11-04,,0
8289,泰藝,電子零組件業,2,2021-12-01,,2
2409,友達,光電業,1,2021-02-01,52.7,1
6533,晶心科,電子工業,1,2021-01-05,50.6,1
2399,映泰,電子工業,1,2021-03-17,46.7,1
6672,騰輝電子-KY,電子工業,1,2021-05-31,44.2,1
6550,北極星藥業-KY,生技醫療業,1,2021-03-29,38.4,1
2607,榮運,航運業,1,2021-06-15,35.3,1
6568,宏觀,半導體業,1,2021-08-30,35.2,1
3481,群創,光電業,1,2021-02-19,34.6,1
3484,崧騰,電子零組件業,1,2021-01-04,33.8,1
2614,東森,貿易百貨,1,2021-06-15,29.3,1
2611,志信,航運業,1,2021-06-17,28.6,1
5609,中菲行,航運業,1,2021-06-02,25.7,1
2481,強茂,半導體業,1,2021-06-23,25.6,1
8358,金居,電子零組件業,1,2021-02-02,19.0,0
2069,運錩,鋼鐵工業,1,2021-06-28,18.6,1
3362,先進光,光電業,1,2021-03-26,18.4,1
2460,建通,電子工業,1,2021-03-19,17.9,1
2610,華航,航運業,1,2021-02-25,17.7,1
8938,明安,其他,1,2021-04-07,13.1,1
3023,信邦,電子零組件業,1,2021-01-06,10.3,1
2472,立隆電,電子工業,1,2021-01-07,9.8,1
2393,億光,電子工業,1,2021-01-04,8.6,1
4967,十銓,半導體業,1,2021-04-26,8.1,1
6191,精成科,電子工業,1,2021-04-08,6.7,0
6150,撼訊,電腦及週邊設備業,1,2021-03-30,6.5,1
6219,富旺,建材營造,1,2021-03-03,4.6,0
2002,中鋼,鋼鐵工業,1,2021-04-16,3.8,1
8112,至上,電子工業,1,2021-03-15,3.1,0
4960,誠美材,電子工業,1,2021-02-03,2.6,0
1722,台肥,化學工業,1,2021-09-30,1.3,1
6548,長科*,半導體業,1,2021-07-07,1.0,1
1590,亞德客-KY,電機機械,1,2021-04-08,0.1,1
6016,康和證,金融業,1,2021-03-15,-0.6,1
3149,正達,電子工業,1,2021-03-16,-0.9,1
5471,松翰,電子工業,1,2021-02-19,-0.9,1
5009,榮剛,鋼鐵工業,1,2021-06-29,-1.2,1
6469,大樹,生技醫療業,1,2021-08-24,-1.3,1
4576,大銀微系統,電機機械,1,2021-01-26,-1.6,1
6143,振曜,通信網路業,1,2021-09-24,-1.7,1
3058,立德,電子零組件業,1,2021-03-19,-2.2,1
3211,順達,電腦及週邊設備業,1,2021-03-09,-2.3,1
2889,國票金,金融保險,1,2021-05-11,-3.8,0
1909,榮成,造紙工業,1,2021-03-09,-4.3,1
1447,力鵬,紡織纖維,1,2021-04-19,-4.4,1
4746,台耀,化學生技醫療,1,2021-05-20,-5.2,1
1605,華新,電器電纜,1,2021-04-28,-5.5,1
2455,全新,通信網路業,1,2021-01-22,-5.8,0
2520,冠德,建材營造,1,2021-08-24,-6.3,0
2352,佳世達,電腦及週邊設備業,1,2021-03-29,-7.2,0
6670,復盛應用,其他,1,2021-03-10,-7.3,0
4564,元翎,電機機械,1,2021-06-30,-7.8,0
1312,國喬,塑膠工業,1,2021-04-19,-8.0,1
3380,明泰,通信網路業,1,2021-01-06,-8.0,1
1301,台塑,塑膠工業,1,2021-10-05,-8.3,0
9914,美利達,其他,1,2021-03-26,-8.5,1
3665,貿聯-KY,其他電子業,1,2021-01-21,-8.7,0
8070,長華*,電子工業,1,2021-02-17,-8.7,1
2201,裕隆,汽車工業,1,2021-01-04,-9.0,1
2515,中工,建材營造,1,2021-01-04,-9.1,0
1314,中石化,塑膠工業,1,2021-04-21,-9.4,0
8406,金可-KY,生技醫療業,1,2021-06-16,-9.4,1
3078,僑威,電子零組件業,1,2021-02-19,-9.7,1
2613,中櫃,航運業,1,2021-06-18,-10.0,1
1597,直得,電機機械,1,2021-04-08,-10.2,0
2727,王品,觀光事業,1,2021-02-19,-10.5,0
6153,嘉聯益,電子零組件業,1,2021-01-14,-10.7,0
6438,迅得,其他電子類,1,2021-04-06,-10.7,1
3323,加百裕,電腦及週邊設備業,1,2021-01-28,-10.9,1
5272,笙科,半導體業,1,2021-09-16,-11.4,1
1452,宏益,紡織纖維,1,2021-07-01,-11.6,0
2206,三陽工業,汽車工業,1,2021-01-11,-11.7,0
3017,奇鋐,電子工業,1,2021-01-14,-11.8,0
3691,碩禾,光電業,1,2021-01-07,-12.0,0
4956,光鋐,電子工業,1,2021-03-19,-12.5,0
8081,致新,半導體業,1,2021-07-14,-13.0,1
2034,允強,鋼鐵工業,1,2021-06-29,-14.6,1
2012,春雨,鋼鐵工業,1,2021-06-29,-14.8,1
1736,喬山,化學生技醫療,1,2021-01-07,-14.9,0
5243,乙盛-KY,電子工業,1,2021-03-05,-15.3,0
5386,青雲,電腦及週邊設備業,1,2021-01-04,-15.3,0
3092,鴻碩,電子零組件業,1,2021-03-17,-15.7,0
2239,英利-KY,汽車工業,1,2021-01-08,-15.9,1
3059,華晶科,光電業,1,2021-04-07,-16.0,1
3062,建漢,通信網路業,1,2021-03-22,-16.1,0
2337,旺宏,半導體業,1,2021-02-18,-16.2,1
2029,盛餘,鋼鐵工業,1,2021-06-29,-16.3,1
2358,廷鑫,其他,1,2021-09-13,-16.5,1
1609,大亞,電器電纜,1,2021-04-27,-16.6,0
3005,神基,電子工業,1,2021-03-23,-16.7,0
8011,台通,通信網路業,1,2021-01-04,-16.7,1
2020,美亞,鋼鐵工業,1,2021-06-28,-16.9,1
3015,全漢,電子工業,1,2021-02-19,-17.2,1
3094,聯傑,半導體業,1,2021-03-18,-17.2,1
6205,詮欣,電子工業,1,2021-01-04,-18.0,1
2353,宏碁,電子工業,1,2021-05-06,-18.3,0
6261,久元,半導體業,1,2021-07-26,-18.3,1
2017,官田鋼,鋼鐵工業,1,2021-06-28,-18.5,1
1533,車王電,汽車工業,1,2021-01-27,-19.4,0
3105,穩懋,半導體業,1,2021-01-21,-20.0,0
4989,榮科,電子零組件業,1,2021-07-12,-20.3,1
3218,大學光,生技醫療業,1,2021-06-22,-20.8,1
3178,公準,電機機械,1,2021-03-29,-21.4,1
8367,建新國際,航運業,1,2021-08-18,-21.6,1
1718,中纖,化學工業,1,2021-05-03,-21.7,0
1904,正隆,造紙工業,1,2021-06-07,-23.0,0
3556,禾瑞亞,半導體業,1,2021-07-22,-23.4,1
3357,臺慶科,電子零組件業,1,2021-04-16,-23.7,0
3346,麗清,汽車工業,1,2021-03-19,-24.5,1
2032,新鋼,鋼鐵工業,1,2021-07-02,-24.6,1
1568,倉佑,汽車工業,1,2021-03-18,-24.7,0
2492,華新科,電子工業,1,2021-02-17,-25.0,1
2208,台船,航運業,1,2021-06-21,-25.1,1
5603,陸海,航運業,1,2021-06-18,-25.4,1
4952,凌通,電子工業,1,2021-07-19,-27.6,1
6284,佳邦,電子零組件業,1,2021-03-15,-27.7,1
6168,宏齊,光電業,1,2021-07-26,-30.6,1
5475,德宏,電子零組件業,1,2021-07-12,-30.9,1
1734,杏輝,化學生技醫療,1,2021-09-29,-31.6,0
2390,云辰,電子工業,1,2021-06-11,-32.0,1
1795,美時,化學生技醫療,1,2021-07-19,-33.1,1
8431,匯鑽科,其他電子類,1,2021-03-12,-33.3,0
4976,佳凌,電子工業,1,2021-02-19,-33.8,0
2643,捷迅,航運業,1,2021-07-01,-36.4,1
3228,金麗科,半導體業,1,2021-02-22,-36.7,1
6562,聯亞藥,生技醫療業,1,2021-06-23,-41.6,0
4192,杏國,生技醫療業,1,2021-09-29,-74.9,0
1101,台泥,水泥工業,1,2021-10-13,,0
1303,南亞,塑膠工業,1,2021-10-07,,0
1316,上曜,建材營造,1,2021-11-08,,1
1560,中砂,電機機械,1,2021-10-29,,1
1611,中電,電器電纜,1,2021-12-30,,0
1773,勝一,化學生技醫療,1,2021-12-29,,1
2301,光寶科,電腦及週邊設備業,1,2021-10-13,,0
2342,茂矽,半導體業,1,2021-12-06,,1
2356,英業達,電子工業,1,2021-10-26,,0
2374,佳能,光電業,1,2021-11-25,,1
2406,國碩,光電業,1,2021-12-09,,1
2430,燦坤,電子工業,1,2021-10-12,,1
2498,宏達電,通信網路業,1,2021-10-26,,1
3041,揚智,半導體業,1,2021-12-27,,1
3167,大量,電機機械,1,2021-12-22,,1
3221,台嘉碩,通信網路業,1,2021-11-15,,1
3363,上詮,通信網路業,1,2021-12-03,,1
3455,由田,光電業,1,2021-12-29,,1
3491,昇達科,通信網路業,1,2021-11-01,,1
3515,華擎,電子工業,1,2021-11-11,,1
3533,嘉澤,電子工業,1,2021-12-23,,1
3624,光頡,電子零組件業,1,2021-12-27,,1
3653,健策,電子工業,1,2021-10-08,,1
3701,大眾控,電子工業,1,2021-11-02,,1
4722,國精化,化學工業,1,2021-11-08,,0
4755,三福化,化學工業,1,2021-12-08,,1
4916,事欣科,電腦及週邊設備業,1,2021-11-22,,1
4925,智微,半導體業,1,2021-11-16,,1
5234,達興材料,電子工業,1,2021-12-29,,1
5522,遠雄,建材營造,1,2021-11-08,,0
6111,光聚晶電,文化創意業,1,2021-12-22,,1
6118,建達,電子通路業,1,2021-12-06,,1
6170,統振,通信網路業,1,2021-10-28,,1
6196,帆宣,其他電子業,1,2021-12-23,,1
6208,日揚,電子零組件業,1,2021-12-29,,1
6217,中探針,電子零組件業,1,2021-10-25,,1
6265,方土昶,電子通路業,1,2021-12-03,,0
6271,同欣電,半導體業,1,2021-11-10,,1
6423,億而得,半導體業,1,2021-11-26,,0
6446,藥華藥,生技醫療業,1,2021-12-07,,1
6792,詠業,通信網路業,1,2021-12-08,,1
8044,網家,電子商務業,1,2021-10-27,,0
8069,元太,光電業,1,2021-11-19,,1
8201,無敵,其他電子業,1,2021-10-22,,1
8422,可寧衛,其他,1,2021-10-07,,0
8478,東哥遊艇,其他,1,2021-12-16,,1
