日期,代號,名稱,產業,事件,原因,收盤,RS,底部序,在榜天數,報酬20D,基準20D,報酬60D,基準60D,月
2026-01-02,8110,華東,電子工業,進榜,觸發,60.49,100.0,1.0,0,27.3,0.0,-20.9,-0.9,2026-01
2026-01-02,8110,華東,電子工業,觸發,進榜即觸發,60.49,100.0,1.0,0,27.3,0.0,-20.9,-0.9,2026-01
2026-01-02,5289,宜鼎,電腦及週邊設備業,進榜,觸發,576.83,96.0,2.0,0,33.4,0.0,94.1,-0.9,2026-01
2026-01-02,5289,宜鼎,電腦及週邊設備業,觸發,進榜即觸發,576.83,96.0,2.0,0,33.4,0.0,94.1,-0.9,2026-01
2026-01-02,3006,晶豪科,電子工業,進榜,觸發,128.89,95.0,1.0,0,50.6,0.0,20.5,-0.9,2026-01
2026-01-02,3006,晶豪科,電子工業,觸發,進榜即觸發,128.89,95.0,1.0,0,50.6,0.0,20.5,-0.9,2026-01
2026-01-02,7728,光焱科技,其他電子業,進榜,觸發,596.7,93.0,3.0,0,11.2,0.0,41.2,-0.9,2026-01
2026-01-02,7728,光焱科技,其他電子業,觸發,進榜即觸發,596.7,93.0,3.0,0,11.2,0.0,41.2,-0.9,2026-01
2026-01-02,2337,旺宏,半導體業,進榜,觸發,43.35,92.0,2.0,0,114.1,0.0,236.8,-0.9,2026-01
2026-01-02,2337,旺宏,半導體業,觸發,進榜即觸發,43.35,92.0,2.0,0,114.1,0.0,236.8,-0.9,2026-01
2026-01-02,3624,光頡,電子零組件業,進榜,觸發,63.67,92.0,2.0,0,-11.1,0.0,-22.8,-0.9,2026-01
2026-01-02,3624,光頡,電子零組件業,觸發,進榜即觸發,63.67,92.0,2.0,0,-11.1,0.0,-22.8,-0.9,2026-01
2026-01-02,5351,鈺創,半導體業,進榜,觸發,55.8,90.0,1.0,0,9.7,0.0,26.7,-0.9,2026-01
2026-01-02,5351,鈺創,半導體業,觸發,進榜即觸發,55.8,90.0,1.0,0,9.7,0.0,26.7,-0.9,2026-01
2026-01-02,2472,立隆電,電子工業,進榜,觸發,115.74,79.0,4.0,0,-8.1,0.0,26.0,-0.9,2026-01
2026-01-02,2472,立隆電,電子工業,觸發,進榜即觸發,115.74,79.0,4.0,0,-8.1,0.0,26.0,-0.9,2026-01
2026-01-02,3048,益登,電子通路業,進榜,觸發,44.99,79.0,1.0,0,-13.5,0.0,-17.1,-0.9,2026-01
2026-01-02,3048,益登,電子通路業,觸發,進榜即觸發,44.99,79.0,1.0,0,-13.5,0.0,-17.1,-0.9,2026-01
2026-01-02,2330,台積電,半導體業,進榜,觸發,1575.64,72.0,2.0,0,12.0,0.0,26.6,-0.9,2026-01
2026-01-02,2330,台積電,半導體業,觸發,進榜即觸發,1575.64,72.0,2.0,0,12.0,0.0,26.6,-0.9,2026-01
2026-01-02,2344,華邦電,半導體業,進榜,準備,90.33,100.0,2.0,0,41.5,0.0,3.5,-0.9,2026-01
2026-01-02,2408,南亞科,半導體業,進榜,準備,206.34,100.0,2.0,0,57.7,0.0,3.9,-0.9,2026-01
2026-01-02,5498,凱崴,電子零組件業,進榜,準備,53.0,100.0,2.0,0,12.8,0.0,23.8,-0.9,2026-01
2026-01-02,4768,晶呈科技,化學工業,進榜,準備,383.69,99.0,3.0,0,2.3,0.0,23.4,-0.9,2026-01
2026-01-02,3260,威剛,半導體業,進榜,準備,271.42,98.0,2.0,0,29.6,0.0,37.1,-0.9,2026-01
2026-01-02,4967,十銓,半導體業,進榜,準備,187.43,98.0,2.0,0,30.5,0.0,13.4,-0.9,2026-01
2026-01-02,8299,群聯,半導體業,進榜,準備,1434.53,98.0,2.0,0,64.7,0.0,14.9,-0.9,2026-01
2026-01-02,7769,鴻勁,半導體業,進榜,準備,3386.92,96.0,1.0,0,9.3,0.0,22.4,-0.9,2026-01
2026-01-02,8131,福懋科,半導體業,進榜,準備,65.81,96.0,2.0,0,18.4,0.0,-8.8,-0.9,2026-01
2026-01-02,6770,力積電,半導體業,進榜,準備,41.96,95.0,2.0,0,65.1,0.0,31.6,-0.9,2026-01
2026-01-02,6155,鈞寶,電子零組件業,進榜,準備,48.0,94.0,2.0,0,14.3,0.0,-5.6,-0.9,2026-01
2026-01-02,2308,台達電,電子工業,進榜,準備,989.82,91.0,3.0,0,22.6,0.0,74.4,-0.9,2026-01
2026-01-02,6785,昱展新藥,生技醫療業,進榜,準備,308.69,90.0,2.0,0,-12.8,0.0,-45.5,-0.9,2026-01
2026-01-02,8150,南茂,電子工業,進榜,準備,47.99,87.0,2.0,0,23.9,0.0,26.3,-0.9,2026-01
2026-01-02,3711,日月光投控,半導體業,進榜,準備,255.66,86.0,2.0,0,15.1,0.0,52.3,-0.9,2026-01
2026-01-02,6173,信昌電,電子零組件業,進榜,準備,69.84,85.0,2.0,0,-2.3,0.0,-7.1,-0.9,2026-01
2026-01-02,2467,志聖,電子工業,進榜,準備,267.46,83.0,2.0,0,-11.9,0.0,100.7,-0.9,2026-01
2026-01-02,2441,超豐,半導體業,進榜,準備,87.9,81.0,3.0,0,-0.9,0.0,2.9,-0.9,2026-01
2026-01-02,6175,立敦,電子零組件業,進榜,準備,53.89,81.0,3.0,0,-12.9,0.0,-3.8,-0.9,2026-01
2026-01-02,2867,三商壽,金融保險,進榜,準備,8.01,80.0,1.0,0,-2.2,0.0,-3.5,-0.9,2026-01
2026-01-02,3357,臺慶科,電子零組件業,進榜,準備,157.3,79.0,2.0,0,-2.8,0.0,-3.7,-0.9,2026-01
2026-01-02,6531,愛普*,半導體業,進榜,準備,455.37,77.0,3.0,0,-6.3,0.0,12.5,-0.9,2026-01
2026-01-02,4973,廣穎,半導體業,進榜,準備,39.14,74.0,1.0,0,30.4,0.0,97.5,-0.9,2026-01
2026-01-02,6548,長科*,半導體業,進榜,準備,44.89,74.0,3.0,0,27.3,0.0,14.6,-0.9,2026-01
2026-01-02,6239,力成,半導體業,進榜,準備,179.96,72.0,2.0,0,38.4,0.0,16.9,-0.9,2026-01
2026-01-02,6196,帆宣,其他電子業,進榜,準備,272.71,71.0,3.0,0,2.9,0.0,17.9,-0.9,2026-01
2026-01-05,1717,長興,化學工業,進榜,觸發,45.39,83.0,3.0,0,23.9,-0.3,75.1,0.0,2026-01
2026-01-05,1717,長興,化學工業,觸發,進榜即觸發,45.39,83.0,3.0,0,23.9,-0.3,75.1,0.0,2026-01
2026-01-05,8028,昇陽半導體,半導體業,進榜,觸發,203.18,70.0,5.0,0,-19.8,-0.3,-4.1,0.0,2026-01
2026-01-05,8028,昇陽半導體,半導體業,觸發,進榜即觸發,203.18,70.0,5.0,0,-19.8,-0.3,-4.1,0.0,2026-01
2026-01-05,4764,雙鍵,化學工業,進榜,準備,122.93,99.0,2.0,0,-11.8,-0.3,34.3,0.0,2026-01
2026-01-05,3037,欣興,電子工業,進榜,準備,229.53,90.0,1.0,0,58.7,-0.3,172.2,0.0,2026-01
2026-01-05,3189,景碩,半導體業,進榜,準備,160.53,89.0,3.0,0,48.9,-0.3,127.9,0.0,2026-01
2026-01-05,3443,創意,半導體業,進榜,準備,2309.48,89.0,2.0,0,15.7,-0.3,19.6,0.0,2026-01
2026-01-05,2327,國巨*,電子工業,進榜,準備,242.26,88.0,2.0,0,5.7,-0.3,24.4,0.0,2026-01
2026-01-05,6788,華景電,半導體業,進榜,準備,369.02,79.0,3.0,0,-20.5,-0.3,-3.5,0.0,2026-01
2026-01-06,8042,金山電,電子零組件業,進榜,準備,61.93,92.0,3.0,0,-12.0,0.0,4.0,0.2,2026-01
2026-01-06,8112,至上,電子工業,進榜,準備,74.16,87.0,2.0,0,-10.2,0.0,4.7,0.2,2026-01
2026-01-06,6485,點序,半導體業,進榜,準備,92.13,84.0,3.0,0,1.6,0.0,-15.1,0.2,2026-01
2026-01-06,1605,華新,電器電纜,進榜,準備,35.53,83.0,1.0,0,1.5,0.0,-10.7,0.2,2026-01
2026-01-06,2313,華通,電子工業,進榜,準備,101.74,83.0,2.0,0,75.4,0.0,148.8,0.2,2026-01
2026-01-06,2369,菱生,電子工業,進榜,準備,24.25,78.0,1.0,0,3.9,0.0,32.2,0.2,2026-01
2026-01-06,2408,南亞科,半導體業,觸發,,227.77,100.0,,4,21.4,0.0,-3.7,0.2,2026-01
2026-01-06,2308,台達電,電子工業,觸發,,1044.54,90.0,,4,15.7,0.0,66.7,0.2,2026-01
2026-01-07,2451,創見,半導體業,進榜,觸發,228.46,95.0,2.0,0,-4.0,0.0,4.2,0.0,2026-01
2026-01-07,2451,創見,半導體業,觸發,進榜即觸發,228.46,95.0,2.0,0,-4.0,0.0,4.2,0.0,2026-01
2026-01-07,1303,南亞,塑膠工業,進榜,觸發,64.39,93.0,2.0,0,19.9,0.0,36.8,0.0,2026-01
2026-01-07,1303,南亞,塑膠工業,觸發,進榜即觸發,64.39,93.0,2.0,0,19.9,0.0,36.8,0.0,2026-01
2026-01-07,8422,可寧衛,其他,進榜,觸發,33.42,88.0,1.0,0,3.7,0.0,-16.2,0.0,2026-01
2026-01-07,8422,可寧衛,其他,觸發,進榜即觸發,33.42,88.0,1.0,0,3.7,0.0,-16.2,0.0,2026-01
2026-01-07,1727,中華化,化學工業,進榜,觸發,51.91,86.0,4.0,0,-16.2,0.0,9.8,0.0,2026-01
2026-01-07,1727,中華化,化學工業,觸發,進榜即觸發,51.91,86.0,4.0,0,-16.2,0.0,9.8,0.0,2026-01
2026-01-07,3532,台勝科,半導體業,進榜,觸發,118.74,71.0,1.0,0,17.2,0.0,62.6,0.0,2026-01
2026-01-07,3532,台勝科,半導體業,觸發,進榜即觸發,118.74,71.0,1.0,0,17.2,0.0,62.6,0.0,2026-01
2026-01-07,6265,方土昶,電子通路業,進榜,準備,35.0,100.0,2.0,0,14.6,0.0,14.1,0.0,2026-01
2026-01-07,8021,尖點,其他電子業,進榜,準備,190.56,99.0,3.0,0,11.3,0.0,77.7,0.0,2026-01
2026-01-07,8271,宇瞻,半導體業,進榜,準備,116.77,94.0,3.0,0,-10.9,0.0,33.5,0.0,2026-01
2026-01-07,2495,普安,其他電子業,進榜,準備,32.61,80.0,2.0,0,-1.8,0.0,35.7,0.0,2026-01
2026-01-07,2492,華新科,電子工業,進榜,準備,131.3,78.0,2.0,0,-0.8,0.0,9.5,0.0,2026-01
2026-01-07,6182,合晶,半導體業,進榜,準備,34.66,76.0,1.0,0,3.1,0.0,4.9,0.0,2026-01
2026-01-07,2323,中環,光電業,進榜,準備,11.6,72.0,1.0,0,-7.8,0.0,-6.5,0.0,2026-01
2026-01-07,6485,點序,半導體業,觸發,,101.27,90.0,,1,-5.1,0.0,-23.5,0.0,2026-01
2026-01-07,1605,華新,電器電纜,觸發,,39.08,88.0,,1,-5.0,0.0,-18.3,0.0,2026-01
2026-01-07,2369,菱生,電子工業,觸發,,26.65,84.0,,1,-1.9,0.0,17.8,0.0,2026-01
2026-01-07,4973,廣穎,半導體業,觸發,,43.54,81.0,,5,3.1,0.0,77.1,0.0,2026-01
2026-01-07,8028,昇陽半導體,半導體業,移出,掉出掃描母體,199.21,70.0,,2,,,,,2026-01
2026-01-08,6443,元晶,電子工業,進榜,觸發,31.2,93.0,1.0,0,35.1,0.0,29.6,0.9,2026-01
2026-01-08,6443,元晶,電子工業,觸發,進榜即觸發,31.2,93.0,1.0,0,35.1,0.0,29.6,0.9,2026-01
2026-01-08,6603,富強鑫,電機機械,進榜,觸發,30.45,90.0,2.0,0,-16.9,0.0,-24.0,0.9,2026-01
2026-01-08,6603,富強鑫,電機機械,觸發,進榜即觸發,30.45,90.0,2.0,0,-16.9,0.0,-24.0,0.9,2026-01
2026-01-08,3709,鑫聯大投控,電腦及週邊設備業,進榜,觸發,60.45,85.0,6.0,0,-1.6,0.0,8.0,0.9,2026-01
2026-01-08,3709,鑫聯大投控,電腦及週邊設備業,觸發,進榜即觸發,60.45,85.0,6.0,0,-1.6,0.0,8.0,0.9,2026-01
2026-01-08,8088,品安,半導體業,進榜,觸發,52.85,84.0,3.0,0,-1.1,0.0,-6.8,0.9,2026-01
2026-01-08,8088,品安,半導體業,觸發,進榜即觸發,52.85,84.0,3.0,0,-1.1,0.0,-6.8,0.9,2026-01
2026-01-08,5274,信驊,半導體業,進榜,準備,6922.62,76.0,2.0,0,19.3,0.0,89.3,0.9,2026-01
2026-01-08,6830,汎銓,其他電子業,進榜,準備,182.72,73.0,2.0,0,24.3,0.0,340.6,0.9,2026-01
2026-01-08,2492,華新科,電子工業,移出,離高點太遠,121.85,74.0,,1,,,,,2026-01
2026-01-08,2323,中環,光電業,移出,掉出掃描母體,11.6,72.0,,1,,,,,2026-01
2026-01-08,6173,信昌電,電子零組件業,移出,掉出掃描母體,67.05,84.0,,6,,,,,2026-01
2026-01-08,6175,立敦,電子零組件業,移出,晚期未觸發,50.85,77.0,,6,,,,,2026-01
2026-01-08,3624,光頡,電子零組件業,移出,突破失敗,56.63,86.0,,6,,,,,2026-01
2026-01-08,2472,立隆電,電子工業,移出,突破失敗,104.91,73.0,,6,,,,,2026-01
2026-01-08,3048,益登,電子通路業,移出,離高點太遠,40.91,72.0,,6,,,,,2026-01
2026-01-08,6788,華景電,半導體業,移出,掉出掃描母體,355.51,75.0,,3,,,,,2026-01
2026-01-08,8042,金山電,電子零組件業,移出,晚期未觸發,57.47,88.0,,2,,,,,2026-01
2026-01-08,1727,中華化,化學工業,移出,突破失敗,46.72,84.0,,1,,,,,2026-01
2026-01-08,3532,台勝科,半導體業,移出,掉出掃描母體,118.74,71.0,,1,,,,,2026-01
2026-01-09,6515,穎崴,電子工業,進榜,觸發,3464.38,98.0,4.0,0,29.2,-0.7,195.3,1.1,2026-01
2026-01-09,6515,穎崴,電子工業,觸發,進榜即觸發,3464.38,98.0,4.0,0,29.2,-0.7,195.3,1.1,2026-01
2026-01-09,3715,定穎投控,電子零組件業,進榜,觸發,138.62,93.0,4.0,0,1.8,-0.7,41.9,1.1,2026-01
2026-01-09,3715,定穎投控,電子零組件業,觸發,進榜即觸發,138.62,93.0,4.0,0,1.8,-0.7,41.9,1.1,2026-01
2026-01-09,8996,高力,電機機械,進榜,觸發,631.57,93.0,2.0,0,26.5,-0.7,93.2,1.1,2026-01
2026-01-09,8996,高力,電機機械,觸發,進榜即觸發,631.57,93.0,2.0,0,26.5,-0.7,93.2,1.1,2026-01
2026-01-09,6442,光聖,通信網路業,進榜,準備,1388.01,98.0,3.0,0,21.1,-0.7,53.9,1.1,2026-01
2026-01-09,3105,穩懋,半導體業,進榜,準備,215.59,97.0,1.0,0,1.4,-0.7,149.0,1.1,2026-01
2026-01-09,8074,鉅橡,電子零組件業,進榜,準備,53.89,96.0,2.0,0,6.2,-0.7,26.5,1.1,2026-01
2026-01-09,7610,聯友金屬,綠能環保,進榜,準備,137.45,95.0,3.0,0,31.4,-0.7,282.0,1.1,2026-01
2026-01-09,6282,康舒,電子零組件業,進榜,準備,44.79,85.0,2.0,0,2.9,-0.7,11.7,1.1,2026-01
2026-01-09,8150,南茂,電子工業,觸發,,57.56,93.0,,7,-10.8,-0.7,15.4,1.1,2026-01
2026-01-09,2313,華通,電子工業,觸發,,113.53,87.0,,3,48.9,-0.7,126.4,1.1,2026-01
2026-01-12,6163,華電網,通信網路業,進榜,觸發,65.6,99.0,2.0,0,-20.4,-1.0,13.0,0.7,2026-01
2026-01-12,6163,華電網,通信網路業,觸發,進榜即觸發,65.6,99.0,2.0,0,-20.4,-1.0,13.0,0.7,2026-01
2026-01-12,3081,聯亞,通信網路業,進榜,觸發,610.86,85.0,5.0,0,62.7,-1.0,325.0,0.7,2026-01
2026-01-12,3081,聯亞,通信網路業,觸發,進榜即觸發,610.86,85.0,5.0,0,62.7,-1.0,325.0,0.7,2026-01
2026-01-12,6903,巨漢,其他電子業,進榜,準備,246.03,93.0,3.0,0,-0.2,-1.0,55.1,0.7,2026-01
2026-01-12,2406,國碩,光電業,進榜,準備,28.05,92.0,1.0,0,2.3,-1.0,22.8,0.7,2026-01
2026-01-12,3025,星通,電子工業,進榜,準備,70.8,84.0,2.0,0,-24.1,-1.0,-14.1,0.7,2026-01
2026-01-12,3701,大眾控,電子工業,進榜,準備,55.9,82.0,1.0,0,-10.4,-1.0,20.2,0.7,2026-01
2026-01-12,4991,環宇-KY,半導體業,進榜,準備,233.0,82.0,3.0,0,10.7,-1.0,210.7,0.7,2026-01
2026-01-12,8390,金益鼎,其他,進榜,準備,95.81,81.0,1.0,0,0.5,-1.0,-11.2,0.7,2026-01
2026-01-12,2478,大毅,電子工業,進榜,準備,64.28,76.0,2.0,0,-8.9,-1.0,16.0,0.7,2026-01
2026-01-12,6239,力成,半導體業,觸發,,215.75,81.0,,10,10.5,-1.0,-5.5,0.7,2026-01
2026-01-12,6196,帆宣,其他電子業,移出,掉出掃描母體,272.71,70.0,,10,,,,,2026-01
2026-01-13,7751,竑騰,電子工業,進榜,觸發,863.51,92.0,3.0,0,6.1,-0.8,123.5,1.2,2026-01
2026-01-13,7751,竑騰,電子工業,觸發,進榜即觸發,863.51,92.0,3.0,0,6.1,-0.8,123.5,1.2,2026-01
2026-01-13,5425,台半,半導體業,進榜,觸發,64.24,73.0,1.0,0,-8.2,-0.8,-4.9,1.2,2026-01
2026-01-13,5425,台半,半導體業,觸發,進榜即觸發,64.24,73.0,1.0,0,-8.2,-0.8,-4.9,1.2,2026-01
2026-01-13,2485,兆赫,通信網路業,進榜,準備,30.25,96.0,2.0,0,24.5,-0.8,139.0,1.2,2026-01
2026-01-13,3624,光頡,電子零組件業,進榜,準備,64.37,91.0,3.0,0,-17.4,-0.8,-12.8,1.2,2026-01
2026-01-13,3236,千如,電子零組件業,進榜,準備,32.28,90.0,3.0,0,-13.8,-0.8,3.8,1.2,2026-01
2026-01-13,1784,訊聯,生技醫療業,進榜,準備,115.5,82.0,1.0,0,-17.4,-0.8,-31.6,1.2,2026-01
2026-01-13,3138,耀登,通信網路業,進榜,準備,142.79,82.0,1.0,0,12.8,-0.8,36.6,1.2,2026-01
2026-01-13,6257,矽格,半導體業,進榜,準備,125.52,81.0,2.0,0,-0.8,-0.8,46.7,1.2,2026-01
2026-01-13,2375,凱美,電子工業,進榜,準備,94.57,80.0,3.0,0,-11.4,-0.8,-7.7,1.2,2026-01
2026-01-13,2492,華新科,電子工業,進榜,準備,130.31,79.0,2.0,0,-5.7,-0.8,13.7,1.2,2026-01
2026-01-13,3265,台星科,半導體業,進榜,準備,135.98,74.0,1.0,0,-1.1,-0.8,26.6,1.2,2026-01
2026-01-13,2331,精英,電子工業,進榜,準備,26.2,72.0,1.0,0,-3.6,-0.8,-15.6,1.2,2026-01
2026-01-13,7769,鴻勁,半導體業,觸發,,3416.55,94.0,,11,15.6,-0.8,29.0,1.2,2026-01
2026-01-13,2406,國碩,光電業,觸發,,30.85,94.0,,1,-9.2,-0.8,9.2,1.2,2026-01
2026-01-13,2478,大毅,電子工業,觸發,,70.71,80.0,,1,-18.7,-0.8,3.4,1.2,2026-01
2026-01-13,2327,國巨*,電子工業,觸發,,258.64,89.0,,8,-2.5,-0.8,24.0,1.2,2026-01
2026-01-13,6830,汎銓,其他電子業,移出,掉出掃描母體,188.71,71.0,,5,,,,,2026-01
2026-01-13,4768,晶呈科技,化學工業,移出,晚期未觸發,402.85,99.0,,11,,,,,2026-01
2026-01-14,8043,蜜望實,電子零組件業,進榜,觸發,98.06,99.0,2.0,0,-30.1,-1.7,-8.3,0.8,2026-01
2026-01-14,8043,蜜望實,電子零組件業,觸發,進榜即觸發,98.06,99.0,2.0,0,-30.1,-1.7,-8.3,0.8,2026-01
2026-01-14,8042,金山電,電子零組件業,進榜,觸發,69.76,93.0,3.0,0,-20.5,-1.7,-8.4,0.8,2026-01
2026-01-14,8042,金山電,電子零組件業,觸發,進榜即觸發,69.76,93.0,3.0,0,-20.5,-1.7,-8.4,0.8,2026-01
2026-01-14,5328,華容,電子零組件業,進榜,觸發,23.5,86.0,3.0,0,3.8,-1.7,8.9,0.8,2026-01
2026-01-14,5328,華容,電子零組件業,觸發,進榜即觸發,23.5,86.0,3.0,0,3.8,-1.7,8.9,0.8,2026-01
2026-01-14,1519,華城,電機機械,進榜,觸發,799.29,81.0,2.0,0,8.3,-1.7,2.5,0.8,2026-01
2026-01-14,1519,華城,電機機械,觸發,進榜即觸發,799.29,81.0,2.0,0,8.3,-1.7,2.5,0.8,2026-01
2026-01-14,4989,榮科,電子零組件業,進榜,準備,57.17,98.0,3.0,0,-17.0,-1.7,92.6,0.8,2026-01
2026-01-14,6127,九豪,電子零組件業,進榜,準備,42.0,92.0,1.0,0,-23.8,-1.7,19.0,0.8,2026-01
2026-01-14,3481,群創,光電業,進榜,準備,23.85,90.0,2.0,0,-10.0,-1.7,4.9,0.8,2026-01
2026-01-14,6173,信昌電,電子零組件業,進榜,準備,76.09,89.0,2.0,0,-19.1,-1.7,15.5,0.8,2026-01
2026-01-14,1528,恩德,電機機械,進榜,準備,24.25,87.0,3.0,0,-8.0,-1.7,21.6,0.8,2026-01
2026-01-14,3532,台勝科,半導體業,進榜,準備,135.71,81.0,1.0,0,8.8,-1.7,37.5,0.8,2026-01
2026-01-14,2404,漢唐,其他電子業,進榜,準備,1114.2,77.0,3.0,0,-19.7,-1.7,-13.0,0.8,2026-01
2026-01-14,6488,環球晶,半導體業,進榜,準備,514.01,74.0,1.0,0,-13.7,-1.7,16.3,0.8,2026-01
2026-01-14,3402,漢科,其他電子類,進榜,準備,139.92,70.0,2.0,0,-14.7,-1.7,-4.1,0.8,2026-01
2026-01-14,6182,合晶,半導體業,觸發,,39.28,83.0,,7,-13.9,-1.7,14.6,0.8,2026-01
2026-01-14,2485,兆赫,通信網路業,觸發,,33.25,98.0,,1,10.7,-1.7,113.5,0.8,2026-01
2026-01-14,2331,精英,電子工業,觸發,,28.8,76.0,,1,-12.0,-1.7,-23.4,0.8,2026-01
2026-01-14,6531,愛普*,半導體業,移出,掉出掃描母體,472.75,73.0,,12,,,,,2026-01
2026-01-14,4991,環宇-KY,半導體業,移出,離高點太遠,200.5,73.0,,2,,,,,2026-01
2026-01-14,5425,台半,半導體業,移出,掉出掃描母體,64.24,73.0,,1,,,,,2026-01
2026-01-15,3491,昇達科,通信網路業,進榜,觸發,885.34,95.0,4.0,0,67.4,-0.9,74.2,-0.5,2026-01
2026-01-15,3491,昇達科,通信網路業,觸發,進榜即觸發,885.34,95.0,4.0,0,67.4,-0.9,74.2,-0.5,2026-01
2026-01-15,1802,台玻,玻璃陶瓷,進榜,觸發,38.0,87.0,4.0,0,36.1,-0.9,74.2,-0.5,2026-01
2026-01-15,1802,台玻,玻璃陶瓷,觸發,進榜即觸發,38.0,87.0,4.0,0,36.1,-0.9,74.2,-0.5,2026-01
2026-01-15,2312,金寶,其他電子業,進榜,觸發,32.74,83.0,2.0,0,-26.4,-0.9,-18.9,-0.5,2026-01
2026-01-15,2312,金寶,其他電子業,觸發,進榜即觸發,32.74,83.0,2.0,0,-26.4,-0.9,-18.9,-0.5,2026-01
2026-01-15,5340,建榮,電子零組件業,進榜,觸發,76.1,81.0,3.0,0,31.9,-0.9,42.3,-0.5,2026-01
2026-01-15,5340,建榮,電子零組件業,觸發,進榜即觸發,76.1,81.0,3.0,0,31.9,-0.9,42.3,-0.5,2026-01
2026-01-15,6133,金橋,電子零組件業,進榜,準備,22.8,78.0,3.0,0,3.3,-0.9,-2.4,-0.5,2026-01
2026-01-15,2367,燿華,電子工業,進榜,準備,36.9,74.0,1.0,0,50.1,-0.9,64.7,-0.5,2026-01
2026-01-15,5381,光譜,電子零組件業,進榜,準備,34.12,74.0,1.0,0,-12.8,-0.9,-31.3,-0.5,2026-01
2026-01-15,5498,凱崴,電子零組件業,觸發,,66.5,100.0,,13,-11.3,-0.9,16.1,-0.5,2026-01
2026-01-15,6155,鈞寶,電子零組件業,觸發,,60.14,98.0,,13,-17.8,-0.9,-27.8,-0.5,2026-01
2026-01-15,4989,榮科,電子零組件業,觸發,,62.84,98.0,,1,-17.0,-0.9,64.7,-0.5,2026-01
2026-01-15,2330,台積電,半導體業,移出,掉出掃描母體,1699.9,71.0,,13,,,,,2026-01
2026-01-15,6488,環球晶,半導體業,移出,掉出掃描母體,514.01,74.0,,1,,,,,2026-01
2026-01-15,3402,漢科,其他電子類,移出,掉出掃描母體,139.92,70.0,,1,,,,,2026-01
2026-01-15,8271,宇瞻,半導體業,移出,晚期未觸發,118.23,88.0,,8,,,,,2026-01
2026-01-16,3691,碩禾,光電業,進榜,觸發,114.5,81.0,1.0,0,-6.6,-0.9,-6.1,-1.2,2026-01
2026-01-16,3691,碩禾,光電業,觸發,進榜即觸發,114.5,81.0,1.0,0,-6.6,-0.9,-6.1,-1.2,2026-01
2026-01-16,5347,世界,半導體業,進榜,觸發,136.28,76.0,1.0,0,-1.4,-0.9,0.7,-1.2,2026-01
2026-01-16,5347,世界,半導體業,觸發,進榜即觸發,136.28,76.0,1.0,0,-1.4,-0.9,0.7,-1.2,2026-01
2026-01-16,8046,南電,電子工業,進榜,觸發,288.89,72.0,3.0,0,73.7,-0.9,201.9,-1.2,2026-01
2026-01-16,8046,南電,電子工業,觸發,進榜即觸發,288.89,72.0,3.0,0,73.7,-0.9,201.9,-1.2,2026-01
2026-01-16,7795,長廣,電子零組件業,進榜,準備,290.51,86.0,2.0,0,42.1,-0.9,34.4,-1.2,2026-01
2026-01-16,1795,美時,化學生技醫療,進榜,準備,328.72,73.0,3.0,0,-14.8,-0.9,-33.6,-1.2,2026-01
2026-01-16,2330,台積電,半導體業,進榜,準備,1729.73,71.0,2.0,0,12.9,-0.9,26.0,-1.2,2026-01
2026-01-16,1528,恩德,電機機械,觸發,,28.35,92.0,,2,-11.3,-0.9,-11.3,-1.2,2026-01
2026-01-16,3037,欣興,電子工業,觸發,,273.44,89.0,,11,62.8,-0.9,188.3,-1.2,2026-01
2026-01-16,6785,昱展新藥,生技醫療業,移出,掉出掃描母體,279.22,78.0,,14,,,,,2026-01
2026-01-16,8422,可寧衛,其他,移出,離高點太遠,40.31,92.0,,9,,,,,2026-01
2026-01-16,6442,光聖,通信網路業,移出,晚期未觸發,1244.25,95.0,,7,,,,,2026-01
2026-01-19,5475,德宏,電子零組件業,進榜,觸發,111.5,97.0,3.0,0,93.7,-1.1,176.7,-2.3,2026-01
2026-01-19,5475,德宏,電子零組件業,觸發,進榜即觸發,111.5,97.0,3.0,0,93.7,-1.1,176.7,-2.3,2026-01
2026-01-19,4971,IET-KY,半導體業,進榜,觸發,337.79,92.0,4.0,0,32.9,-1.1,103.0,-2.3,2026-01
2026-01-19,4971,IET-KY,半導體業,觸發,進榜即觸發,337.79,92.0,4.0,0,32.9,-1.1,103.0,-2.3,2026-01
2026-01-19,1815,富喬,電子零組件業,進榜,觸發,108.5,91.0,6.0,0,4.1,-1.1,-0.5,-2.3,2026-01
2026-01-19,1815,富喬,電子零組件業,觸發,進榜即觸發,108.5,91.0,6.0,0,4.1,-1.1,-0.5,-2.3,2026-01
2026-01-19,3264,欣銓,半導體業,進榜,觸發,151.49,89.0,4.0,0,1.0,-1.1,25.6,-2.3,2026-01
2026-01-19,3264,欣銓,半導體業,觸發,進榜即觸發,151.49,89.0,4.0,0,1.0,-1.1,25.6,-2.3,2026-01
2026-01-19,2329,華泰,半導體業,進榜,觸發,66.71,82.0,1.0,0,-18.2,-1.1,-17.4,-2.3,2026-01
2026-01-19,2329,華泰,半導體業,觸發,進榜即觸發,66.71,82.0,1.0,0,-18.2,-1.1,-17.4,-2.3,2026-01
2026-01-19,3535,晶彩科,光電業,進榜,觸發,106.5,79.0,3.0,0,8.9,-1.1,9.4,-2.3,2026-01
2026-01-19,3535,晶彩科,光電業,觸發,進榜即觸發,106.5,79.0,3.0,0,8.9,-1.1,9.4,-2.3,2026-01
