日期,代號,名稱,產業,事件,原因,收盤,RS,底部序,在榜天數,報酬20D,基準20D,報酬60D,基準60D,月
2026-03-06,2485,兆赫,通信網路業,進榜,觸發,56.2,100.0,3.0,0,30.1,-2.1,23.1,3.7,2026-03
2026-03-06,2485,兆赫,通信網路業,觸發,進榜即觸發,56.2,100.0,3.0,0,30.1,-2.1,23.1,3.7,2026-03
2026-03-06,4764,雙鍵,化學工業,進榜,觸發,139.39,98.0,4.0,0,-13.9,-2.1,106.1,3.7,2026-03
2026-03-06,4764,雙鍵,化學工業,觸發,進榜即觸發,139.39,98.0,4.0,0,-13.9,-2.1,106.1,3.7,2026-03
2026-03-06,6683,雍智科技,半導體業,進榜,準備,902.41,94.0,3.0,0,63.2,-2.1,89.1,3.7,2026-03
2026-03-06,6640,均華,半導體業,進榜,準備,879.01,80.0,1.0,0,49.3,-2.1,42.0,3.7,2026-03
2026-03-06,3576,聯合再生,光電業,移出,離高點太遠,22.55,99.0,,11,,,,,2026-03
2026-03-06,3450,聯鈞,其他電子業,移出,離高點太遠,281.93,71.0,,8,,,,,2026-03
2026-03-06,3615,安可,光電業,移出,掉出掃描母體,32.92,71.0,,4,,,,,2026-03
2026-03-06,2605,新興,航運業,移出,離高點太遠,32.86,74.0,,4,,,,,2026-03
2026-03-06,6134,萬旭,電子零組件業,移出,掉出掃描母體,32.3,71.0,,3,,,,,2026-03
2026-03-09,2426,鼎元,光電業,進榜,觸發,25.02,84.0,1.0,0,56.1,1.7,188.2,7.5,2026-03
2026-03-09,2426,鼎元,光電業,觸發,進榜即觸發,25.02,84.0,1.0,0,56.1,1.7,188.2,7.5,2026-03
2026-03-09,6505,台塑化,油電燃氣業,進榜,觸發,66.68,84.0,1.0,0,-20.4,1.7,-15.7,7.5,2026-03
2026-03-09,6505,台塑化,油電燃氣業,觸發,進榜即觸發,66.68,84.0,1.0,0,-20.4,1.7,-15.7,7.5,2026-03
2026-03-09,1314,中石化,塑膠工業,進榜,觸發,9.81,71.0,1.0,0,-15.5,1.7,-15.9,7.5,2026-03
2026-03-09,1314,中石化,塑膠工業,觸發,進榜即觸發,9.81,71.0,1.0,0,-15.5,1.7,-15.9,7.5,2026-03
2026-03-09,6861,睿生光電,化學生技醫療,移出,晚期未觸發,134.61,96.0,,5,,,,,2026-03
2026-03-09,4749,新應材,光電業,移出,掉出掃描母體,1004.16,75.0,,4,,,,,2026-03
2026-03-09,3189,景碩,半導體業,移出,離高點太遠,264.05,95.0,,63,,,,,2026-03
2026-03-09,6291,沛亨,半導體業,移出,離高點太遠,244.17,85.0,,26,,,,,2026-03
2026-03-09,7734,印能科技,半導體業,移出,離高點太遠,1550.29,85.0,,26,,,,,2026-03
2026-03-09,2360,致茂,其他電子業,移出,離高點太遠,1229.6,93.0,,26,,,,,2026-03
2026-03-09,1711,永光,化學工業,移出,離高點太遠,25.25,79.0,,14,,,,,2026-03
2026-03-09,2367,燿華,電子工業,移出,離高點太遠,61.76,95.0,,13,,,,,2026-03
2026-03-09,4977,眾達-KY,電子工業,移出,離高點太遠,142.65,78.0,,12,,,,,2026-03
2026-03-09,8039,台虹,電子工業,移出,離高點太遠,95.3,89.0,,11,,,,,2026-03
2026-03-09,6789,采鈺,半導體業,移出,離高點太遠,309.76,71.0,,11,,,,,2026-03
2026-03-09,3563,牧德,光電業,移出,掉出掃描母體,608.98,72.0,,7,,,,,2026-03
2026-03-09,6152,百一,電子工業,移出,離高點太遠,18.25,93.0,,7,,,,,2026-03
2026-03-09,4989,榮科,電子零組件業,移出,離高點太遠,58.02,89.0,,7,,,,,2026-03
2026-03-09,4130,健亞,生技醫療業,移出,離高點太遠,32.5,87.0,,4,,,,,2026-03
2026-03-09,2485,兆赫,通信網路業,移出,突破失敗,51.4,99.0,,3,,,,,2026-03
2026-03-09,4764,雙鍵,化學工業,移出,突破失敗,125.84,98.0,,3,,,,,2026-03
2026-03-10,3653,健策,電子工業,進榜,觸發,3473.43,85.0,4.0,0,21.3,0.7,3.6,6.3,2026-03
2026-03-10,3653,健策,電子工業,觸發,進榜即觸發,3473.43,85.0,4.0,0,21.3,0.7,3.6,6.3,2026-03
2026-03-10,5246,勵威,半導體業,進榜,準備,134.0,100.0,3.0,0,11.6,0.7,37.7,6.3,2026-03
2026-03-10,5289,宜鼎,電腦及週邊設備業,進榜,準備,877.36,97.0,3.0,0,22.1,0.7,93.9,6.3,2026-03
2026-03-10,1785,光洋科,其他電子類,進榜,準備,72.78,74.0,2.0,0,41.9,0.7,84.5,6.3,2026-03
2026-03-10,6683,雍智科技,半導體業,觸發,,981.01,95.0,,4,61.8,0.7,63.3,6.3,2026-03
2026-03-10,6505,台塑化,油電燃氣業,移出,突破失敗,60.04,74.0,,1,,,,,2026-03
2026-03-10,1314,中石化,塑膠工業,移出,掉出掃描母體,9.81,71.0,,1,,,,,2026-03
2026-03-11,4764,雙鍵,化學工業,進榜,觸發,144.23,98.0,3.0,0,4.0,-0.3,82.4,1.8,2026-03
2026-03-11,4764,雙鍵,化學工業,觸發,進榜即觸發,144.23,98.0,3.0,0,4.0,-0.3,82.4,1.8,2026-03
2026-03-11,3481,群創,光電業,進榜,觸發,29.62,93.0,4.0,0,-14.2,-0.3,59.6,1.8,2026-03
2026-03-11,3481,群創,光電業,觸發,進榜即觸發,29.62,93.0,4.0,0,-14.2,-0.3,59.6,1.8,2026-03
2026-03-11,4973,廣穎,半導體業,進榜,觸發,54.89,90.0,4.0,0,40.8,-0.3,191.5,1.8,2026-03
2026-03-11,4973,廣穎,半導體業,觸發,進榜即觸發,54.89,90.0,4.0,0,40.8,-0.3,191.5,1.8,2026-03
2026-03-11,8039,台虹,電子工業,進榜,觸發,114.81,90.0,3.0,0,17.6,-0.3,12.0,1.8,2026-03
2026-03-11,8039,台虹,電子工業,觸發,進榜即觸發,114.81,90.0,3.0,0,17.6,-0.3,12.0,1.8,2026-03
2026-03-11,8271,宇瞻,半導體業,進榜,觸發,140.71,89.0,5.0,0,14.2,-0.3,45.8,1.8,2026-03
2026-03-11,8271,宇瞻,半導體業,觸發,進榜即觸發,140.71,89.0,5.0,0,14.2,-0.3,45.8,1.8,2026-03
2026-03-11,2368,金像電,電子零組件業,進榜,觸發,891.69,86.0,4.0,0,21.4,-0.3,51.4,1.8,2026-03
2026-03-11,2368,金像電,電子零組件業,觸發,進榜即觸發,891.69,86.0,4.0,0,21.4,-0.3,51.4,1.8,2026-03
2026-03-11,8112,至上,電子工業,進榜,觸發,80.47,85.0,2.0,0,-4.4,-0.3,-0.8,1.8,2026-03
2026-03-11,8112,至上,電子工業,觸發,進榜即觸發,80.47,85.0,2.0,0,-4.4,-0.3,-0.8,1.8,2026-03
2026-03-11,3167,大量,電機機械,進榜,觸發,321.44,82.0,5.0,0,96.0,-0.3,167.8,1.8,2026-03
2026-03-11,3167,大量,電機機械,觸發,進榜即觸發,321.44,82.0,5.0,0,96.0,-0.3,167.8,1.8,2026-03
2026-03-11,4960,誠美材,電子工業,進榜,觸發,19.25,75.0,2.0,0,19.5,-0.3,58.2,1.8,2026-03
2026-03-11,4960,誠美材,電子工業,觸發,進榜即觸發,19.25,75.0,2.0,0,19.5,-0.3,58.2,1.8,2026-03
2026-03-11,2485,兆赫,通信網路業,進榜,準備,55.3,99.0,3.0,0,32.9,-0.3,14.3,1.8,2026-03
2026-03-11,6861,睿生光電,化學生技醫療,進榜,準備,162.42,96.0,3.0,0,-16.8,-0.3,108.9,1.8,2026-03
2026-03-11,5274,信驊,半導體業,進榜,準備,9098.94,87.0,2.0,0,25.1,-0.3,74.3,1.8,2026-03
2026-03-11,4755,三福化,化學工業,進榜,準備,149.43,73.0,2.0,0,-10.1,-0.3,-8.5,1.8,2026-03
2026-03-11,3131,弘塑,其他電子類,進榜,準備,1924.58,70.0,1.0,0,61.7,-0.3,54.6,1.8,2026-03
2026-03-11,5246,勵威,半導體業,移出,離高點太遠,168.0,100.0,,1,,,,,2026-03
2026-03-12,3675,德微,半導體業,進榜,觸發,207.5,81.0,2.0,0,-6.7,0.2,50.1,3.0,2026-03
2026-03-12,3675,德微,半導體業,觸發,進榜即觸發,207.5,81.0,2.0,0,-6.7,0.2,50.1,3.0,2026-03
2026-03-12,6531,愛普*,半導體業,進榜,觸發,482.19,76.0,6.0,0,16.8,0.2,98.4,3.0,2026-03
2026-03-12,6531,愛普*,半導體業,觸發,進榜即觸發,482.19,76.0,6.0,0,16.8,0.2,98.4,3.0,2026-03
2026-03-12,1727,中華化,化學工業,進榜,觸發,55.21,73.0,4.0,0,5.6,0.2,68.0,3.0,2026-03
2026-03-12,1727,中華化,化學工業,觸發,進榜即觸發,55.21,73.0,4.0,0,5.6,0.2,68.0,3.0,2026-03
2026-03-12,5475,德宏,電子零組件業,進榜,準備,221.0,100.0,3.0,0,30.1,0.2,18.1,3.0,2026-03
2026-03-12,4542,科嶠,電子零組件業,進榜,準備,177.53,98.0,2.0,0,-2.6,0.2,94.6,3.0,2026-03
2026-03-12,6291,沛亨,半導體業,進榜,準備,314.91,90.0,2.0,0,38.8,0.2,77.2,3.0,2026-03
2026-03-12,6739,竹陞科技,其他電子業,進榜,準備,1091.94,87.0,3.0,0,36.7,0.2,11.8,3.0,2026-03
2026-03-12,1711,永光,化學工業,進榜,準備,29.4,83.0,1.0,0,44.7,0.2,51.7,3.0,2026-03
2026-03-12,3030,德律,其他電子業,進榜,準備,271.98,81.0,2.0,0,11.7,0.2,23.7,3.0,2026-03
2026-03-12,3498,陽程,其他電子類,進榜,準備,73.5,74.0,1.0,0,19.2,0.2,79.6,3.0,2026-03
2026-03-12,2485,兆赫,通信網路業,觸發,,60.8,99.0,,1,32.9,0.2,11.8,3.0,2026-03
2026-03-12,3131,弘塑,其他電子類,移出,掉出掃描母體,1924.58,70.0,,1,,,,,2026-03
2026-03-12,5386,青雲,電腦及週邊設備業,移出,離高點太遠,190.91,100.0,,38,,,,,2026-03
2026-03-13,3595,山太士,光電業,進榜,觸發,1170.0,98.0,4.0,0,46.2,0.6,96.2,2.1,2026-03
2026-03-13,3595,山太士,光電業,觸發,進榜即觸發,1170.0,98.0,4.0,0,46.2,0.6,96.2,2.1,2026-03
2026-03-13,6727,亞泰金屬,電子零組件業,進榜,觸發,258.19,75.0,2.0,0,45.6,0.6,61.9,2.1,2026-03
2026-03-13,6727,亞泰金屬,電子零組件業,觸發,進榜即觸發,258.19,75.0,2.0,0,45.6,0.6,61.9,2.1,2026-03
2026-03-13,3037,欣興,電子工業,進榜,準備,506.96,98.0,2.0,0,17.5,0.6,74.0,2.1,2026-03
2026-03-13,2360,致茂,其他電子業,進榜,準備,1517.17,93.0,3.0,0,20.3,0.6,44.4,2.1,2026-03
2026-03-13,8096,擎亞,電子通路業,進榜,準備,75.7,86.0,2.0,0,25.6,0.6,55.9,2.1,2026-03
2026-03-13,3354,律勝,電子零組件業,進榜,準備,32.45,85.0,3.0,0,-16.6,0.6,-15.9,2.1,2026-03
2026-03-13,4977,眾達-KY,電子工業,進榜,準備,177.24,80.0,3.0,0,0.8,0.6,-5.9,2.1,2026-03
2026-03-13,3615,安可,光電業,進榜,準備,36.71,79.0,2.0,0,-15.0,0.6,44.2,2.1,2026-03
2026-03-13,3715,定穎投控,電子零組件業,進榜,準備,164.96,77.0,3.0,0,12.3,0.6,-2.1,2.1,2026-03
2026-03-13,2481,強茂,半導體業,進榜,準備,95.16,71.0,3.0,0,2.2,0.6,42.4,2.1,2026-03
2026-03-13,6451,訊芯-KY,半導體業,進榜,準備,215.39,71.0,3.0,0,120.9,0.6,157.5,2.1,2026-03
2026-03-13,4755,三福化,化學工業,觸發,,165.0,78.0,,2,-14.7,0.6,-21.2,2.1,2026-03
2026-03-13,6446,藥華藥,生技醫療業,移出,離高點太遠,591.7,74.0,,45,,,,,2026-03
2026-03-13,3049,精金,電子工業,移出,離高點太遠,12.45,88.0,,10,,,,,2026-03
2026-03-16,3260,威剛,半導體業,進榜,觸發,382.21,97.0,4.0,0,-3.6,0.5,3.2,1.4,2026-03
2026-03-16,3260,威剛,半導體業,觸發,進榜即觸發,382.21,97.0,4.0,0,-3.6,0.5,3.2,1.4,2026-03
2026-03-16,3006,晶豪科,電子工業,進榜,觸發,176.17,95.0,3.0,0,-11.9,0.5,15.5,1.4,2026-03
2026-03-16,3006,晶豪科,電子工業,觸發,進榜即觸發,176.17,95.0,3.0,0,-11.9,0.5,15.5,1.4,2026-03
2026-03-16,2451,創見,半導體業,進榜,觸發,249.1,92.0,6.0,0,-4.4,0.5,12.5,1.4,2026-03
2026-03-16,2451,創見,半導體業,觸發,進榜即觸發,249.1,92.0,6.0,0,-4.4,0.5,12.5,1.4,2026-03
2026-03-16,5351,鈺創,半導體業,進榜,觸發,70.1,89.0,3.0,0,-3.1,0.5,20.3,1.4,2026-03
2026-03-16,5351,鈺創,半導體業,觸發,進榜即觸發,70.1,89.0,3.0,0,-3.1,0.5,20.3,1.4,2026-03
2026-03-16,1721,三晃,化學工業,進榜,觸發,20.8,83.0,1.0,0,-7.2,0.5,8.7,1.4,2026-03
2026-03-16,1721,三晃,化學工業,觸發,進榜即觸發,20.8,83.0,1.0,0,-7.2,0.5,8.7,1.4,2026-03
2026-03-16,8064,東捷,光電業,進榜,觸發,61.35,75.0,2.0,0,21.5,0.5,115.2,1.4,2026-03
2026-03-16,8064,東捷,光電業,觸發,進榜即觸發,61.35,75.0,2.0,0,21.5,0.5,115.2,1.4,2026-03
2026-03-16,1708,東鹼,化學工業,進榜,觸發,41.4,70.0,1.0,0,-6.0,0.5,10.0,1.4,2026-03
2026-03-16,1708,東鹼,化學工業,觸發,進榜即觸發,41.4,70.0,1.0,0,-6.0,0.5,10.0,1.4,2026-03
2026-03-16,5386,青雲,電腦及週邊設備業,進榜,準備,229.09,100.0,2.0,0,13.0,0.5,40.0,1.4,2026-03
2026-03-16,3693,營邦,電腦及週邊設備業,進榜,準備,481.96,85.0,1.0,0,23.3,0.5,0.5,1.4,2026-03
2026-03-16,3131,弘塑,其他電子類,進榜,準備,2120.96,77.0,1.0,0,49.1,0.5,40.5,1.4,2026-03
2026-03-16,1309,台達化,塑膠工業,進榜,準備,16.13,72.0,1.0,0,30.4,0.5,-7.1,1.4,2026-03
2026-03-16,2399,映泰,電子工業,進榜,準備,27.15,70.0,1.0,0,36.5,0.5,70.0,1.4,2026-03
2026-03-16,8096,擎亞,電子通路業,觸發,,83.2,89.0,,3,14.7,0.5,45.4,1.4,2026-03
2026-03-16,6451,訊芯-KY,半導體業,觸發,,236.88,77.0,,3,92.4,0.5,110.8,1.4,2026-03
2026-03-16,6640,均華,半導體業,觸發,,1050.67,84.0,,10,62.4,0.5,-4.2,1.4,2026-03
2026-03-16,3354,律勝,電子零組件業,移出,離高點太遠,30.0,80.0,,3,,,,,2026-03
2026-03-16,6861,睿生光電,化學生技醫療,移出,晚期未觸發,155.47,95.0,,5,,,,,2026-03
2026-03-16,3481,群創,光電業,移出,離高點太遠,26.68,88.0,,5,,,,,2026-03
2026-03-16,5475,德宏,電子零組件業,移出,離高點太遠,202.0,99.0,,4,,,,,2026-03
2026-03-16,4755,三福化,化學工業,移出,掉出掃描母體,165.0,78.0,,5,,,,,2026-03
2026-03-17,2486,一詮,光電業,進榜,觸發,162.2,89.0,2.0,0,14.2,0.6,55.1,1.7,2026-03
2026-03-17,2486,一詮,光電業,觸發,進榜即觸發,162.2,89.0,2.0,0,14.2,0.6,55.1,1.7,2026-03
2026-03-17,8240,華宏,光電業,進榜,觸發,52.88,74.0,1.0,0,18.8,0.6,3.9,1.7,2026-03
2026-03-17,8240,華宏,光電業,觸發,進榜即觸發,52.88,74.0,1.0,0,18.8,0.6,3.9,1.7,2026-03
2026-03-17,2337,旺宏,半導體業,進榜,準備,130.5,100.0,3.0,0,6.5,0.6,12.3,1.7,2026-03
2026-03-17,2344,華邦電,半導體業,進榜,準備,122.86,99.0,3.0,0,-27.1,0.6,40.0,1.7,2026-03
2026-03-17,2367,燿華,電子工業,進榜,準備,76.38,95.0,1.0,0,-8.3,0.6,-18.4,1.7,2026-03
2026-03-17,2308,台達電,電子工業,進榜,準備,1432.51,85.0,3.0,0,28.1,0.6,53.8,1.7,2026-03
2026-03-17,2605,新興,航運業,進榜,準備,39.24,81.0,3.0,0,-12.1,0.6,-22.2,1.7,2026-03
2026-03-17,3430,奇鈦科,化學工業,進榜,準備,80.0,80.0,1.0,0,-3.8,0.6,53.7,1.7,2026-03
2026-03-17,2478,大毅,電子工業,進榜,準備,72.69,78.0,3.0,0,1.0,0.6,133.3,1.7,2026-03
2026-03-17,1711,永光,化學工業,觸發,,39.05,90.0,,5,11.7,0.6,10.9,1.7,2026-03
2026-03-17,5386,青雲,電腦及週邊設備業,觸發,,252.0,100.0,,1,-6.5,0.6,27.9,1.7,2026-03
2026-03-17,1785,光洋科,其他電子類,觸發,,89.1,80.0,,7,56.7,0.6,56.2,1.7,2026-03
2026-03-17,1309,台達化,塑膠工業,移出,掉出掃描母體,16.13,72.0,,1,,,,,2026-03
2026-03-17,2399,映泰,電子工業,移出,掉出掃描母體,27.15,70.0,,1,,,,,2026-03
2026-03-17,3081,聯亞,通信網路業,移出,離高點太遠,1225.36,95.0,,64,,,,,2026-03
2026-03-17,8039,台虹,電子工業,移出,離高點太遠,115.8,88.0,,6,,,,,2026-03
2026-03-17,3167,大量,電機機械,移出,離高點太遠,329.4,82.0,,6,,,,,2026-03
2026-03-17,3030,德律,其他電子業,移出,掉出掃描母體,244.58,71.0,,5,,,,,2026-03
2026-03-17,3615,安可,光電業,移出,掉出掃描母體,34.74,71.0,,4,,,,,2026-03
2026-03-17,1708,東鹼,化學工業,移出,掉出掃描母體,41.4,70.0,,1,,,,,2026-03
2026-03-18,7751,竑騰,電子工業,進榜,觸發,1546.22,96.0,3.0,0,22.6,0.3,-10.1,1.8,2026-03
2026-03-18,7751,竑騰,電子工業,觸發,進榜即觸發,1546.22,96.0,3.0,0,22.6,0.3,-10.1,1.8,2026-03
2026-03-18,4967,十銓,半導體業,進榜,觸發,238.77,95.0,3.0,0,-11.0,0.3,12.4,1.8,2026-03
2026-03-18,4967,十銓,半導體業,觸發,進榜即觸發,238.77,95.0,3.0,0,-11.0,0.3,12.4,1.8,2026-03
2026-03-18,4989,榮科,電子零組件業,進榜,觸發,71.34,92.0,4.0,0,35.8,0.3,7.0,1.8,2026-03
2026-03-18,4989,榮科,電子零組件業,觸發,進榜即觸發,71.34,92.0,4.0,0,35.8,0.3,7.0,1.8,2026-03
2026-03-18,6894,衛司特,綠能環保類,進榜,觸發,363.56,84.0,3.0,0,-4.1,0.3,0.7,1.8,2026-03
2026-03-18,6894,衛司特,綠能環保類,觸發,進榜即觸發,363.56,84.0,3.0,0,-4.1,0.3,0.7,1.8,2026-03
2026-03-18,2345,智邦,通信網路業,進榜,觸發,1587.43,80.0,6.0,0,29.4,0.3,51.9,1.8,2026-03
2026-03-18,2345,智邦,通信網路業,觸發,進榜即觸發,1587.43,80.0,6.0,0,29.4,0.3,51.9,1.8,2026-03
2026-03-18,8155,博智,電子零組件業,進榜,觸發,241.39,78.0,6.0,0,54.1,0.3,53.5,1.8,2026-03
2026-03-18,8155,博智,電子零組件業,觸發,進榜即觸發,241.39,78.0,6.0,0,54.1,0.3,53.5,1.8,2026-03
2026-03-18,2495,普安,其他電子業,進榜,觸發,35.21,77.0,2.0,0,19.2,0.3,40.5,1.8,2026-03
2026-03-18,2495,普安,其他電子業,觸發,進榜即觸發,35.21,77.0,2.0,0,19.2,0.3,40.5,1.8,2026-03
2026-03-18,6788,華景電,半導體業,進榜,觸發,371.43,76.0,3.0,0,11.9,0.3,20.9,1.8,2026-03
2026-03-18,6788,華景電,半導體業,觸發,進榜即觸發,371.43,76.0,3.0,0,11.9,0.3,20.9,1.8,2026-03
2026-03-18,2399,映泰,電子工業,進榜,觸發,30.8,74.0,1.0,0,14.4,0.3,55.8,1.8,2026-03
2026-03-18,2399,映泰,電子工業,觸發,進榜即觸發,30.8,74.0,1.0,0,14.4,0.3,55.8,1.8,2026-03
2026-03-18,6715,嘉基,電子工業,進榜,準備,324.85,97.0,1.0,0,29.1,0.3,19.1,1.8,2026-03
2026-03-18,3189,景碩,半導體業,進榜,準備,364.87,96.0,3.0,0,7.1,0.3,80.6,1.8,2026-03
2026-03-18,3049,精金,電子工業,進榜,準備,14.95,92.0,2.0,0,-7.7,0.3,-1.3,1.8,2026-03
2026-03-18,8996,高力,電機機械,進榜,準備,946.86,92.0,2.0,0,28.8,0.3,32.5,1.8,2026-03
2026-03-18,7734,印能科技,半導體業,進榜,準備,1888.18,88.0,2.0,0,31.8,0.3,54.2,1.8,2026-03
2026-03-18,3028,增你強,電子工業,進榜,準備,55.48,84.0,3.0,0,6.6,0.3,28.5,1.8,2026-03
2026-03-18,6693,廣閎科,半導體業,進榜,準備,101.75,79.0,2.0,0,40.7,0.3,81.9,1.8,2026-03
2026-03-18,1809,中釉,玻璃陶瓷,進榜,準備,29.37,76.0,3.0,0,-8.0,0.3,74.3,1.8,2026-03
2026-03-18,2337,旺宏,半導體業,觸發,,143.5,100.0,,1,-8.7,0.3,10.8,1.8,2026-03
2026-03-18,3715,定穎投控,電子零組件業,觸發,,172.41,83.0,,5,14.1,0.3,-2.6,1.8,2026-03
2026-03-18,3693,營邦,電腦及週邊設備業,觸發,,522.37,88.0,,2,24.9,0.3,-3.0,1.8,2026-03
2026-03-18,2481,強茂,半導體業,移出,掉出掃描母體,102.13,71.0,,5,,,,,2026-03
2026-03-18,2887,台新新光金,金融保險,移出,掉出掃描母體,24.1,72.0,,48,,,,,2026-03
2026-03-18,4927,泰鼎-KY,電子工業,移出,離高點太遠,45.5,85.0,,22,,,,,2026-03
2026-03-19,3135,凌航,半導體業,進榜,觸發,134.05,97.0,4.0,0,-21.0,1.3,35.0,2.0,2026-03
2026-03-19,3135,凌航,半導體業,觸發,進榜即觸發,134.05,97.0,4.0,0,-21.0,1.3,35.0,2.0,2026-03
2026-03-19,3105,穩懋,半導體業,進榜,觸發,353.02,96.0,1.0,0,67.0,1.3,39.7,2.0,2026-03
2026-03-19,3105,穩懋,半導體業,觸發,進榜即觸發,353.02,96.0,1.0,0,67.0,1.3,39.7,2.0,2026-03
2026-03-19,3508,位速,其他電子類,進榜,觸發,52.3,90.0,1.0,0,-54.0,1.3,-64.7,2.0,2026-03
2026-03-19,3508,位速,其他電子類,觸發,進榜即觸發,52.3,90.0,1.0,0,-54.0,1.3,-64.7,2.0,2026-03
2026-03-19,6127,九豪,電子零組件業,進榜,觸發,44.4,90.0,4.0,0,8.1,1.3,72.3,2.0,2026-03
2026-03-19,6127,九豪,電子零組件業,觸發,進榜即觸發,44.4,90.0,4.0,0,8.1,1.3,72.3,2.0,2026-03
2026-03-19,6274,台燿,電子零組件業,進榜,觸發,579.36,81.0,2.0,0,64.0,1.3,177.9,2.0,2026-03
2026-03-19,6274,台燿,電子零組件業,觸發,進榜即觸發,579.36,81.0,2.0,0,64.0,1.3,177.9,2.0,2026-03
2026-03-19,6584,南俊國際,電子零組件業,進榜,觸發,456.5,80.0,5.0,0,60.6,1.3,32.7,2.0,2026-03
2026-03-19,6584,南俊國際,電子零組件業,觸發,進榜即觸發,456.5,80.0,5.0,0,60.6,1.3,32.7,2.0,2026-03
2026-03-19,3533,嘉澤,電子工業,進榜,觸發,1994.63,75.0,2.0,0,29.3,1.3,13.1,2.0,2026-03
2026-03-19,3533,嘉澤,電子工業,觸發,進榜即觸發,1994.63,75.0,2.0,0,29.3,1.3,13.1,2.0,2026-03
2026-03-19,1309,台達化,塑膠工業,進榜,觸發,16.98,74.0,1.0,0,11.4,1.3,-15.7,2.0,2026-03
2026-03-19,1309,台達化,塑膠工業,觸發,進榜即觸發,16.98,74.0,1.0,0,11.4,1.3,-15.7,2.0,2026-03
2026-03-19,7781,昕力資*,數位雲端,進榜,準備,33.95,100.0,2.0,0,-10.9,1.3,-14.6,2.0,2026-03
2026-03-19,1708,東鹼,化學工業,進榜,準備,44.52,72.0,1.0,0,-15.4,1.3,3.3,2.0,2026-03
2026-03-19,1809,中釉,玻璃陶瓷,觸發,,32.3,82.0,,1,-13.8,1.3,52.3,2.0,2026-03
2026-03-19,6291,沛亨,半導體業,觸發,,355.19,88.0,,7,17.8,1.3,53.2,2.0,2026-03
2026-03-19,6016,康和證,金融業,移出,掉出掃描母體,16.03,72.0,,50,,,,,2026-03
2026-03-20,4991,環宇-KY,半導體業,進榜,觸發,427.0,94.0,3.0,0,68.9,1.8,31.1,2.5,2026-03
2026-03-20,4991,環宇-KY,半導體業,觸發,進榜即觸發,427.0,94.0,3.0,0,68.9,1.8,31.1,2.5,2026-03
2026-03-20,7795,長廣,電子零組件業,進榜,觸發,432.78,90.0,3.0,0,-1.6,1.8,-7.6,2.5,2026-03
2026-03-20,7795,長廣,電子零組件業,觸發,進榜即觸發,432.78,90.0,3.0,0,-1.6,1.8,-7.6,2.5,2026-03
2026-03-20,3363,上詮,通信網路業,進榜,觸發,734.0,88.0,5.0,0,34.9,1.8,-6.7,2.5,2026-03
2026-03-20,3363,上詮,通信網路業,觸發,進榜即觸發,734.0,88.0,5.0,0,34.9,1.8,-6.7,2.5,2026-03
2026-03-20,2369,菱生,電子工業,進榜,觸發,35.75,86.0,4.0,0,-8.5,1.8,-3.5,2.5,2026-03
2026-03-20,2369,菱生,電子工業,觸發,進榜即觸發,35.75,86.0,4.0,0,-8.5,1.8,-3.5,2.5,2026-03
2026-03-20,3221,台嘉碩,通信網路業,進榜,觸發,36.57,86.0,1.0,0,45.9,1.8,61.4,2.5,2026-03
2026-03-20,3221,台嘉碩,通信網路業,觸發,進榜即觸發,36.57,86.0,1.0,0,45.9,1.8,61.4,2.5,2026-03
2026-03-20,2349,錸德,光電業,進榜,觸發,15.8,72.0,1.0,0,-13.3,1.8,-13.6,2.5,2026-03
2026-03-20,2349,錸德,光電業,觸發,進榜即觸發,15.8,72.0,1.0,0,-13.3,1.8,-13.6,2.5,2026-03
2026-03-20,5452,佶優,其他電子類,進榜,準備,39.14,79.0,2.0,0,-10.6,1.8,-15.6,2.5,2026-03
2026-03-20,1305,華夏,塑膠工業,進榜,準備,16.67,73.0,2.0,0,-14.0,1.8,-23.8,2.5,2026-03
2026-03-20,3049,精金,電子工業,觸發,,18.0,93.0,,2,-24.7,1.8,-17.2,2.5,2026-03
2026-03-20,7781,昕力資*,數位雲端,移出,離高點太遠,32.15,100.0,,1,,,,,2026-03
2026-03-20,4764,雙鍵,化學工業,移出,離高點太遠,138.91,94.0,,9,,,,,2026-03
2026-03-20,1727,中華化,化學工業,移出,掉出掃描母體,54.61,72.0,,8,,,,,2026-03
2026-03-20,1721,三晃,化學工業,移出,離高點太遠,19.0,78.0,,4,,,,,2026-03
2026-03-20,2344,華邦電,半導體業,移出,離高點太遠,109.43,98.0,,3,,,,,2026-03
2026-03-20,3508,位速,其他電子類,移出,突破失敗,47.9,87.0,,1,,,,,2026-03
2026-03-23,5291,邑昇,電子零組件業,進榜,觸發,68.0,95.0,1.0,0,-0.7,4.0,-4.7,4.2,2026-03
2026-03-23,5291,邑昇,電子零組件業,觸發,進榜即觸發,68.0,95.0,1.0,0,-0.7,4.0,-4.7,4.2,2026-03
2026-03-23,1304,台聚,塑膠工業,進榜,觸發,16.36,79.0,1.0,0,-13.3,4.0,-18.1,4.2,2026-03
2026-03-23,1304,台聚,塑膠工業,觸發,進榜即觸發,16.36,79.0,1.0,0,-13.3,4.0,-18.1,4.2,2026-03
2026-03-23,1308,亞聚,塑膠工業,進榜,觸發,17.9,75.0,2.0,0,-15.7,4.0,-23.1,4.2,2026-03
