日期,代號,名稱,產業,事件,原因,收盤,RS,底部序,在榜天數,樞紐,報酬20D,基準20D,報酬60D,基準60D,報酬120D,基準120D,報酬180D,基準180D,次日開盤,跳空%,報酬20D開,基準20D開,報酬60D開,基準60D開,報酬120D開,基準120D開,報酬180D開,基準180D開,月,來源
2021-02-17,4960,誠美材,電子工業,移出,掉出掃描母體,10.69,71.0,,14,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-17,2354,鴻準,其他電子業,移出,掉出掃描母體,59.65,72.0,,30,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-17,3034,聯詠,半導體業,觸發,等待後觸發,331.78,92.0,3.0,37,246.63,2.5,6.7,-2.5,1.6,-1.3,7.5,-10.5,10.8,331.8,0.0,2.5,6.5,-2.5,1.6,-1.3,7.6,-10.5,10.2,2021-02,2021
2021-02-17,2379,瑞昱,半導體業,進榜,準備,400.01,72.0,2.0,0,,-10.2,6.7,-8.7,1.6,9.3,7.5,0.6,10.8,401.6,0.4,-10.5,6.5,-9.1,1.6,8.9,7.6,0.2,10.2,2021-02,2021
2021-02-17,2467,志聖,電子工業,進榜,準備,31.46,77.0,3.0,0,,15.2,6.7,17.1,1.6,28.6,7.5,17.6,10.8,31.6,0.5,14.6,6.5,16.5,1.6,28.0,7.6,17.0,10.2,2021-02,2021
2021-02-17,2441,超豐,半導體業,進榜,準備,56.61,81.0,1.0,0,,-8.5,6.7,-13.5,1.6,22.5,7.5,7.1,10.8,56.9,0.5,-9.0,6.5,-14.0,1.6,21.8,7.6,6.5,10.2,2021-02,2021
2021-02-17,5371,中光電,光電業,進榜,觸發,36.0,71.0,1.0,0,,15.4,6.7,18.8,1.6,23.6,7.5,53.9,10.8,35.9,-0.2,15.7,6.5,19.1,1.6,23.8,7.6,54.2,10.2,2021-02,2021
2021-02-17,2492,華新科,電子工業,觸發,進榜即觸發,220.9,78.0,3.0,0,220.9,-2.9,6.7,-25.0,1.6,-25.0,7.5,-39.7,10.8,221.3,0.2,-3.1,6.5,-25.2,1.6,-25.2,7.6,-39.8,10.2,2021-02,2021
2021-02-17,2338,光罩,半導體業,觸發,進榜即觸發,40.21,79.0,3.0,0,40.21,26.5,6.7,51.2,1.6,84.0,7.5,111.5,10.8,39.4,-1.9,28.9,6.5,54.1,1.6,87.5,7.6,115.6,10.2,2021-02,2021
2021-02-17,2338,光罩,半導體業,進榜,觸發,40.21,79.0,3.0,0,,26.5,6.7,51.2,1.6,84.0,7.5,111.5,10.8,39.4,-1.9,28.9,6.5,54.1,1.6,87.5,7.6,115.6,10.2,2021-02,2021
2021-02-17,3711,日月光投控,半導體業,觸發,進榜即觸發,88.98,89.0,1.0,0,88.98,-8.2,6.7,-8.2,1.6,9.5,7.5,-6.0,10.8,90.5,1.7,-9.7,6.5,-9.7,1.6,7.6,7.6,-7.6,10.2,2021-02,2021
2021-02-17,3711,日月光投控,半導體業,進榜,觸發,88.98,89.0,1.0,0,,-8.2,6.7,-8.2,1.6,9.5,7.5,-6.0,10.8,90.5,1.7,-9.7,6.5,-9.7,1.6,7.6,7.6,-7.6,10.2,2021-02,2021
2021-02-17,8070,長華*,電子工業,觸發,進榜即觸發,24.87,91.0,3.0,0,24.87,18.2,6.7,-8.7,1.6,-2.0,7.5,3.9,10.8,25.8,3.9,13.7,6.5,-12.1,1.6,-5.7,7.6,0.0,10.2,2021-02,2021
2021-02-17,8070,長華*,電子工業,進榜,觸發,24.87,91.0,3.0,0,,18.2,6.7,-8.7,1.6,-2.0,7.5,3.9,10.8,25.8,3.9,13.7,6.5,-12.1,1.6,-5.7,7.6,0.0,10.2,2021-02,2021
2021-02-17,6547,高端疫苗,生技醫療業,觸發,進榜即觸發,109.43,91.0,3.0,0,109.43,27.6,6.7,130.4,1.6,72.7,7.5,38.3,10.8,120.2,9.8,16.2,6.5,109.8,1.6,57.3,7.6,26.0,10.2,2021-02,2021
2021-02-17,6547,高端疫苗,生技醫療業,進榜,觸發,109.43,91.0,3.0,0,,27.6,6.7,130.4,1.6,72.7,7.5,38.3,10.8,120.2,9.8,16.2,6.5,109.8,1.6,57.3,7.6,26.0,10.2,2021-02,2021
2021-02-17,2492,華新科,電子工業,進榜,觸發,220.9,78.0,3.0,0,,-2.9,6.7,-25.0,1.6,-25.0,7.5,-39.7,10.8,221.3,0.2,-3.1,6.5,-25.2,1.6,-25.2,7.6,-39.8,10.2,2021-02,2021
2021-02-18,6712,長聖,生技醫療業,進榜,準備,154.09,81.0,3.0,0,,61.0,4.8,58.2,0.8,9.4,7.2,-23.2,9.2,151.5,-1.7,63.8,4.9,61.0,1.1,11.2,7.3,-21.9,9.1,2021-02,2021
2021-02-18,1304,台聚,塑膠工業,進榜,準備,17.72,80.0,3.0,0,,10.1,4.8,45.3,0.8,57.7,7.2,63.6,9.2,17.8,0.2,9.9,4.9,45.0,1.1,57.3,7.3,63.3,9.1,2021-02,2021
2021-02-18,3419,譁裕,電子工業,進榜,準備,20.48,76.0,3.0,0,,0.2,4.8,-17.3,0.8,-19.9,7.2,-19.1,9.2,20.2,-1.4,1.7,4.9,-16.2,1.1,-18.8,7.3,-18.0,9.1,2021-02,2021
2021-02-18,8454,富邦媒,貿易百貨,進榜,準備,395.48,71.0,3.0,0,,5.4,4.8,44.5,0.8,182.4,7.2,162.1,9.2,396.4,0.2,5.2,4.9,44.2,1.1,181.8,7.3,161.5,9.1,2021-02,2021
2021-02-18,5439,高技,電子零組件業,進榜,準備,47.66,70.0,3.0,0,,8.9,4.8,-11.5,0.8,15.5,7.2,11.4,9.2,46.8,-1.8,10.9,4.9,-9.8,1.1,17.7,7.3,13.4,9.1,2021-02,2021
2021-02-18,8299,群聯,半導體業,進榜,準備,325.99,70.0,2.0,0,,12.3,4.8,10.6,0.8,15.0,7.2,-2.6,9.2,327.2,0.4,11.9,4.9,10.2,1.1,14.5,7.3,-2.9,9.1,2021-02,2021
2021-02-18,6491,晶碩,生技醫療業,移出,掉出掃描母體,239.27,75.0,,13,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-18,8924,大田,其他,觸發,等待後觸發,47.35,86.0,3.0,13,43.87,23.3,4.8,60.8,0.8,138.5,7.2,132.2,9.2,48.0,1.4,21.6,4.9,58.6,1.1,135.3,7.3,129.0,9.1,2021-02,2021
2021-02-18,2344,華邦電,半導體業,觸發,等待後觸發,28.41,95.0,3.0,13,26.29,-10.5,4.8,-8.4,0.8,-2.1,7.2,-10.1,9.2,28.1,-1.3,-9.3,4.9,-7.2,1.1,-0.9,7.3,-9.0,9.1,2021-02,2021
2021-02-18,3264,欣銓,半導體業,移出,掉出掃描母體,37.62,74.0,,14,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-18,2379,瑞昱,半導體業,移出,掉出掃描母體,400.01,72.0,,1,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-18,3484,崧騰,電子零組件業,觸發,等待後觸發,56.44,95.0,3.0,45,49.17,9.0,4.8,-11.1,0.8,4.2,7.2,1.4,9.2,56.4,-0.1,9.2,4.9,-11.0,1.1,4.4,7.3,1.5,9.1,2021-02,2021
2021-02-18,2408,南亞科,半導體業,進榜,準備,79.88,84.0,3.0,0,,2.9,4.8,-16.5,0.8,-25.0,7.2,-22.2,9.2,81.7,2.3,0.5,4.9,-18.4,1.1,-26.7,7.3,-24.0,9.1,2021-02,2021
2021-02-18,8183,精星,其他電子類,觸發,進榜即觸發,21.43,71.0,4.0,0,21.43,69.6,4.8,49.5,0.8,89.9,7.2,80.3,9.2,21.8,1.5,67.0,4.9,47.2,1.1,87.0,7.3,77.5,9.1,2021-02,2021
2021-02-18,2415,錩新,電子工業,觸發,進榜即觸發,27.44,97.0,2.0,0,27.44,14.2,4.8,-10.8,0.8,22.4,7.2,22.1,9.2,27.0,-1.7,16.1,4.9,-9.2,1.1,24.4,7.3,24.2,9.1,2021-02,2021
2021-02-18,8183,精星,其他電子類,進榜,觸發,21.43,71.0,4.0,0,,69.6,4.8,49.5,0.8,89.9,7.2,80.3,9.2,21.8,1.5,67.0,4.9,47.2,1.1,87.0,7.3,77.5,9.1,2021-02,2021
2021-02-18,2337,旺宏,半導體業,觸發,進榜即觸發,38.87,79.0,4.0,0,38.87,-2.3,4.8,-16.2,0.8,-10.9,7.2,-7.6,9.2,38.9,0.0,-2.3,4.9,-16.2,1.1,-10.9,7.3,-7.6,9.1,2021-02,2021
2021-02-18,2337,旺宏,半導體業,進榜,觸發,38.87,79.0,4.0,0,,-2.3,4.8,-16.2,0.8,-10.9,7.2,-7.6,9.2,38.9,0.0,-2.3,4.9,-16.2,1.1,-10.9,7.3,-7.6,9.1,2021-02,2021
2021-02-18,3661,世芯-KY,半導體業,觸發,進榜即觸發,930.99,83.0,5.0,0,930.99,-4.3,4.8,-54.8,0.8,-38.2,7.2,23.2,9.2,940.6,1.0,-5.3,4.9,-55.3,1.1,-38.8,7.3,22.0,9.1,2021-02,2021
2021-02-18,3661,世芯-KY,半導體業,進榜,觸發,930.99,83.0,5.0,0,,-4.3,4.8,-54.8,0.8,-38.2,7.2,23.2,9.2,940.6,1.0,-5.3,4.9,-55.3,1.1,-38.8,7.3,22.0,9.1,2021-02,2021
2021-02-18,3529,力旺,半導體業,觸發,進榜即觸發,848.99,84.0,5.0,0,848.99,-7.2,4.8,-5.4,0.8,46.5,7.2,173.8,9.2,860.4,1.3,-8.4,4.9,-6.6,1.1,44.5,7.3,170.2,9.1,2021-02,2021
2021-02-18,3529,力旺,半導體業,進榜,觸發,848.99,84.0,5.0,0,,-7.2,4.8,-5.4,0.8,46.5,7.2,173.8,9.2,860.4,1.3,-8.4,4.9,-6.6,1.1,44.5,7.3,170.2,9.1,2021-02,2021
2021-02-18,3141,晶宏,半導體業,觸發,進榜即觸發,44.08,90.0,3.0,0,44.08,35.4,4.8,20.0,0.8,193.8,7.2,357.1,9.2,44.3,0.4,34.9,4.9,19.5,1.1,192.5,7.3,355.2,9.1,2021-02,2021
2021-02-18,3141,晶宏,半導體業,進榜,觸發,44.08,90.0,3.0,0,,35.4,4.8,20.0,0.8,193.8,7.2,357.1,9.2,44.3,0.4,34.9,4.9,19.5,1.1,192.5,7.3,355.2,9.1,2021-02,2021
2021-02-18,6457,紘康,半導體業,進榜,準備,95.09,94.0,3.0,0,,14.8,4.8,27.5,0.8,42.4,7.2,48.6,9.2,95.1,0.0,14.8,4.9,27.5,1.1,42.4,7.3,48.6,9.1,2021-02,2021
2021-02-18,2415,錩新,電子工業,進榜,觸發,27.44,97.0,2.0,0,,14.2,4.8,-10.8,0.8,22.4,7.2,22.1,9.2,27.0,-1.7,16.1,4.9,-9.2,1.1,24.4,7.3,24.2,9.1,2021-02,2021
2021-02-19,4976,佳凌,電子工業,進榜,準備,97.89,99.0,3.0,0,,1.5,4.7,-33.8,0.0,-32.7,5.2,-34.1,8.2,103.6,5.9,-4.2,4.3,-37.5,-0.2,-36.4,4.9,-37.8,7.8,2021-02,2021
2021-02-19,2727,王品,觀光事業,進榜,準備,98.19,87.0,3.0,0,,28.6,4.7,-10.5,0.0,5.1,5.2,9.1,8.2,100.0,1.8,26.3,4.3,-12.1,-0.2,3.2,4.9,7.1,7.8,2021-02,2021
2021-02-19,2103,台橡,橡膠工業,進榜,準備,20.94,73.0,1.0,0,,5.6,4.7,11.8,0.0,21.0,5.2,22.8,8.2,20.9,0.0,5.6,4.3,11.8,-0.2,21.0,4.9,22.8,7.8,2021-02,2021
2021-02-19,3078,僑威,電子零組件業,觸發,進榜即觸發,35.4,78.0,2.0,0,35.4,1.3,4.7,-9.7,0.0,-9.0,5.2,-18.1,8.2,37.0,4.6,-3.1,4.3,-13.7,-0.2,-13.0,4.9,-21.7,7.8,2021-02,2021
2021-02-19,5439,高技,電子零組件業,移出,掉出掃描母體,47.66,70.0,,1,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-19,2317,鴻海,其他電子業,移出,掉出掃描母體,90.32,71.0,,36,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-19,3665,貿聯-KY,其他電子業,移出,掉出掃描母體,266.13,73.0,,29,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-19,1815,富喬,電子零組件業,觸發,進榜即觸發,12.64,73.0,2.0,0,12.64,14.1,4.7,-4.8,0.0,22.1,5.2,18.3,8.2,13.1,3.8,10.0,4.3,-8.3,-0.2,17.6,4.9,14.0,7.8,2021-02,2021
2021-02-19,8454,富邦媒,貿易百貨,移出,掉出掃描母體,395.48,71.0,,1,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-19,1815,富喬,電子零組件業,進榜,觸發,12.64,73.0,2.0,0,,14.1,4.7,-4.8,0.0,22.1,5.2,18.3,8.2,13.1,3.8,10.0,4.3,-8.3,-0.2,17.6,4.9,14.0,7.8,2021-02,2021
2021-02-19,5471,松翰,電子工業,進榜,觸發,66.25,79.0,5.0,0,,6.5,4.7,-0.9,0.0,8.6,5.2,5.7,8.2,68.0,2.6,3.8,4.3,-3.4,-0.2,5.8,4.9,3.0,7.8,2021-02,2021
2021-02-19,3015,全漢,電子工業,進榜,觸發,34.28,76.0,5.0,0,,-0.1,4.7,-17.2,0.0,-13.6,5.2,-9.6,8.2,36.2,5.5,-5.3,4.3,-21.5,-0.2,-18.1,4.9,-14.3,7.8,2021-02,2021
2021-02-19,3078,僑威,電子零組件業,進榜,觸發,35.4,78.0,2.0,0,,1.3,4.7,-9.7,0.0,-9.0,5.2,-18.1,8.2,37.0,4.6,-3.1,4.3,-13.7,-0.2,-13.0,4.9,-21.7,7.8,2021-02,2021
2021-02-19,5471,松翰,電子工業,觸發,進榜即觸發,66.25,79.0,5.0,0,66.25,6.5,4.7,-0.9,0.0,8.6,5.2,5.7,8.2,68.0,2.6,3.8,4.3,-3.4,-0.2,5.8,4.9,3.0,7.8,2021-02,2021
2021-02-19,6224,聚鼎,電子零組件業,觸發,進榜即觸發,105.79,86.0,5.0,0,105.79,-1.6,4.7,-18.0,0.0,9.3,5.2,-4.4,8.2,108.7,2.7,-4.2,4.3,-20.2,-0.2,6.4,4.9,-6.9,7.8,2021-02,2021
2021-02-19,6224,聚鼎,電子零組件業,進榜,觸發,105.79,86.0,5.0,0,,-1.6,4.7,-18.0,0.0,9.3,5.2,-4.4,8.2,108.7,2.7,-4.2,4.3,-20.2,-0.2,6.4,4.9,-6.9,7.8,2021-02,2021
2021-02-19,3481,群創,光電業,觸發,進榜即觸發,13.35,90.0,3.0,0,13.35,22.0,4.7,34.6,0.0,31.2,5.2,13.0,8.2,13.6,1.6,20.1,4.3,32.5,-0.2,29.1,4.9,11.2,7.8,2021-02,2021
2021-02-19,3481,群創,光電業,進榜,觸發,13.35,90.0,3.0,0,,22.0,4.7,34.6,0.0,31.2,5.2,13.0,8.2,13.6,1.6,20.1,4.3,32.5,-0.2,29.1,4.9,11.2,7.8,2021-02,2021
2021-02-19,3015,全漢,電子工業,觸發,進榜即觸發,34.28,76.0,5.0,0,34.28,-0.1,4.7,-17.2,0.0,-13.6,5.2,-9.6,8.2,36.2,5.5,-5.3,4.3,-21.5,-0.2,-18.1,4.9,-14.3,7.8,2021-02,2021
2021-02-22,3317,尼克森,半導體業,進榜,準備,33.36,73.0,3.0,0,,-1.0,2.5,5.0,0.0,46.6,2.2,49.6,6.4,32.8,-1.5,0.6,2.7,6.6,-0.4,48.8,2.3,52.0,6.3,2021-02,2021
2021-02-22,3552,同致,其他電子類,進榜,準備,298.6,99.0,3.0,0,,-25.1,2.5,-52.1,0.0,-49.7,2.2,-46.0,6.4,286.7,-4.0,-21.9,2.7,-50.1,-0.4,-47.6,2.3,-43.7,6.3,2021-02,2021
2021-02-22,8255,朋程,電機機械,進榜,準備,106.64,72.0,2.0,0,,-7.2,2.5,-14.5,0.0,62.9,2.2,95.7,6.4,107.1,0.4,-7.6,2.7,-14.8,-0.4,62.3,2.3,94.9,6.3,2021-02,2021
2021-02-22,2009,第一銅,鋼鐵工業,進榜,準備,28.34,99.0,3.0,0,,-4.0,2.5,94.8,0.0,74.2,2.2,48.7,6.4,28.3,0.0,-4.0,2.7,94.8,-0.4,74.2,2.3,48.7,6.3,2021-02,2021
2021-02-22,6409,旭隼,其他電子業,移出,掉出掃描母體,1211.94,80.0,,39,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-22,2454,聯發科,半導體業,移出,掉出掃描母體,679.67,72.0,,20,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-22,3419,譁裕,電子工業,移出,掉出掃描母體,20.05,73.0,,4,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-22,3260,威剛,半導體業,進榜,準備,60.37,71.0,3.0,0,,-2.1,2.5,6.7,0.0,12.8,2.2,1.2,6.4,60.0,-0.6,-1.5,2.7,7.4,-0.4,13.5,2.3,1.8,6.3,2021-02,2021
2021-02-22,3443,創意,半導體業,觸發,進榜即觸發,449.82,82.0,4.0,0,449.82,-16.8,2.5,-29.1,0.0,-18.7,2.2,24.3,6.4,440.5,-2.1,-15.0,2.7,-27.6,-0.4,-17.0,2.3,26.9,6.3,2021-02,2021
2021-02-22,6488,環球晶,半導體業,進榜,觸發,675.63,92.0,4.0,0,,-8.3,2.5,-2.8,0.0,2.1,2.2,3.3,6.4,672.2,-0.5,-7.8,2.7,-2.3,-0.4,2.7,2.3,3.8,6.3,2021-02,2021
2021-02-22,6488,環球晶,半導體業,觸發,進榜即觸發,675.63,92.0,4.0,0,675.63,-8.3,2.5,-2.8,0.0,2.1,2.2,3.3,6.4,672.2,-0.5,-7.8,2.7,-2.3,-0.4,2.7,2.3,3.8,6.3,2021-02,2021
2021-02-22,3228,金麗科,半導體業,進榜,觸發,338.53,100.0,4.0,0,,38.7,2.5,-36.7,0.0,9.3,2.2,29.4,6.4,337.1,-0.4,39.3,2.7,-36.4,-0.4,9.8,2.3,29.9,6.3,2021-02,2021
2021-02-22,3228,金麗科,半導體業,觸發,進榜即觸發,338.53,100.0,4.0,0,338.53,38.7,2.5,-36.7,0.0,9.3,2.2,29.4,6.4,337.1,-0.4,39.3,2.7,-36.4,-0.4,9.8,2.3,29.9,6.3,2021-02,2021
2021-02-22,2486,一詮,光電業,進榜,觸發,20.87,95.0,4.0,0,,24.8,2.5,21.9,0.0,127.9,2.2,164.3,6.4,20.9,0.0,24.8,2.7,21.9,-0.4,127.9,2.3,164.3,6.3,2021-02,2021
2021-02-22,3443,創意,半導體業,進榜,觸發,449.82,82.0,4.0,0,,-16.8,2.5,-29.1,0.0,-18.7,2.2,24.3,6.4,440.5,-2.1,-15.0,2.7,-27.6,-0.4,-17.0,2.3,26.9,6.3,2021-02,2021
2021-02-22,3006,晶豪科,電子工業,進榜,觸發,70.26,93.0,4.0,0,,15.8,2.5,29.4,0.0,76.3,2.2,90.4,6.4,71.3,1.5,14.1,2.7,27.5,-0.4,73.7,2.3,87.7,6.3,2021-02,2021
2021-02-22,3006,晶豪科,電子工業,觸發,進榜即觸發,70.26,93.0,4.0,0,70.26,15.8,2.5,29.4,0.0,76.3,2.2,90.4,6.4,71.3,1.5,14.1,2.7,27.5,-0.4,73.7,2.3,87.7,6.3,2021-02,2021
2021-02-22,2486,一詮,光電業,觸發,進榜即觸發,20.87,95.0,4.0,0,20.87,24.8,2.5,21.9,0.0,127.9,2.2,164.3,6.4,20.9,0.0,24.8,2.7,21.9,-0.4,127.9,2.3,164.3,6.3,2021-02,2021
2021-02-23,3529,力旺,半導體業,移出,掉出掃描母體,826.17,76.0,,5,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-23,6457,紘康,半導體業,移出,離高點太遠,84.61,89.0,,5,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-23,3138,耀登,通信網路業,移出,離高點太遠,332.31,100.0,,26,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-23,3592,瑞鼎,電子工業,移出,離高點太遠,233.0,99.0,,29,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-23,6712,長聖,生技醫療業,移出,掉出掃描母體,152.07,71.0,,5,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-23,6547,高端疫苗,生技醫療業,移出,離高點太遠,130.58,95.0,,6,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-23,5371,中光電,光電業,移出,掉出掃描母體,38.96,73.0,,6,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-23,8299,群聯,半導體業,觸發,等待後觸發,347.17,74.0,2.0,5,331.09,5.2,2.3,2.4,-0.1,-1.2,0.7,-7.0,6.1,349.9,0.8,4.4,2.0,1.6,-0.5,-2.0,0.5,-7.7,5.7,2021-02,2021
2021-02-23,2467,志聖,電子工業,觸發,等待後觸發,35.83,82.0,3.0,6,31.98,3.0,2.3,7.0,-0.1,4.6,0.7,4.0,6.1,38.8,8.3,-4.9,2.0,-1.1,-0.5,-3.4,0.5,-3.9,5.7,2021-02,2021
2021-02-23,3419,譁裕,電子工業,進榜,準備,21.2,72.0,2.0,0,,7.2,2.3,-15.4,-0.1,-29.0,0.7,3.6,6.1,21.2,0.0,7.2,2.0,-15.4,-0.5,-29.0,0.5,3.6,5.7,2021-02,2021
2021-02-23,1313,聯成,塑膠工業,進榜,準備,15.88,75.0,3.0,0,,1.3,2.3,32.3,-0.1,26.3,0.7,26.9,6.1,15.9,0.0,1.3,2.0,32.3,-0.5,26.3,0.5,26.9,5.7,2021-02,2021
2021-02-23,8390,金益鼎,其他,進榜,準備,34.26,79.0,3.0,0,,-7.8,2.3,3.8,-0.1,-2.5,0.7,-2.9,6.1,34.6,0.9,-8.6,2.0,2.9,-0.5,-3.4,0.5,-3.8,5.7,2021-02,2021
2021-02-23,5223,安力-KY,電腦及週邊設備業,進榜,觸發,84.74,81.0,4.0,0,,-6.7,2.3,-35.9,-0.1,-44.8,0.7,-46.5,6.1,86.8,2.5,-8.9,2.0,-37.5,-0.5,-46.1,0.5,-47.8,5.7,2021-02,2021
2021-02-23,2014,中鴻,鋼鐵工業,進榜,觸發,15.13,92.0,4.0,0,,0.6,2.3,161.9,-0.1,157.6,0.7,108.1,6.1,15.4,1.7,-1.1,2.0,157.4,-0.5,153.1,0.5,104.5,5.7,2021-02,2021
2021-02-23,2014,中鴻,鋼鐵工業,觸發,進榜即觸發,15.13,92.0,4.0,0,15.13,0.6,2.3,161.9,-0.1,157.6,0.7,108.1,6.1,15.4,1.7,-1.1,2.0,157.4,-0.5,153.1,0.5,104.5,5.7,2021-02,2021
2021-02-23,6116,彩晶,電子工業,進榜,準備,12.02,80.0,3.0,0,,1.9,2.3,47.0,-0.1,35.8,0.7,16.4,6.1,12.0,-0.4,2.2,2.0,47.6,-0.5,36.3,0.5,16.9,5.7,2021-02,2021
2021-02-23,5223,安力-KY,電腦及週邊設備業,觸發,進榜即觸發,84.74,81.0,4.0,0,84.74,-6.7,2.3,-35.9,-0.1,-44.8,0.7,-46.5,6.1,86.8,2.5,-8.9,2.0,-37.5,-0.5,-46.1,0.5,-47.8,5.7,2021-02,2021
2021-02-23,8454,富邦媒,貿易百貨,進榜,觸發,439.37,80.0,3.0,0,,-3.2,2.3,27.0,-0.1,131.8,0.7,121.6,6.1,457.2,4.1,-7.0,2.0,22.0,-0.5,122.8,0.5,113.0,5.7,2021-02,2021
2021-02-23,1907,永豐餘,造紙工業,進榜,準備,22.22,83.0,3.0,0,,4.5,2.3,28.2,-0.1,28.8,0.7,23.3,6.1,22.2,0.0,4.5,2.0,28.2,-0.5,28.8,0.5,23.3,5.7,2021-02,2021
2021-02-23,1305,華夏,塑膠工業,進榜,觸發,23.4,77.0,4.0,0,,15.9,2.3,8.2,-0.1,19.9,0.7,32.3,6.1,24.4,4.2,11.3,2.0,3.9,-0.5,15.1,0.5,27.0,5.7,2021-02,2021
2021-02-23,1305,華夏,塑膠工業,觸發,進榜即觸發,23.4,77.0,4.0,0,23.4,15.9,2.3,8.2,-0.1,19.9,0.7,32.3,6.1,24.4,4.2,11.3,2.0,3.9,-0.5,15.1,0.5,27.0,5.7,2021-02,2021
2021-02-23,6203,海韻電,電子零組件業,進榜,觸發,72.61,75.0,4.0,0,,2.8,2.3,-5.2,-0.1,-8.1,0.7,-19.4,6.1,76.4,5.2,-2.3,2.0,-9.9,-0.5,-12.7,0.5,-23.4,5.7,2021-02,2021
2021-02-23,6203,海韻電,電子零組件業,觸發,進榜即觸發,72.61,75.0,4.0,0,72.61,2.8,2.3,-5.2,-0.1,-8.1,0.7,-19.4,6.1,76.4,5.2,-2.3,2.0,-9.9,-0.5,-12.7,0.5,-23.4,5.7,2021-02,2021
2021-02-23,8454,富邦媒,貿易百貨,觸發,進榜即觸發,439.37,80.0,3.0,0,439.37,-3.2,2.3,27.0,-0.1,131.8,0.7,121.6,6.1,457.2,4.1,-7.0,2.0,22.0,-0.5,122.8,0.5,113.0,5.7,2021-02,2021
2021-02-24,1305,華夏,塑膠工業,移出,掉出掃描母體,23.4,77.0,,1,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-24,5223,安力-KY,電腦及週邊設備業,移出,掉出掃描母體,84.74,81.0,,1,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-24,3661,世芯-KY,半導體業,移出,突破失敗,842.1,71.0,,6,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-24,3711,日月光投控,半導體業,移出,突破失敗,81.31,81.0,,7,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-24,2330,台積電,半導體業,移出,掉出掃描母體,580.6,71.0,,104,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-24,1313,聯成,塑膠工業,移出,掉出掃描母體,15.88,75.0,,1,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-24,3419,譁裕,電子工業,觸發,等待後觸發,21.64,77.0,2.0,1,21.4,2.2,2.6,-17.1,0.1,-27.1,2.1,11.6,7.4,21.7,0.2,2.0,1.8,-17.3,0.0,-27.2,1.6,11.3,6.7,2021-02,2021
2021-02-24,6525,捷敏-KY,半導體業,觸發,進榜即觸發,62.72,78.0,1.0,0,62.72,-3.9,2.6,-13.2,0.1,25.9,2.1,20.6,7.4,62.8,0.1,-4.0,1.8,-13.3,0.0,25.8,1.6,20.4,6.7,2021-02,2021
2021-02-24,6525,捷敏-KY,半導體業,進榜,觸發,62.72,78.0,1.0,0,,-3.9,2.6,-13.2,0.1,25.9,2.1,20.6,7.4,62.8,0.1,-4.0,1.8,-13.3,0.0,25.8,1.6,20.4,6.7,2021-02,2021
2021-02-24,6129,普誠,半導體業,觸發,進榜即觸發,21.11,99.0,2.0,0,21.11,77.0,2.6,46.2,0.1,45.5,2.1,61.1,7.4,22.4,6.2,66.7,1.8,37.7,0.0,37.0,1.6,51.7,6.7,2021-02,2021
2021-02-24,6129,普誠,半導體業,進榜,觸發,21.11,99.0,2.0,0,,77.0,2.6,46.2,0.1,45.5,2.1,61.1,7.4,22.4,6.2,66.7,1.8,37.7,0.0,37.0,1.6,51.7,6.7,2021-02,2021
2021-02-24,2327,國巨*,電子工業,移出,逾期,137.34,84.0,,56,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-25,6525,捷敏-KY,半導體業,移出,掉出掃描母體,62.72,78.0,,1,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-25,2486,一詮,光電業,移出,突破失敗,19.19,91.0,,3,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-25,8183,精星,其他電子類,移出,掉出掃描母體,23.12,78.0,,7,,,,,,,,,,,,,,,,,,,,2021-02,2021
2021-02-25,2441,超豐,半導體業,移出,掉出掃描母體,52.97,70.0,,8,,,,,,,,,,,,,,,,,,,,2021-02,2021
