日期,代號,名稱,產業,事件,原因,收盤,RS,底部序,在榜天數,樞紐,報酬20D,基準20D,報酬60D,基準60D,報酬120D,基準120D,報酬180D,基準180D,次日開盤,跳空%,報酬20D開,基準20D開,報酬60D開,基準60D開,報酬120D開,基準120D開,報酬180D開,基準180D開,月
2024-01-08,2006,東和鋼鐵,鋼鐵工業,移出,掉出掃描母體,60.43,71.0,,3,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-08,2313,華通,電子工業,移出,逾期,63.8,88.0,,56,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-08,6239,力成,半導體業,移出,離高點太遠,116.33,81.0,,27,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-08,3305,昇貿,其他電子業,移出,掉出掃描母體,63.78,71.0,,17,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-08,8011,台通,通信網路業,移出,掉出掃描母體,22.2,81.0,,11,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-08,8163,達方,電子工業,移出,掉出掃描母體,48.39,74.0,,6,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-08,3390,旭軟,電子零組件業,移出,離高點太遠,26.7,96.0,,6,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-09,6140,訊達,資訊服務業,進榜,觸發,29.38,96.0,3.0,0,,14.7,0.0,-20.4,0.6,-7.3,10.4,-23.1,5.0,30.5,3.7,10.5,0.0,-23.3,0.8,-10.7,10.4,-25.9,5.0,2024-01
2024-01-09,6140,訊達,資訊服務業,觸發,進榜即觸發,29.38,96.0,3.0,0,29.38,14.7,0.0,-20.4,0.6,-7.3,10.4,-23.1,5.0,30.5,3.7,10.5,0.0,-23.3,0.8,-10.7,10.4,-25.9,5.0,2024-01
2024-01-09,6805,富世達,電子工業,進榜,觸發,427.47,96.0,6.0,0,,70.7,0.0,62.5,0.6,72.1,10.4,95.0,5.0,422.6,-1.1,72.7,0.0,64.4,0.8,74.1,10.4,97.3,5.0,2024-01
2024-01-09,6805,富世達,電子工業,觸發,進榜即觸發,427.47,96.0,6.0,0,427.47,70.7,0.0,62.5,0.6,72.1,10.4,95.0,5.0,422.6,-1.1,72.7,0.0,64.4,0.8,74.1,10.4,97.3,5.0,2024-01
2024-01-09,6223,旺矽,半導體業,進榜,觸發,246.21,88.0,6.0,0,,17.3,0.0,48.2,0.6,147.2,10.4,213.0,5.0,243.8,-1.0,18.5,0.0,49.7,0.8,149.6,10.4,216.1,5.0,2024-01
2024-01-09,6223,旺矽,半導體業,觸發,進榜即觸發,246.21,88.0,6.0,0,246.21,17.3,0.0,48.2,0.6,147.2,10.4,213.0,5.0,243.8,-1.0,18.5,0.0,49.7,0.8,149.6,10.4,216.1,5.0,2024-01
2024-01-09,9939,宏全,其他,進榜,準備,112.32,72.0,0.0,0,,12.2,0.0,19.6,0.6,31.2,10.4,26.9,5.0,111.9,-0.4,12.6,0.0,20.1,0.8,31.7,10.4,27.4,5.0,2024-01
2024-01-09,3596,智易,通信網路業,移出,掉出掃描母體,147.68,74.0,,29,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-09,2353,宏碁,電子工業,移出,離高點太遠,42.55,87.0,,20,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-10,3287,廣寰科,電腦及週邊設備業,進榜,觸發,39.06,94.0,5.0,0,,-6.7,1.1,-9.2,2.2,0.0,10.8,-16.9,5.3,39.5,1.2,-7.8,1.0,-10.3,1.9,-1.1,10.8,-17.9,5.5,2024-01
2024-01-10,3287,廣寰科,電腦及週邊設備業,觸發,進榜即觸發,39.06,94.0,5.0,0,39.06,-6.7,1.1,-9.2,2.2,0.0,10.8,-16.9,5.3,39.5,1.2,-7.8,1.0,-10.3,1.9,-1.1,10.8,-17.9,5.5,2024-01
2024-01-10,6684,安格,半導體業,進榜,準備,85.9,91.0,2.0,0,,38.0,1.1,6.5,2.2,0.0,10.8,-22.5,5.3,85.7,-0.2,38.3,1.0,6.8,1.9,0.2,10.8,-22.3,5.5,2024-01
2024-01-10,2404,漢唐,其他電子業,進榜,準備,243.05,77.0,3.0,0,,2.0,1.1,56.2,2.2,27.4,10.8,26.1,5.3,241.3,-0.7,2.7,1.0,57.4,1.9,28.4,10.8,27.0,5.5,2024-01
2024-01-10,3592,瑞鼎,電子工業,進榜,準備,341.42,70.0,3.0,0,,9.5,1.1,11.9,2.2,4.8,10.8,-7.8,5.3,343.1,0.5,9.0,1.0,11.4,1.9,4.2,10.8,-8.2,5.5,2024-01
2024-01-10,6176,瑞儀,光電業,進榜,準備,151.42,70.0,0.0,0,,1.5,1.1,30.7,2.2,43.4,10.8,50.3,5.3,151.4,0.0,1.5,1.0,30.7,1.9,43.4,10.8,50.3,5.5,2024-01
2024-01-10,5269,祥碩,半導體業,觸發,等待後觸發,1801.17,95.0,1.0,33,1513.55,-1.3,1.1,8.4,2.2,-0.5,10.8,-12.1,5.3,1805.9,0.3,-1.6,1.0,8.1,1.9,-0.8,10.8,-12.3,5.5,2024-01
2024-01-10,6233,旺玖,半導體業,移出,離高點太遠,34.04,87.0,,35,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-10,8088,品安,半導體業,移出,突破失敗,39.75,74.0,,19,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-11,5426,振發,電腦及週邊設備業,進榜,觸發,31.51,97.0,3.0,0,,33.0,1.6,7.6,1.8,12.6,10.3,-9.2,5.1,32.3,2.6,29.5,1.7,4.8,2.2,9.7,10.4,-11.5,5.3,2024-01
2024-01-11,5426,振發,電腦及週邊設備業,觸發,進榜即觸發,31.51,97.0,3.0,0,31.51,33.0,1.6,7.6,1.8,12.6,10.3,-9.2,5.1,32.3,2.6,29.5,1.7,4.8,2.2,9.7,10.4,-11.5,5.3,2024-01
2024-01-11,4909,新復興,通信網路業,進榜,觸發,34.8,96.0,4.0,0,,39.1,1.6,162.5,1.8,218.9,10.3,294.0,5.1,36.1,3.7,34.2,1.7,153.2,2.2,207.6,10.4,280.1,5.3,2024-01
2024-01-11,4909,新復興,通信網路業,觸發,進榜即觸發,34.8,96.0,4.0,0,34.8,39.1,1.6,162.5,1.8,218.9,10.3,294.0,5.1,36.1,3.7,34.2,1.7,153.2,2.2,207.6,10.4,280.1,5.3,2024-01
2024-01-11,8227,巨有科技,半導體業,進榜,觸發,318.91,95.0,5.0,0,,10.1,1.6,-25.4,1.8,-25.6,10.3,-45.9,5.1,316.5,-0.8,10.9,1.7,-24.8,2.2,-25.0,10.4,-45.5,5.3,2024-01
2024-01-11,8227,巨有科技,半導體業,觸發,進榜即觸發,318.91,95.0,5.0,0,318.91,10.1,1.6,-25.4,1.8,-25.6,10.3,-45.9,5.1,316.5,-0.8,10.9,1.7,-24.8,2.2,-25.0,10.4,-45.5,5.3,2024-01
2024-01-11,6451,訊芯-KY,半導體業,進榜,觸發,172.61,79.0,5.0,0,,3.1,1.6,-10.9,1.8,47.1,10.3,31.1,5.1,169.7,-1.7,4.9,1.7,-9.3,2.2,49.7,10.4,33.4,5.3,2024-01
2024-01-11,6451,訊芯-KY,半導體業,觸發,進榜即觸發,172.61,79.0,5.0,0,172.61,3.1,1.6,-10.9,1.8,47.1,10.3,31.1,5.1,169.7,-1.7,4.9,1.7,-9.3,2.2,49.7,10.4,33.4,5.3,2024-01
2024-01-11,6176,瑞儀,光電業,移出,掉出掃描母體,151.42,70.0,,1,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-11,3287,廣寰科,電腦及週邊設備業,移出,突破失敗,35.54,92.0,,1,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-12,6643,M31,半導體業,進榜,觸發,1052.79,82.0,6.0,0,,31.6,1.7,-5.1,0.7,32.6,10.7,-22.1,5.5,1056.9,0.4,31.1,1.5,-5.4,0.8,32.1,10.7,-22.4,5.4,2024-01
2024-01-12,6643,M31,半導體業,觸發,進榜即觸發,1052.79,82.0,6.0,0,1052.79,31.6,1.7,-5.1,0.7,32.6,10.7,-22.1,5.5,1056.9,0.4,31.1,1.5,-5.4,0.8,32.1,10.7,-22.4,5.4,2024-01
2024-01-12,3034,聯詠,半導體業,進榜,準備,438.23,74.0,3.0,0,,15.1,1.7,15.3,0.7,15.5,10.7,7.9,5.5,450.3,2.7,12.0,1.5,12.2,0.8,12.4,10.7,5.0,5.4,2024-01
2024-01-12,8081,致新,半導體業,移出,掉出掃描母體,222.55,72.0,,15,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-12,3592,瑞鼎,電子工業,移出,掉出掃描母體,346.57,70.0,,2,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-12,2387,精元,電子工業,移出,掉出掃描母體,45.21,77.0,,63,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-12,2324,仁寶,電子工業,移出,掉出掃描母體,32.45,70.0,,17,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-12,3588,通嘉,半導體業,移出,晚期未觸發,79.42,93.0,,7,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-12,5426,振發,電腦及週邊設備業,移出,離高點太遠,28.37,96.0,,1,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-15,6243,迅杰,半導體業,進榜,觸發,75.02,93.0,3.0,0,,-2.3,1.5,-27.6,0.0,-19.2,11.0,-33.0,5.4,77.7,3.5,-5.6,1.6,-30.1,0.3,-22.0,11.2,-35.3,5.7,2024-01
2024-01-15,6243,迅杰,半導體業,觸發,進榜即觸發,75.02,93.0,3.0,0,75.02,-2.3,1.5,-27.6,0.0,-19.2,11.0,-33.0,5.4,77.7,3.5,-5.6,1.6,-30.1,0.3,-22.0,11.2,-35.3,5.7,2024-01
2024-01-15,3228,金麗科,半導體業,進榜,準備,397.0,100.0,2.0,0,,14.5,1.5,-4.9,0.0,-3.7,11.0,-41.6,5.4,399.5,0.6,13.8,1.6,-5.5,0.3,-4.3,11.2,-41.9,5.7,2024-01
2024-01-15,3622,洋華,光電業,進榜,準備,48.17,85.0,3.0,0,,12.0,1.5,15.6,0.0,36.0,11.0,23.5,5.4,47.3,-1.9,14.2,1.6,17.9,0.3,38.6,11.2,25.9,5.7,2024-01
2024-01-15,5351,鈺創,半導體業,進榜,準備,56.0,83.0,2.0,0,,-8.6,1.5,-23.0,0.0,-16.2,11.0,-29.0,5.4,55.4,-1.0,-7.6,1.6,-22.2,0.3,-15.4,11.2,-28.3,5.7,2024-01
2024-01-15,6187,萬潤,其他電子類,進榜,準備,145.19,75.0,3.0,0,,51.6,1.5,32.4,0.0,74.8,11.0,211.1,5.4,145.2,0.0,51.6,1.6,32.4,0.3,74.8,11.2,211.1,5.7,2024-01
2024-01-15,3293,鈊象,文化創意業,進榜,準備,347.76,73.0,3.0,0,,5.2,1.5,26.5,0.0,86.5,11.0,185.5,5.4,349.1,0.4,4.8,1.6,26.0,0.3,85.7,11.2,184.4,5.7,2024-01
2024-01-15,6684,安格,半導體業,觸發,等待後觸發,93.6,95.0,2.0,5,88.5,19.7,1.5,-10.3,0.0,1.5,11.0,-28.2,5.4,93.8,0.2,19.4,1.6,-10.4,0.3,1.3,11.2,-28.4,5.7,2024-01
2024-01-15,2454,聯發科,半導體業,移出,掉出掃描母體,848.64,78.0,,94,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-15,6683,雍智科技,半導體業,移出,離高點太遠,265.15,74.0,,31,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-16,8034,榮群,通信網路業,進榜,觸發,27.92,94.0,6.0,0,,-12.5,2.4,-25.5,1.4,-24.6,11.0,-26.7,5.9,27.6,-1.0,-11.7,2.5,-24.8,1.6,-23.8,11.3,-26.0,5.9,2024-01
2024-01-16,8034,榮群,通信網路業,觸發,進榜即觸發,27.92,94.0,6.0,0,27.92,-12.5,2.4,-25.5,1.4,-24.6,11.0,-26.7,5.9,27.6,-1.0,-11.7,2.5,-24.8,1.6,-23.8,11.3,-26.0,5.9,2024-01
2024-01-16,3694,海華,通信網路業,進榜,觸發,48.85,91.0,5.0,0,,0.9,2.4,-17.3,1.4,-12.4,11.0,-16.7,5.9,49.5,1.3,-0.4,2.5,-18.4,1.6,-13.5,11.3,-17.8,5.9,2024-01
2024-01-16,3694,海華,通信網路業,觸發,進榜即觸發,48.85,91.0,5.0,0,48.85,0.9,2.4,-17.3,1.4,-12.4,11.0,-16.7,5.9,49.5,1.3,-0.4,2.5,-18.4,1.6,-13.5,11.3,-17.8,5.9,2024-01
2024-01-16,6462,神盾,半導體業,觸發,等待後觸發,159.14,93.0,3.0,11,139.06,74.5,2.4,45.2,1.4,74.2,11.0,25.2,5.9,168.4,5.8,64.8,2.5,37.2,1.6,64.5,11.3,18.3,5.9,2024-01
2024-01-17,3036,文曄,電子工業,進榜,準備,134.26,96.0,2.0,0,,15.3,3.1,2.4,3.5,-21.4,10.6,-21.2,7.4,132.9,-1.0,16.5,3.0,3.4,3.4,-20.6,10.5,-20.3,7.2,2024-01
2024-01-17,2006,東和鋼鐵,鋼鐵工業,進榜,準備,60.51,74.0,0.0,0,,3.9,3.1,9.7,3.5,7.6,10.6,12.9,7.4,60.5,0.0,3.9,3.0,9.7,3.4,7.6,10.5,12.9,7.2,2024-01
2024-01-17,2362,藍天,電子工業,移出,掉出掃描母體,36.74,71.0,,15,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-17,2520,冠德,建材營造,移出,掉出掃描母體,31.01,79.0,,12,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-18,3530,晶相光,半導體業,進榜,觸發,111.28,87.0,3.0,0,,15.1,3.7,-16.4,3.0,-14.8,8.5,-9.8,7.6,113.3,1.8,13.1,3.5,-17.8,2.9,-16.2,8.0,-11.4,7.2,2024-01
2024-01-18,3530,晶相光,半導體業,觸發,進榜即觸發,111.28,87.0,3.0,0,111.28,15.1,3.7,-16.4,3.0,-14.8,8.5,-9.8,7.6,113.3,1.8,13.1,3.5,-17.8,2.9,-16.2,8.0,-11.4,7.2,2024-01
2024-01-18,5426,振發,電腦及週邊設備業,進榜,準備,34.4,99.0,3.0,0,,11.3,3.7,-7.4,3.0,-6.4,8.5,-19.8,7.6,34.0,-1.1,12.5,3.5,-6.3,2.9,-5.3,8.0,-18.9,7.2,2024-01
2024-01-18,3596,智易,通信網路業,進榜,準備,154.25,79.0,3.0,0,,2.3,3.7,-3.1,3.0,-16.6,8.5,-6.2,7.6,154.3,0.0,2.3,3.5,-3.1,2.9,-16.6,8.0,-6.2,7.2,2024-01
2024-01-18,2472,立隆電,電子工業,進榜,準備,64.98,78.0,2.0,0,,1.8,3.7,4.5,3.0,16.6,8.5,12.9,7.6,65.3,0.4,1.4,3.5,4.1,2.9,16.1,8.0,12.4,7.2,2024-01
2024-01-18,3376,新日興,電子零組件業,移出,掉出掃描母體,114.95,88.0,,71,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-18,2458,義隆,半導體業,移出,掉出掃描母體,132.27,81.0,,22,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-18,6204,艾華,電子零組件業,移出,離高點太遠,119.23,97.0,,21,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-18,3694,海華,通信網路業,移出,突破失敗,43.48,87.0,,2,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-19,8210,勤誠,電子工業,進榜,觸發,297.0,91.0,5.0,0,,-16.3,2.9,-6.9,3.1,-8.4,9.0,-1.2,7.0,303.7,2.3,-18.1,2.6,-9.0,2.9,-10.5,8.5,-3.4,6.7,2024-01
2024-01-19,8210,勤誠,電子工業,觸發,進榜即觸發,297.0,91.0,5.0,0,297.0,-16.3,2.9,-6.9,3.1,-8.4,9.0,-1.2,7.0,303.7,2.3,-18.1,2.6,-9.0,2.9,-10.5,8.5,-3.4,6.7,2024-01
2024-01-19,8027,鈦昇,電機機械,進榜,準備,84.26,85.0,2.0,0,,13.5,2.9,9.9,3.1,32.3,9.0,35.3,7.0,84.3,0.0,13.5,2.6,9.9,2.9,32.3,8.5,35.3,6.7,2024-01
2024-01-19,6695,芯鼎,半導體業,移出,離高點太遠,82.7,96.0,,24,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-19,6412,群電,電子工業,移出,掉出掃描母體,126.48,90.0,,15,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-22,3265,台星科,半導體業,進榜,觸發,104.52,84.0,6.0,0,,8.6,2.9,10.8,3.6,-0.9,7.5,2.3,5.7,102.7,-1.7,10.5,2.8,12.7,3.5,0.9,7.5,4.1,5.6,2024-01
2024-01-22,3265,台星科,半導體業,觸發,進榜即觸發,104.52,84.0,6.0,0,104.52,8.6,2.9,10.8,3.6,-0.9,7.5,2.3,5.7,102.7,-1.7,10.5,2.8,12.7,3.5,0.9,7.5,4.1,5.6,2024-01
2024-01-22,2383,台光電,電子工業,進榜,觸發,418.45,72.0,3.0,0,,13.7,2.9,-6.7,3.6,-4.4,7.5,0.6,5.7,412.7,-1.4,15.3,2.8,-5.4,3.5,-3.0,7.5,2.0,5.6,2024-01
2024-01-22,2383,台光電,電子工業,觸發,進榜即觸發,418.45,72.0,3.0,0,418.45,13.7,2.9,-6.7,3.6,-4.4,7.5,0.6,5.7,412.7,-1.4,15.3,2.8,-5.4,3.5,-3.0,7.5,2.0,5.6,2024-01
2024-01-22,6237,驊訊,半導體業,進榜,準備,64.03,87.0,2.0,0,,4.2,2.9,-19.0,3.6,-26.5,7.5,-17.2,5.7,64.7,1.1,3.0,2.8,-19.8,3.5,-27.3,7.5,-18.1,5.6,2024-01
2024-01-22,2059,川湖,電子工業,進榜,準備,1047.56,72.0,2.0,0,,26.0,2.9,10.7,3.6,4.7,7.5,17.1,5.7,1047.6,0.0,26.0,2.8,10.7,3.5,4.7,7.5,17.1,5.6,2024-01
2024-01-22,3036,文曄,電子工業,觸發,等待後觸發,142.48,97.0,2.0,5,134.72,9.9,2.9,-7.7,3.6,-31.1,7.5,-27.0,5.7,143.9,1.0,8.9,2.8,-8.6,3.5,-31.7,7.5,-27.7,5.6,2024-01
2024-01-22,8467,波力-KY,其他,移出,離高點太遠,149.55,98.0,,14,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-23,5432,新門,光電業,進榜,觸發,143.12,99.0,5.0,0,,6.1,2.6,-4.4,3.2,75.3,5.8,65.8,5.9,145.6,1.7,4.4,2.5,-6.0,2.9,72.4,5.8,63.0,5.7,2024-01
2024-01-23,5432,新門,光電業,觸發,進榜即觸發,143.12,99.0,5.0,0,143.12,6.1,2.6,-4.4,3.2,75.3,5.8,65.8,5.9,145.6,1.7,4.4,2.5,-6.0,2.9,72.4,5.8,63.0,5.7,2024-01
2024-01-23,1319,東陽,汽車工業,進榜,觸發,70.09,81.0,3.0,0,,25.3,2.6,48.4,3.2,19.9,5.8,38.6,5.9,70.3,0.2,25.0,2.5,48.0,2.9,19.6,5.8,38.2,5.7,2024-01
2024-01-23,1319,東陽,汽車工業,觸發,進榜即觸發,70.09,81.0,3.0,0,70.09,25.3,2.6,48.4,3.2,19.9,5.8,38.6,5.9,70.3,0.2,25.0,2.5,48.0,2.9,19.6,5.8,38.2,5.7,2024-01
2024-01-23,2369,菱生,電子工業,進榜,觸發,23.08,71.0,4.0,0,,10.3,2.6,-6.5,3.2,-14.6,5.8,-8.7,5.9,23.5,1.9,8.2,2.5,-8.2,2.9,-16.2,5.8,-10.4,5.7,2024-01
2024-01-23,2369,菱生,電子工業,觸發,進榜即觸發,23.08,71.0,4.0,0,23.08,10.3,2.6,-6.5,3.2,-14.6,5.8,-8.7,5.9,23.5,1.9,8.2,2.5,-8.2,2.9,-16.2,5.8,-10.4,5.7,2024-01
2024-01-23,8089,康全電訊,通信網路業,進榜,準備,53.92,100.0,2.0,0,,49.8,2.6,21.2,3.2,77.9,5.8,35.7,5.9,54.2,0.5,49.1,2.5,20.6,2.9,77.0,5.8,35.1,5.7,2024-01
2024-01-23,2467,志聖,電子工業,進榜,準備,68.34,91.0,3.0,0,,71.0,2.6,84.1,3.2,158.9,5.8,186.3,5.9,69.5,1.6,68.2,2.5,81.1,2.9,154.7,5.8,181.7,5.7,2024-01
2024-01-23,9939,宏全,其他,觸發,等待後觸發,117.61,78.0,0.0,14,113.65,9.4,2.6,19.1,3.2,20.6,5.8,20.8,5.9,118.0,0.4,9.0,2.5,18.7,2.9,20.2,5.8,20.4,5.7,2024-01
2024-01-23,6237,驊訊,半導體業,觸發,等待後觸發,70.35,91.0,2.0,1,64.73,-3.6,2.6,-26.4,3.2,-35.8,5.8,-25.0,5.9,73.4,4.3,-7.7,2.5,-29.4,2.9,-38.4,5.8,-28.2,5.7,2024-01
2024-01-23,2059,川湖,電子工業,移出,掉出掃描母體,1047.56,72.0,,1,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-23,2385,群光,電子工業,移出,掉出掃描母體,145.99,91.0,,104,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-23,2383,台光電,電子工業,移出,掉出掃描母體,418.45,72.0,,1,,,,,,,,,,,,,,,,,,,,2024-01
2024-01-24,6113,亞矽,電子通路業,進榜,觸發,33.21,97.0,1.0,0,,11.1,2.5,-0.4,3.2,-21.4,6.3,-23.8,4.8,35.1,5.7,5.1,2.2,-5.8,3.2,-25.7,6.1,-27.9,4.7,2024-01
2024-01-24,6113,亞矽,電子通路業,觸發,進榜即觸發,33.21,97.0,1.0,0,33.21,11.1,2.5,-0.4,3.2,-21.4,6.3,-23.8,4.8,35.1,5.7,5.1,2.2,-5.8,3.2,-25.7,6.1,-27.9,4.7,2024-01
