日期,代號,名稱,產業,事件,原因,收盤,RS,底部序,在榜天數,報酬20D,基準20D,報酬60D,基準60D,次日開盤,跳空%,報酬20D開,基準20D開,報酬60D開,基準60D開,月
2020-01-08,1513,中興電,電機機械,進榜,準備,19.95,78.0,1.0,0,9.1,-2.7,-3.0,-13.3,20.0,0.4,8.7,-2.9,-3.4,-13.6,2020-01
2020-01-08,3515,華擎,電子工業,進榜,準備,57.45,78.0,2.0,0,47.9,-2.7,52.9,-13.3,57.5,0.0,47.9,-2.9,52.9,-13.6,2020-01
2020-01-08,8996,高力,電機機械,觸發,等待後觸發,62.48,97.0,1.0,1,3.2,-2.7,-10.3,-13.3,61.4,-1.7,5.0,-2.9,-8.8,-13.6,2020-01
2020-01-08,8155,博智,電子零組件業,移出,掉出掃描母體,76.15,93.0,,23,,,,,,,,,,,2020-01
2020-01-08,4974,亞泰,電子零組件業,移出,離高點太遠,36.43,84.0,,22,,,,,,,,,,,2020-01
2020-01-08,2327,國巨*,電子工業,移出,離高點太遠,84.05,94.0,,15,,,,,,,,,,,2020-01
2020-01-08,3605,宏致,電子工業,移出,掉出掃描母體,25.26,84.0,,14,,,,,,,,,,,2020-01
2020-01-08,3687,歐買尬,文化創意業,移出,掉出掃描母體,38.13,92.0,,8,,,,,,,,,,,2020-01
2020-01-08,4935,茂林-KY,光電業,移出,離高點太遠,80.73,97.0,,6,,,,,,,,,,,2020-01
2020-01-09,1590,亞德客-KY,電機機械,進榜,觸發,422.13,86.0,2.0,0,10.5,-3.3,0.3,-13.9,431.8,2.3,8.1,-3.5,-1.9,-14.1,2020-01
2020-01-09,1590,亞德客-KY,電機機械,觸發,進榜即觸發,422.13,86.0,2.0,0,10.5,-3.3,0.3,-13.9,431.8,2.3,8.1,-3.5,-1.9,-14.1,2020-01
2020-01-09,5269,祥碩,半導體業,進榜,準備,580.2,85.0,3.0,0,40.6,-3.3,10.9,-13.9,584.6,0.8,39.5,-3.5,10.1,-14.1,2020-01
2020-01-09,2312,金寶,其他電子業,進榜,準備,12.12,84.0,2.0,0,2.1,-3.3,-18.1,-13.9,11.9,-1.8,4.0,-3.5,-16.6,-14.1,2020-01
2020-01-09,6669,緯穎,電子工業,觸發,等待後觸發,557.54,97.0,1.0,41,10.0,-3.3,-3.6,-13.9,573.8,2.9,6.9,-3.5,-6.4,-14.1,2020-01
2020-01-09,2368,金像電,電子零組件業,觸發,等待後觸發,17.63,91.0,1.0,13,-15.0,-3.3,56.3,-13.9,17.4,-1.1,-14.1,-3.5,58.0,-14.1,2020-01
2020-01-09,5274,信驊,半導體業,移出,逾期,745.94,91.0,,56,,,,,,,,,,,2020-01
2020-01-09,6288,聯嘉,汽車工業,移出,逾期,24.04,86.0,,56,,,,,,,,,,,2020-01
2020-01-10,6416,瑞祺電通,通信網路業,進榜,觸發,84.03,82.0,1.0,0,15.1,-3.6,18.5,-13.7,84.4,0.5,14.6,-4.0,18.0,-14.0,2020-01
2020-01-10,6416,瑞祺電通,通信網路業,觸發,進榜即觸發,84.03,82.0,1.0,0,15.1,-3.6,18.5,-13.7,84.4,0.5,14.6,-4.0,18.0,-14.0,2020-01
2020-01-10,4935,茂林-KY,光電業,進榜,準備,91.71,99.0,3.0,0,6.6,-3.6,-10.8,-13.7,92.4,0.8,5.7,-4.0,-11.5,-14.0,2020-01
2020-01-10,8039,台虹,電子工業,進榜,準備,36.84,76.0,3.0,0,-12.2,-3.6,-11.7,-13.7,37.2,1.0,-13.0,-4.0,-12.6,-14.0,2020-01
2020-01-10,3617,碩天,其他電子業,進榜,準備,80.04,71.0,2.0,0,-4.4,-3.6,-28.5,-13.7,80.0,0.0,-4.4,-4.0,-28.5,-14.0,2020-01
2020-01-10,2505,國揚,建材營造,觸發,等待後觸發,22.07,87.0,1.0,35,-2.5,-3.6,9.4,-13.7,21.8,-1.4,-1.1,-4.0,11.0,-14.0,2020-01
2020-01-10,6415,矽力*-KY,半導體業,觸發,等待後觸發,259.11,96.0,2.0,29,-6.5,-3.6,11.1,-13.7,272.3,5.1,-11.0,-4.0,5.7,-14.0,2020-01
2020-01-10,2929,淘帝-KY,貿易百貨,移出,掉出掃描母體,80.59,72.0,,3,,,,,,,,,,,2020-01
2020-01-10,6706,惠特,光電業,移出,離高點太遠,94.04,97.0,,21,,,,,,,,,,,2020-01
2020-01-13,6251,定穎,電子零組件業,進榜,觸發,18.62,96.0,4.0,0,-12.6,-3.7,14.3,-13.8,18.9,1.4,-13.8,-4.0,12.7,-14.2,2020-01
2020-01-13,6251,定穎,電子零組件業,觸發,進榜即觸發,18.62,96.0,4.0,0,-12.6,-3.7,14.3,-13.8,18.9,1.4,-13.8,-4.0,12.7,-14.2,2020-01
2020-01-13,4966,譜瑞-KY,半導體業,進榜,觸發,544.92,71.0,2.0,0,17.0,-3.7,8.9,-13.8,544.9,0.0,17.0,-4.0,8.9,-14.2,2020-01
2020-01-13,4966,譜瑞-KY,半導體業,觸發,進榜即觸發,544.92,71.0,2.0,0,17.0,-3.7,8.9,-13.8,544.9,0.0,17.0,-4.0,8.9,-14.2,2020-01
2020-01-13,3131,弘塑,其他電子類,進榜,準備,234.99,99.0,3.0,0,-2.8,-3.7,-23.2,-13.8,243.2,3.5,-6.1,-4.0,-25.8,-14.2,2020-01
2020-01-13,3661,世芯-KY,半導體業,進榜,準備,230.55,99.0,3.0,0,-10.7,-3.7,-0.6,-13.8,233.9,1.4,-12.0,-4.0,-2.0,-14.2,2020-01
2020-01-13,6451,訊芯-KY,半導體業,進榜,準備,147.01,88.0,2.0,0,-16.8,-3.7,-35.6,-13.8,147.0,0.0,-16.8,-4.0,-35.6,-14.2,2020-01
2020-01-13,3034,聯詠,半導體業,進榜,準備,141.26,82.0,2.0,0,-8.4,-3.7,-21.3,-13.8,142.2,0.6,-9.0,-4.0,-21.8,-14.2,2020-01
2020-01-13,4551,智伸科,汽車工業,進榜,準備,150.33,82.0,2.0,0,-5.2,-3.7,-25.2,-13.8,151.6,0.8,-6.0,-4.0,-25.8,-14.2,2020-01
2020-01-13,3376,新日興,電子零組件業,進榜,準備,103.83,71.0,3.0,0,6.3,-3.7,-9.9,-13.8,105.3,1.4,4.9,-4.0,-11.1,-14.2,2020-01
2020-01-13,6257,矽格,半導體業,進榜,準備,26.05,71.0,2.0,0,-3.9,-3.7,-6.7,-13.8,26.1,0.3,-4.2,-4.0,-7.0,-14.2,2020-01
2020-01-13,2393,億光,電子工業,觸發,等待後觸發,23.95,83.0,1.0,11,-3.0,-3.7,-17.7,-13.8,24.2,1.0,-4.0,-4.0,-18.5,-14.2,2020-01
2020-01-13,5269,祥碩,半導體業,觸發,等待後觸發,637.51,89.0,3.0,4,24.8,-3.7,4.1,-13.8,634.9,-0.4,25.3,-4.0,4.6,-14.2,2020-01
2020-01-13,3515,華擎,電子工業,移出,掉出掃描母體,57.88,76.0,,5,,,,,,,,,,,2020-01
2020-01-13,3617,碩天,其他電子業,移出,掉出掃描母體,80.04,71.0,,3,,,,,,,,,,,2020-01
2020-01-13,6269,台郡,電子工業,移出,逾期,92.81,82.0,,56,,,,,,,,,,,2020-01
2020-01-13,3551,世禾,其他電子類,移出,掉出掃描母體,39.01,75.0,,20,,,,,,,,,,,2020-01
2020-01-14,4977,眾達-KY,電子工業,進榜,觸發,88.22,75.0,3.0,0,-2.5,-3.9,-18.1,-16.2,90.8,3.0,-5.3,-4.0,-20.5,-16.4,2020-01
2020-01-14,4977,眾達-KY,電子工業,觸發,進榜即觸發,88.22,75.0,3.0,0,-2.5,-3.9,-18.1,-16.2,90.8,3.0,-5.3,-4.0,-20.5,-16.4,2020-01
2020-01-14,3687,歐買尬,文化創意業,進榜,準備,39.86,93.0,2.0,0,-5.5,-3.9,-13.7,-16.2,39.7,-0.5,-5.0,-4.0,-13.3,-16.4,2020-01
2020-01-14,5289,宜鼎,電腦及週邊設備業,進榜,準備,119.94,91.0,2.0,0,10.1,-3.9,-3.6,-16.2,121.6,1.4,8.6,-4.0,-5.0,-16.4,2020-01
2020-01-14,2404,漢唐,其他電子業,進榜,準備,132.48,80.0,3.0,0,-5.5,-3.9,-8.7,-16.2,131.8,-0.5,-5.0,-4.0,-8.3,-16.4,2020-01
2020-01-14,4967,十銓,半導體業,進榜,準備,35.02,78.0,1.0,0,25.4,-3.9,24.1,-16.2,34.9,-0.3,25.8,-4.0,24.5,-16.4,2020-01
2020-01-14,5521,工信,建材營造,進榜,準備,8.39,78.0,1.0,0,-13.2,-3.9,-13.4,-16.2,8.4,0.3,-13.4,-4.0,-13.7,-16.4,2020-01
2020-01-14,5434,崇越,電子工業,進榜,準備,78.58,75.0,1.0,0,-2.3,-3.9,-13.9,-16.2,78.6,0.0,-2.3,-4.0,-13.9,-16.4,2020-01
2020-01-14,2428,興勤,電子工業,進榜,準備,76.91,72.0,1.0,0,-9.2,-3.9,-22.7,-16.2,76.8,-0.1,-9.1,-4.0,-22.6,-16.4,2020-01
2020-01-14,5469,瀚宇博,電子零組件業,進榜,準備,33.77,72.0,3.0,0,-10.3,-3.9,-11.9,-16.2,33.8,0.0,-10.3,-4.0,-11.9,-16.4,2020-01
2020-01-14,6488,環球晶,半導體業,進榜,準備,329.36,72.0,1.0,0,11.2,-3.9,-9.8,-16.2,331.0,0.5,10.7,-4.0,-10.2,-16.4,2020-01
2020-01-14,3008,大立光,光電業,進榜,準備,4102.9,71.0,1.0,0,-9.5,-3.9,-28.6,-16.2,4063.3,-1.0,-8.6,-4.0,-27.9,-16.4,2020-01
2020-01-14,4935,茂林-KY,光電業,觸發,等待後觸發,99.15,99.0,3.0,4,-3.2,-3.9,-20.0,-16.2,99.1,0.0,-3.2,-4.0,-20.0,-16.4,2020-01
2020-01-14,6531,愛普*,半導體業,觸發,等待後觸發,44.41,99.0,1.0,28,24.6,-3.9,19.6,-16.2,45.4,2.3,21.8,-4.0,16.8,-16.4,2020-01
2020-01-14,3376,新日興,電子零組件業,移出,掉出掃描母體,103.83,71.0,,1,,,,,,,,,,,2020-01
2020-01-14,6257,矽格,半導體業,移出,掉出掃描母體,26.05,71.0,,1,,,,,,,,,,,2020-01
2020-01-14,4966,譜瑞-KY,半導體業,移出,掉出掃描母體,544.92,71.0,,1,,,,,,,,,,,2020-01
2020-01-15,3218,大學光,生技醫療業,進榜,觸發,51.53,92.0,4.0,0,20.5,-3.9,19.0,-15.6,54.1,5.0,14.8,-3.9,13.4,-15.8,2020-01
2020-01-15,3218,大學光,生技醫療業,觸發,進榜即觸發,51.53,92.0,4.0,0,20.5,-3.9,19.0,-15.6,54.1,5.0,14.8,-3.9,13.4,-15.8,2020-01
2020-01-15,6239,力成,半導體業,進榜,觸發,80.89,90.0,1.0,0,-0.9,-3.9,-16.2,-15.6,80.2,-0.9,0.0,-3.9,-15.5,-15.8,2020-01
2020-01-15,6239,力成,半導體業,觸發,進榜即觸發,80.89,90.0,1.0,0,-0.9,-3.9,-16.2,-15.6,80.2,-0.9,0.0,-3.9,-15.5,-15.8,2020-01
2020-01-15,3515,華擎,電子工業,進榜,觸發,59.61,77.0,2.0,0,29.2,-3.9,51.0,-15.6,61.2,2.7,25.9,-3.9,47.1,-15.8,2020-01
2020-01-15,3515,華擎,電子工業,觸發,進榜即觸發,59.61,77.0,2.0,0,29.2,-3.9,51.0,-15.6,61.2,2.7,25.9,-3.9,47.1,-15.8,2020-01
2020-01-15,3518,柏騰,其他電子業,進榜,準備,35.04,97.0,2.0,0,-21.3,-3.9,-29.5,-15.6,35.4,0.9,-22.0,-3.9,-30.1,-15.8,2020-01
2020-01-15,2504,國產,建材營造,進榜,準備,10.61,93.0,2.0,0,-5.5,-3.9,-20.2,-15.6,10.5,-0.7,-4.8,-3.9,-19.7,-15.8,2020-01
2020-01-15,3530,晶相光,半導體業,進榜,準備,101.79,82.0,1.0,0,-2.7,-3.9,-21.8,-15.6,102.2,0.4,-3.1,-3.9,-22.1,-15.8,2020-01
2020-01-15,6223,旺矽,半導體業,進榜,準備,67.65,81.0,3.0,0,-4.8,-3.9,-22.5,-15.6,67.6,-0.1,-4.7,-3.9,-22.4,-15.8,2020-01
2020-01-15,3376,新日興,電子零組件業,進榜,準備,106.39,76.0,3.0,0,0.7,-3.9,-14.8,-15.6,106.0,-0.3,1.0,-3.9,-14.5,-15.8,2020-01
2020-01-15,6257,矽格,半導體業,進榜,準備,26.29,71.0,2.0,0,-6.0,-3.9,-8.4,-15.6,26.3,0.1,-6.1,-3.9,-8.5,-15.8,2020-01
2020-01-15,2337,旺宏,半導體業,移出,逾期,31.68,82.0,,56,,,,,,,,,,,2020-01
2020-01-15,8039,台虹,電子工業,移出,掉出掃描母體,36.98,74.0,,5,,,,,,,,,,,2020-01
2020-01-15,3687,歐買尬,文化創意業,移出,掉出掃描母體,39.86,93.0,,1,,,,,,,,,,,2020-01
2020-01-15,5469,瀚宇博,電子零組件業,移出,掉出掃描母體,33.77,72.0,,1,,,,,,,,,,,2020-01
2020-01-15,3008,大立光,光電業,移出,掉出掃描母體,4102.9,71.0,,1,,,,,,,,,,,2020-01
2020-01-16,3413,京鼎,半導體業,進榜,準備,150.54,94.0,3.0,0,-9.7,-4.7,-27.9,-15.2,154.3,2.5,-11.9,-5.0,-29.7,-15.5,2020-01
2020-01-16,9946,三發地產,建材營造,進榜,準備,18.15,82.0,2.0,0,-26.7,-4.7,-47.7,-15.2,18.2,0.5,-27.1,-5.0,-48.0,-15.5,2020-01
2020-01-16,2049,上銀,電機機械,進榜,準備,266.39,71.0,1.0,0,0.2,-4.7,-22.9,-15.2,267.7,0.5,-0.3,-5.0,-23.3,-15.5,2020-01
2020-01-16,6121,新普,電腦及週邊設備業,進榜,準備,203.16,71.0,2.0,0,-2.7,-4.7,-2.2,-15.2,205.1,0.9,-3.6,-5.0,-3.1,-15.5,2020-01
2020-01-16,5521,工信,建材營造,觸發,等待後觸發,8.93,81.0,1.0,2,-20.7,-4.7,-17.4,-15.2,8.9,0.0,-20.7,-5.0,-17.4,-15.5,2020-01
2020-01-16,3661,世芯-KY,半導體業,觸發,等待後觸發,250.51,99.0,3.0,3,-17.5,-4.7,-9.5,-15.2,251.0,0.2,-17.6,-5.0,-9.7,-15.5,2020-01
2020-01-16,3526,凡甲,電子零組件業,移出,掉出掃描母體,68.82,71.0,,17,,,,,,,,,,,2020-01
2020-01-16,6409,旭隼,其他電子業,移出,掉出掃描母體,601.98,71.0,,8,,,,,,,,,,,2020-01
2020-01-17,4973,廣穎,半導體業,進榜,觸發,22.63,97.0,2.0,0,5.6,-5.0,-16.7,-15.2,22.6,0.0,5.6,-5.4,-16.7,-15.4,2020-01
2020-01-17,4973,廣穎,半導體業,觸發,進榜即觸發,22.63,97.0,2.0,0,5.6,-5.0,-16.7,-15.2,22.6,0.0,5.6,-5.4,-16.7,-15.4,2020-01
2020-01-17,3211,順達,電腦及週邊設備業,進榜,觸發,39.8,75.0,2.0,0,-8.5,-5.0,8.1,-15.2,40.8,2.6,-10.9,-5.4,5.4,-15.4,2020-01
2020-01-17,3211,順達,電腦及週邊設備業,觸發,進榜即觸發,39.8,75.0,2.0,0,-8.5,-5.0,8.1,-15.2,40.8,2.6,-10.9,-5.4,5.4,-15.4,2020-01
2020-01-17,2448,晶電,光電業,進榜,準備,34.0,85.0,1.0,0,-6.9,-5.0,11.6,-15.2,34.1,0.3,-7.2,-5.4,11.3,-15.4,2020-01
2020-01-17,2458,義隆,半導體業,進榜,準備,61.75,72.0,3.0,0,-9.7,-5.0,-1.2,-15.2,61.9,0.3,-10.0,-5.4,-1.5,-15.4,2020-01
2020-01-17,8021,尖點,其他電子業,進榜,準備,17.45,70.0,1.0,0,-12.2,-5.0,-19.7,-15.2,17.6,1.1,-13.1,-5.4,-20.5,-15.4,2020-01
2020-01-17,8271,宇瞻,半導體業,觸發,等待後觸發,33.17,90.0,1.0,25,-6.2,-5.0,0.8,-15.2,33.5,1.0,-7.1,-5.4,-0.2,-15.4,2020-01
2020-01-17,5434,崇越,電子工業,觸發,等待後觸發,82.15,81.0,1.0,3,-8.3,-5.0,-16.3,-15.2,82.5,0.4,-8.7,-5.4,-16.7,-15.4,2020-01
2020-01-20,6279,胡連,電子零組件業,進榜,準備,72.74,83.0,1.0,0,-15.5,-5.5,-33.3,-13.9,66.8,-8.2,-8.0,-2.2,-27.3,-10.5,2020-01
2020-01-20,6138,茂達,半導體業,進榜,準備,56.9,81.0,2.0,0,-11.2,-5.5,-18.5,-13.9,53.6,-5.8,-5.7,-2.2,-13.5,-10.5,2020-01
2020-01-20,2338,光罩,半導體業,進榜,準備,30.26,80.0,2.0,0,-14.4,-5.5,-18.0,-13.9,27.2,-10.0,-4.9,-2.2,-8.9,-10.5,2020-01
2020-01-20,4966,譜瑞-KY,半導體業,進榜,準備,573.83,76.0,3.0,0,2.4,-5.5,6.4,-13.9,548.3,-4.4,7.1,-2.2,11.3,-10.5,2020-01
2020-01-20,2732,六角,觀光事業,進榜,準備,154.45,72.0,2.0,0,-22.8,-5.5,-35.8,-13.9,139.2,-9.9,-14.4,-2.2,-28.8,-10.5,2020-01
2020-01-30,4157,太景*-KY,生技醫療業,進榜,觸發,22.25,86.0,2.0,0,-7.9,-1.6,-36.0,-8.1,22.8,2.2,-9.9,-1.7,-37.4,-8.3,2020-01
2020-01-30,4157,太景*-KY,生技醫療業,觸發,進榜即觸發,22.25,86.0,2.0,0,-7.9,-1.6,-36.0,-8.1,22.8,2.2,-9.9,-1.7,-37.4,-8.3,2020-01
2020-01-30,1762,中化生,化學生技醫療,進榜,觸發,37.48,76.0,2.0,0,-3.5,-1.6,11.0,-8.1,38.9,3.7,-7.0,-1.7,7.0,-8.3,2020-01
2020-01-30,1762,中化生,化學生技醫療,觸發,進榜即觸發,37.48,76.0,2.0,0,-3.5,-1.6,11.0,-8.1,38.9,3.7,-7.0,-1.7,7.0,-8.3,2020-01
2020-01-30,4142,國光生,化學生技醫療,進榜,觸發,27.4,71.0,2.0,0,-1.8,-1.6,5.8,-8.1,27.5,0.4,-2.2,-1.7,5.4,-8.3,2020-01
2020-01-30,4142,國光生,化學生技醫療,觸發,進榜即觸發,27.4,71.0,2.0,0,-1.8,-1.6,5.8,-8.1,27.5,0.4,-2.2,-1.7,5.4,-8.3,2020-01
2020-01-30,2207,和泰車,汽車工業,移出,掉出掃描母體,568.31,87.0,,69,,,,,,,,,,,2020-01
2020-01-30,6251,定穎,電子零組件業,移出,掉出掃描母體,19.09,95.0,,17,,,,,,,,,,,2020-01
2020-01-30,3034,聯詠,半導體業,移出,掉出掃描母體,140.04,82.0,,17,,,,,,,,,,,2020-01
2020-01-30,5521,工信,建材營造,移出,突破失敗,7.9,77.0,,16,,,,,,,,,,,2020-01
2020-01-30,5434,崇越,電子工業,移出,掉出掃描母體,81.44,79.0,,16,,,,,,,,,,,2020-01
2020-01-30,6257,矽格,半導體業,移出,掉出掃描母體,26.22,72.0,,15,,,,,,,,,,,2020-01
2020-01-30,9946,三發地產,建材營造,移出,掉出掃描母體,18.09,81.0,,14,,,,,,,,,,,2020-01
2020-01-30,2458,義隆,半導體業,移出,掉出掃描母體,61.56,71.0,,13,,,,,,,,,,,2020-01
2020-01-30,8021,尖點,其他電子業,移出,掉出掃描母體,17.68,71.0,,13,,,,,,,,,,,2020-01
2020-01-30,6138,茂達,半導體業,移出,掉出掃描母體,56.9,81.0,,10,,,,,,,,,,,2020-01
2020-01-30,2338,光罩,半導體業,移出,掉出掃描母體,30.26,80.0,,10,,,,,,,,,,,2020-01
2020-01-30,2732,六角,觀光事業,移出,掉出掃描母體,154.45,72.0,,10,,,,,,,,,,,2020-01
2020-01-30,6278,台表科,光電業,移出,掉出掃描母體,83.45,93.0,,98,,,,,,,,,,,2020-01
2020-01-30,3653,健策,電子工業,移出,掉出掃描母體,186.11,96.0,,94,,,,,,,,,,,2020-01
2020-01-30,6196,帆宣,其他電子業,移出,掉出掃描母體,68.79,94.0,,93,,,,,,,,,,,2020-01
2020-01-30,2330,台積電,半導體業,移出,掉出掃描母體,293.29,75.0,,87,,,,,,,,,,,2020-01
2020-01-30,6426,統新,通信網路業,移出,掉出掃描母體,143.09,92.0,,77,,,,,,,,,,,2020-01
2020-01-30,3042,晶技,電子工業,移出,掉出掃描母體,32.98,77.0,,51,,,,,,,,,,,2020-01
2020-01-30,3056,富華新,建材營造,移出,掉出掃描母體,10.22,83.0,,51,,,,,,,,,,,2020-01
2020-01-30,3548,兆利,電子零組件業,移出,掉出掃描母體,71.81,84.0,,36,,,,,,,,,,,2020-01
2020-01-30,1103,嘉泥,水泥工業,移出,掉出掃描母體,16.29,77.0,,35,,,,,,,,,,,2020-01
2020-01-30,6591,動力-KY,電子工業,移出,離高點太遠,35.29,82.0,,35,,,,,,,,,,,2020-01
2020-01-30,2368,金像電,電子零組件業,移出,掉出掃描母體,17.34,81.0,,34,,,,,,,,,,,2020-01
2020-01-30,9802,鈺齊-KY,其他,移出,晚期未觸發,95.95,93.0,,31,,,,,,,,,,,2020-01
2020-01-30,5347,世界,半導體業,移出,掉出掃描母體,58.67,76.0,,31,,,,,,,,,,,2020-01
2020-01-30,2456,奇力新,電子零組件業,移出,離高點太遠,113.55,93.0,,31,,,,,,,,,,,2020-01
2020-01-30,3152,璟德,通信網路業,移出,離高點太遠,427.2,89.0,,31,,,,,,,,,,,2020-01
2020-01-30,6261,久元,半導體業,移出,掉出掃描母體,34.36,72.0,,28,,,,,,,,,,,2020-01
2020-01-30,6452,康友-KY,生技醫療業,移出,掉出掃描母體,223.5,75.0,,28,,,,,,,,,,,2020-01
2020-01-30,3131,弘塑,其他電子類,移出,離高點太遠,218.09,99.0,,17,,,,,,,,,,,2020-01
2020-01-30,6451,訊芯-KY,半導體業,移出,掉出掃描母體,139.97,79.0,,17,,,,,,,,,,,2020-01
