代號,名稱,產業,進榜次數,首次進榜,報酬60D,觸發次數
2330,台積電,半導體業,11,2016-06-15,9.4,1
3231,緯創,電子工業,11,2016-06-04,1.35,2
3036,文曄,電子工業,9,2016-06-15,7.3999999999999995,2
2376,技嘉,電子工業,8,2016-07-18,1.6,0
3044,健鼎,電子工業,7,2016-08-25,6.2,1
3702,大聯大,電子工業,7,2016-06-04,5.4,2
2301,光寶科,電腦及週邊設備業,7,2016-06-04,4.9,0
3008,大立光,光電業,7,2016-07-27,2.35,0
5534,長虹,建材營造,7,2016-06-04,-4.3,0
6239,力成,半導體業,6,2016-07-28,5.199999999999999,0
2472,立隆電,電子工業,6,2016-06-28,0.9499999999999997,2
4919,新唐,半導體業,6,2016-07-29,-3.6,1
2360,致茂,其他電子業,6,2016-06-04,-4.1,1
1101,台泥,水泥工業,6,2016-08-22,-4.7,1
1262,綠悅-KY,其他,6,2016-06-04,-8.5,2
2723,美食-KY,觀光事業,5,2016-06-22,2.0,0
2382,廣達,電子工業,5,2016-07-21,-5.15,0
2355,敬鵬,電子工業,5,2016-07-14,-16.6,0
3005,神基,電子工業,4,2016-07-28,62.9,1
3526,凡甲,電子零組件業,4,2016-06-23,50.550000000000004,0
8069,元太,光電業,4,2016-06-14,38.0,1
2351,順德,電子工業,4,2016-06-07,17.7,0
2823,中壽,金融保險,4,2016-09-09,14.3,1
1605,華新,電器電纜,4,2016-08-01,12.8,2
1590,亞德客-KY,電機機械,4,2016-06-04,4.300000000000001,0
1210,大成,食品工業,4,2016-06-04,1.75,0
2456,奇力新,電子零組件業,4,2016-08-03,-2.7,0
6505,台塑化,油電燃氣業,4,2016-10-20,,0
2439,美律,通信網路業,3,2016-07-05,58.7,1
1568,倉佑,汽車工業,3,2016-07-05,37.6,1
6411,晶焱,半導體業,3,2016-07-18,27.1,2
5434,崇越,電子工業,3,2016-06-14,19.900000000000002,0
3260,威剛,半導體業,3,2016-07-19,17.75,0
5904,寶雅,貿易百貨,3,2016-07-29,17.65,0
2352,佳世達,電腦及週邊設備業,3,2016-08-30,17.4,0
5347,世界,半導體業,3,2016-06-04,15.600000000000001,2
8358,金居,電子零組件業,3,2016-08-08,14.4,2
2545,皇翔,建材營造,3,2016-06-08,11.4,0
1909,榮成,造紙工業,3,2016-06-14,11.3,1
2633,台灣高鐵,航運業,3,2016-07-22,11.2,1
8042,金山電,電子零組件業,3,2016-07-26,7.95,1
6138,茂達,半導體業,3,2016-07-11,6.0,1
6412,群電,電子工業,3,2016-10-04,4.3,0
2464,盟立,其他電子業,3,2016-06-23,4.0,1
2105,正新,橡膠工業,3,2016-06-08,3.6,1
2340,台亞,光電業,3,2016-08-03,3.5,1
1326,台化,塑膠工業,3,2016-06-07,1.2,0
2395,研華,電子工業,3,2016-07-15,0.4,1
3022,威強電,電子工業,3,2016-09-21,-0.09999999999999998,0
8016,矽創,半導體業,3,2016-07-11,-1.0,2
2809,京城銀,金融保險,3,2016-09-05,-1.8,1
6196,帆宣,其他電子業,3,2016-06-23,-2.3,0
2449,京元電子,半導體業,3,2016-06-06,-2.9,1
4915,致伸,電子零組件業,3,2016-09-09,-3.25,1
1216,統一,食品工業,3,2016-06-17,-3.5,1
1565,精華,生技醫療業,3,2016-06-07,-5.2,0
5439,高技,電子零組件業,3,2016-08-03,-6.699999999999999,0
2421,建準,電子工業,3,2016-07-19,-6.8,0
3522,御頂,觀光事業,3,2016-07-06,-7.3,2
4956,光鋐,電子工業,3,2016-08-31,-7.8999999999999995,2
6269,台郡,電子工業,3,2016-09-30,-9.15,0
1733,五鼎,化學生技醫療,3,2016-06-20,-15.5,0
1563,巧新,電機機械,3,2016-06-04,-18.4,0
3617,碩天,其他電子業,3,2016-07-15,-25.3,0
2204,中華,汽車工業,3,2016-12-02,,0
2317,鴻海,其他電子業,3,2016-10-25,,0
2548,華固,建材營造,3,2016-12-02,,0
3545,敦泰,電子工業,3,2016-11-08,,0
6220,岳豐,電子零組件業,2,2016-09-05,134.9,1
6116,彩晶,電子工業,2,2016-07-21,45.3,1
1569,濱川,電腦及週邊設備業,2,2016-09-08,40.4,1
8464,億豐,其他,2,2016-06-30,40.25,1
3546,宇峻,文化創意業,2,2016-07-20,37.9,2
2371,大同,電機機械,2,2016-09-20,33.7,1
1215,卜蜂,食品工業,2,2016-06-04,24.4,2
1305,華夏,塑膠工業,2,2016-08-16,23.549999999999997,1
8112,至上,電子工業,2,2016-07-06,22.9,1
3092,鴻碩,電子零組件業,2,2016-06-15,21.700000000000003,1
4551,智伸科,汽車工業,2,2016-06-08,17.9,2
6173,信昌電,電子零組件業,2,2016-07-25,16.0,0
8050,廣積,電腦及週邊設備業,2,2016-06-20,13.85,1
2489,瑞軒,光電業,2,2016-06-04,13.3,1
5443,均豪,光電業,2,2016-07-19,12.100000000000001,0
6462,神盾,半導體業,2,2016-08-01,9.8,2
8444,綠河-KY,其他,2,2016-08-26,8.0,0
3587,閎康,其他電子類,2,2016-06-06,7.6,1
3535,晶彩科,光電業,2,2016-06-15,6.949999999999999,0
3548,兆利,電子零組件業,2,2016-06-04,6.65,1
9911,櫻花,其他,2,2016-06-04,6.6,1
3706,神達,電子工業,2,2016-08-29,5.5,0
3078,僑威,電子零組件業,2,2016-06-08,5.049999999999999,2
1580,新麥,電機機械,2,2016-08-24,4.9,1
9938,百和,其他,2,2016-07-15,4.8999999999999995,1
2344,華邦電,半導體業,2,2016-07-21,4.55,0
6452,康友-KY,生技醫療業,2,2016-07-05,4.3,1
3540,曜越,電腦及週邊設備業,2,2016-07-04,3.9,2
2103,台橡,橡膠工業,2,2016-06-22,2.6,1
2912,統一超,貿易百貨,2,2016-06-04,2.15,0
3006,晶豪科,電子工業,2,2016-09-26,1.6,1
8271,宇瞻,半導體業,2,2016-06-16,1.4499999999999997,0
3032,偉訓,電子工業,2,2016-07-28,0.34999999999999964,1
1808,潤隆,建材營造,2,2016-07-01,0.04999999999999982,0
9933,中鼎,其他,2,2016-07-07,-0.1,0
2409,友達,光電業,2,2016-07-29,-0.8,0
3679,新至陞,電子工業,2,2016-08-15,-1.0,0
2228,劍麟,汽車工業,2,2016-06-22,-1.5499999999999998,0
3042,晶技,電子工業,2,2016-06-07,-2.1,0
2369,菱生,電子工業,2,2016-09-29,-2.5,0
4999,鑫禾,電子零組件業,2,2016-08-04,-2.8,0
2354,鴻準,其他電子業,2,2016-09-08,-3.4,1
3380,明泰,通信網路業,2,2016-07-12,-3.4499999999999997,0
6245,立端,通信網路業,2,2016-07-11,-3.8,0
1592,英瑞-KY,汽車工業,2,2016-06-04,-3.9000000000000004,1
8114,振樺電,電子工業,2,2016-08-30,-4.8,1
1717,長興,化學工業,2,2016-08-25,-5.949999999999999,0
3023,信邦,電子零組件業,2,2016-06-08,-5.95,0
2542,興富發,建材營造,2,2016-07-26,-6.15,0
2356,英業達,電子工業,2,2016-07-20,-6.65,1
3624,光頡,電子零組件業,2,2016-06-06,-10.850000000000001,0
8083,瑞穎,電機機械,2,2016-08-24,-11.1,0
6285,啟碁,通信網路業,2,2016-09-20,-12.1,0
6209,今國光,光電業,2,2016-09-06,-14.5,1
8341,日友,其他,2,2016-06-20,-17.9,0
2929,淘帝-KY,貿易百貨,2,2016-09-19,-19.1,0
3596,智易,通信網路業,2,2016-08-05,-23.15,2
8044,網家,電子商務業,2,2016-09-29,-28.4,0
1301,台塑,塑膠工業,2,2016-11-23,,0
1312,國喬,塑膠工業,2,2016-11-10,,0
2233,宇隆,汽車工業,2,2016-12-06,,1
2888,新光金,金融保險,2,2016-11-25,,0
3313,斐成,電子零組件業,2,2016-10-28,,1
4714,永捷,化學工業,2,2016-12-19,,1
5269,祥碩,半導體業,2,2016-11-21,,0
6191,精成科,電子工業,2,2016-10-24,,0
2377,微星,電子工業,1,2016-06-07,51.1,1
1527,鑽全,電機機械,1,2016-06-21,32.5,1
2379,瑞昱,半導體業,1,2016-06-13,32.1,1
8436,大江,生技醫療業,1,2016-07-13,27.2,1
5243,乙盛-KY,電子工業,1,2016-07-05,22.6,0
8070,長華*,電子工業,1,2016-07-20,20.6,1
6510,精測,半導體業,1,2016-08-03,19.7,1
2345,智邦,通信網路業,1,2016-06-04,17.6,0
6213,聯茂,電子工業,1,2016-06-16,17.6,1
3236,千如,電子零組件業,1,2016-08-04,14.3,0
2023,燁輝,鋼鐵工業,1,2016-09-07,12.9,1
8437,大地-KY,其他,1,2016-06-04,12.8,0
4722,國精化,化學工業,1,2016-06-13,8.6,0
2492,華新科,電子工業,1,2016-07-29,7.3,1
4746,台耀,化學生技醫療,1,2016-06-04,5.3,0
1707,葡萄王,化學生技醫療,1,2016-08-30,5.2,1
6223,旺矽,半導體業,1,2016-06-27,5.2,0
4534,慶騰,電機機械,1,2016-06-04,3.8,0
3527,聚積,半導體業,1,2016-06-04,3.4,0
3324,雙鴻,其他電子類,1,2016-07-19,3.3,1
6188,廣明,電腦及週邊設備業,1,2016-08-04,2.5,1
8210,勤誠,電子工業,1,2016-06-06,2.0,1
3541,西柏,其他電子類,1,2016-07-11,1.8,1
1323,永裕,塑膠工業,1,2016-06-04,1.6,0
3163,波若威,通信網路業,1,2016-07-07,1.2,1
2428,興勤,電子工業,1,2016-09-23,1.0,1
6277,宏正,電子工業,1,2016-06-20,0.9,0
2404,漢唐,其他電子業,1,2016-06-30,0.7,0
2634,漢翔,航運業,1,2016-06-04,-0.3,0
3559,全智科,電子工業,1,2016-08-31,-0.6,0
4532,瑞智,電機機械,1,2016-08-18,-0.6,1
2383,台光電,電子工業,1,2016-08-26,-0.9,1
2328,廣宇,電子零組件業,1,2016-09-10,-1.6,1
6187,萬潤,其他電子類,1,2016-06-04,-1.8,1
6235,華孚,電子工業,1,2016-10-05,-2.0,1
4107,邦特,生技醫療業,1,2016-07-04,-2.7,0
3105,穩懋,半導體業,1,2016-06-06,-3.0,0
5274,信驊,半導體業,1,2016-10-06,-3.6,1
2312,金寶,其他電子業,1,2016-07-19,-3.7,0
2412,中華電,通信網路業,1,2016-07-11,-3.9,0
2325,矽品,半導體業,1,2016-06-06,-5.2,0
2436,偉詮電,半導體業,1,2016-08-02,-5.9,0
3221,台嘉碩,通信網路業,1,2016-06-17,-5.9,1
2368,金像電,電子零組件業,1,2016-09-20,-6.0,1
4141,龍燈-KY,生技醫療業,1,2016-07-07,-6.6,1
1815,富喬,電子零組件業,1,2016-07-19,-7.0,1
6190,萬泰科,通信網路業,1,2016-10-03,-7.3,0
3338,泰碩,電子工業,1,2016-10-04,-7.5,0
1419,新紡,紡織纖維,1,2016-07-20,-9.6,0
1721,三晃,化學工業,1,2016-07-07,-9.6,0
4728,雙美,生技醫療業,1,2016-06-21,-9.7,0
1319,東陽,汽車工業,1,2016-09-20,-10.0,1
8299,群聯,半導體業,1,2016-06-23,-10.6,0
6290,良維,電子零組件業,1,2016-06-04,-10.8,0
2308,台達電,電子工業,1,2016-09-06,-11.1,0
1541,錩泰,電機機械,1,2016-06-30,-11.6,0
1532,勤美,電機機械,1,2016-06-29,-12.0,0
4129,聯合,生技醫療業,1,2016-06-21,-12.0,0
4935,茂林-KY,光電業,1,2016-07-20,-12.0,0
2353,宏碁,電子工業,1,2016-09-02,-12.7,0
3056,富華新,建材營造,1,2016-08-29,-12.7,0
5272,笙科,半導體業,1,2016-09-14,-13.0,0
3289,宜特,其他電子類,1,2016-06-08,-14.0,1
4916,事欣科,電腦及週邊設備業,1,2016-06-04,-14.1,0
5227,立凱-KY,電子零組件業,1,2016-09-02,-14.1,0
2349,錸德,光電業,1,2016-09-01,-14.4,0
6230,尼得科超眾,電子工業,1,2016-08-03,-14.9,0
8446,華研,文化創意業,1,2016-07-27,-15.5,1
8234,新漢,電腦及週邊設備業,1,2016-09-23,-15.6,0
6446,藥華藥,生技醫療業,1,2016-06-04,-15.7,1
6414,樺漢,電子工業,1,2016-08-26,-16.0,1
6274,台燿,電子零組件業,1,2016-07-15,-16.3,1
3454,晶睿,光電業,1,2016-08-02,-17.0,0
4952,凌通,電子工業,1,2016-08-05,-17.2,0
4126,太醫,生技醫療業,1,2016-06-06,-17.5,0
4984,科納-KY,通信網路業,1,2016-07-26,-17.5,1
8450,霹靂,文化創意業,1,2016-07-01,-17.5,0
4991,環宇-KY,半導體業,1,2016-06-04,-18.1,0
8432,東生華,生技醫療業,1,2016-06-29,-18.6,0
9951,皇田,電機機械,1,2016-09-07,-21.1,1
6485,點序,半導體業,1,2016-07-05,-22.4,0
6160,欣技,電腦及週邊設備業,1,2016-07-15,-23.1,1
5349,先豐,電子零組件業,1,2016-07-05,-23.7,0
6271,同欣電,半導體業,1,2016-08-15,-25.4,1
1536,和大,汽車工業,1,2016-08-25,-25.5,1
4162,智擎,生技醫療業,1,2016-09-29,-26.8,1
2488,漢平,其他電子業,1,2016-09-09,-29.7,1
3520,華盈,電子零組件業,1,2016-08-11,-35.6,0
1218,泰山,食品工業,1,2016-10-07,,0
1303,南亞,塑膠工業,1,2016-12-19,,0
1304,台聚,塑膠工業,1,2016-10-14,,0
1313,聯成,塑膠工業,1,2016-11-15,,0
1460,宏遠,紡織纖維,1,2016-12-02,,0
1560,中砂,電機機械,1,2016-12-14,,0
1582,信錦,電子工業,1,2016-12-05,,1
1704,榮化,化學工業,1,2016-12-20,,0
2002,中鋼,鋼鐵工業,1,2016-11-10,,0
2006,東和鋼鐵,鋼鐵工業,1,2016-11-14,,1
2014,中鴻,鋼鐵工業,1,2016-11-07,,1
2027,大成鋼,鋼鐵工業,1,2016-11-28,,0
2029,盛餘,鋼鐵工業,1,2016-11-10,,1
2031,新光鋼,鋼鐵工業,1,2016-11-11,,0
2034,允強,鋼鐵工業,1,2016-11-28,,0
2104,國際中橡,橡膠工業,1,2016-11-22,,0
2207,和泰車,汽車工業,1,2016-11-22,,0
2408,南亞科,半導體業,1,2016-12-12,,0
2415,錩新,電子工業,1,2016-10-20,,1
2501,國建,建材營造,1,2016-12-02,,0
2520,冠德,建材營造,1,2016-11-29,,0
2881,富邦金,金融保險,1,2016-11-14,,0
2882,國泰金,金融保險,1,2016-11-11,,0
3152,璟德,通信網路業,1,2016-10-31,,0
3189,景碩,半導體業,1,2016-10-31,,0
3264,欣銓,半導體業,1,2016-11-29,,0
3346,麗清,汽車工業,1,2016-12-20,,0
3362,先進光,光電業,1,2016-11-28,,1
3406,玉晶光,光電業,1,2016-12-15,,0
3455,由田,光電業,1,2016-12-06,,1
3481,群創,光電業,1,2016-12-15,,0
3483,力致,電腦及週邊設備業,1,2016-10-13,,0
3532,台勝科,半導體業,1,2016-12-06,,1
3580,友威科,其他電子類,1,2016-12-28,,1
3615,安可,光電業,1,2016-12-29,,1
3625,西勝,電腦及週邊設備業,1,2016-11-08,,1
4417,金洲,紡織纖維,1,2016-11-24,,0
4725,信昌化,化學工業,1,2016-12-13,,1
4906,正文,通信網路業,1,2016-12-09,,0
4938,和碩,電子工業,1,2016-10-12,,0
