stock_id,event_date,prev_close,open,close,chg%,ratio,原始比值,還原後漲跌%,方向,同檔命中數,判定
6538,2016-04-26,66.8744,67.0484,78.8357,17.9,0.849979,0.848276,0.2,往上跳（減資／反向分割）,3,幅度不足以確認
6425,2016-04-28,40.2612,39.7898,44.691,11.0,0.900009,0.900879,-0.1,往上跳（減資／反向分割）,3,幅度不足以確認
8077,2016-05-05,204.0315,181.1836,181.1836,-11.2,1.1111,1.126103,-1.3,往下跳（分割／面額變更）,3,幅度不足以確認
6552,2016-05-06,30.0698,29.7251,34.2547,13.9,0.900009,0.877831,2.5,往上跳（減資／反向分割）,1,幅度不足以確認
6494,2016-05-09,18.5359,15.2649,16.0827,-13.2,1.1765,1.152542,2.1,往下跳（分割／面額變更）,2,幅度不足以確認
1776,2016-05-10,14.0433,14.2813,15.7689,12.3,0.900009,0.890566,1.1,往上跳（減資／反向分割）,1,幅度不足以確認
5543,2016-05-11,18.9417,19.1663,21.7118,14.6,0.849979,0.872414,-2.6,往上跳（減資／反向分割）,1,幅度不足以確認
6526,2016-05-17,118.4644,117.8935,88.4915,-25.3,1.3333,1.33871,-0.4,往下跳（分割／面額變更）,7,同檔命中過多
2739,2016-05-19,55.3204,46.323,46.323,-16.3,1.1765,1.194231,-1.5,往下跳（分割／面額變更）,2,幅度不足以確認
3465,2016-05-20,9.3164,10.6613,10.6613,14.4,0.849979,0.873846,-2.7,往上跳（減資／反向分割）,3,幅度不足以確認
2065,2016-05-24,15.4406,15.4406,17.3954,12.7,0.900009,0.887625,1.4,往上跳（減資／反向分割）,3,幅度不足以確認
6499,2016-05-25,98.6406,96.957,113.774,15.3,0.849979,0.866987,-2.0,往上跳（減資／反向分割）,4,幅度不足以確認
6576,2016-05-25,77.4488,76.3343,86.4215,11.6,0.900009,0.896175,0.4,往上跳（減資／反向分割）,3,幅度不足以確認
6531,2016-05-31,41.8575,37.6718,36.2258,-13.5,1.1765,1.155462,1.8,往下跳（分割／面額變更）,3,幅度不足以確認
6482,2016-06-13,29.7328,26.2033,26.0114,-12.5,1.1111,1.143068,-2.8,往下跳（分割／面額變更）,1,幅度不足以確認
9928,2016-06-13,24.1409,21.4499,21.4499,-11.1,1.1111,1.125455,-1.3,往下跳（分割／面額變更）,2,幅度不足以確認
8342,2016-06-15,28.494,29.0823,25.2883,-11.3,1.1111,1.126767,-1.4,往下跳（分割／面額變更）,3,幅度不足以確認
4741,2016-06-20,55.9128,55.3053,63.3666,13.3,0.900009,0.882371,2.0,往上跳（減資／反向分割）,2,幅度不足以確認
8477,2016-07-07,71.8959,71.3088,63.9807,-11.0,1.1111,1.123711,-1.1,往下跳（分割／面額變更）,3,幅度不足以確認
5283,2016-07-20,18.8318,18.8318,21.1239,12.2,0.900009,0.891489,1.0,往上跳（減資／反向分割）,3,幅度不足以確認
6574,2016-07-21,119.2645,114.0082,135.2205,13.4,0.900009,0.882,2.0,往上跳（減資／反向分割）,3,幅度不足以確認
6499,2016-07-27,116.8459,106.1664,103.6536,-11.3,1.1111,1.127273,-1.4,往下跳（分割／面額變更）,4,幅度不足以確認
6532,2016-08-02,19.8821,19.8554,22.5842,13.6,0.900009,0.880355,2.2,往上跳（減資／反向分割）,2,幅度不足以確認
6558,2016-08-04,16.5052,16.5618,18.948,14.8,0.849979,0.87108,-2.4,往上跳（減資／反向分割）,7,同檔命中過多
6568,2016-08-04,83.7401,84.0773,93.5267,11.7,0.900009,0.89536,0.5,往上跳（減資／反向分割）,1,幅度不足以確認
9106,2016-08-05,2.45,2.16,2.16,-11.8,1.1111,1.134259,-2.0,往下跳（分割／面額變更）,3,幅度不足以確認
4554,2016-08-08,47.9747,48.0949,54.4074,13.4,0.900009,0.881768,2.1,往上跳（減資／反向分割）,3,幅度不足以確認
6558,2016-08-08,18.8631,19.1272,23.3243,23.7,0.8,0.808734,-1.1,往上跳（減資／反向分割）,7,同檔命中過多
4961,2016-08-10,37.9665,38.1376,42.5259,12.0,0.900009,0.892785,0.8,往上跳（減資／反向分割）,4,幅度不足以確認
6569,2016-08-10,90.4435,90.4435,80.0289,-11.5,1.1111,1.130135,-1.7,往下跳（分割／面額變更）,5,幅度不足以確認
6526,2016-08-12,77.7298,77.4443,63.0763,-18.9,1.25,1.232313,1.4,往下跳（分割／面額變更）,7,同檔命中過多
2743,2016-08-15,14.409,14.6286,11.9483,-17.1,1.1765,1.205946,-2.4,往下跳（分割／面額變更）,9,同檔命中過多
6569,2016-08-15,82.5411,80.4416,71.416,-13.5,1.1765,1.155779,1.8,往下跳（分割／面額變更）,5,幅度不足以確認
5283,2016-08-16,22.4723,22.7509,26.0184,15.8,0.849979,0.863707,-1.6,往上跳（減資／反向分割）,3,幅度不足以確認
4754,2016-08-29,17.5501,17.5677,19.8431,13.1,0.900009,0.884443,1.8,往上跳（減資／反向分割）,5,幅度不足以確認
4540,2016-08-30,19.8921,19.5116,22.8813,15.0,0.849979,0.869361,-2.2,往上跳（減資／反向分割）,4,幅度不足以確認
6225,2016-09-06,28.9916,25.7703,25.7703,-11.1,1.1111,1.125,-1.2,往下跳（分割／面額變更）,3,幅度不足以確認
1760,2016-09-07,60.9574,60.0656,69.245,13.6,0.900009,0.880316,2.2,往上跳（減資／反向分割）,3,幅度不足以確認
6542,2016-09-08,101.6182,91.4564,84.5125,-16.8,1.1765,1.202405,-2.2,往下跳（分割／面額變更）,1,幅度不足以確認
3426,2016-09-19,23.5991,23.854,27.1192,14.9,0.849979,0.8702,-2.3,往上跳（減資／反向分割）,1,幅度不足以確認
1598,2016-09-20,34.698,31.4267,30.3021,-12.7,1.1765,1.145069,2.7,往下跳（分割／面額變更）,2,幅度不足以確認
6585,2016-09-20,57.82,56.8591,64.7503,12.0,0.900009,0.892969,0.8,往上跳（減資／反向分割）,5,幅度不足以確認
6532,2016-09-29,19.6819,20.149,22.2173,12.9,0.900009,0.885886,1.6,往上跳（減資／反向分割）,2,幅度不足以確認
6425,2016-10-03,24.8502,24.7912,27.6495,11.3,0.900009,0.898758,0.1,往上跳（減資／反向分割）,3,幅度不足以確認
2745,2016-10-14,22.2176,22.1955,18.4827,-16.8,1.1765,1.202077,-2.1,往下跳（分割／面額變更）,2,幅度不足以確認
6538,2016-10-21,65.5152,64.6996,56.5442,-13.7,1.1765,1.158654,1.5,往下跳（分割／面額變更）,3,幅度不足以確認
6538,2016-10-24,56.5442,55.185,50.0199,-11.5,1.1111,1.130435,-1.7,往下跳（分割／面額變更）,3,幅度不足以確認
2633,2016-10-27,14.91,15.0562,17.5777,17.9,0.849979,0.848233,0.2,往上跳（減資／反向分割）,3,幅度不足以確認
6596,2016-10-27,24.3553,24.3553,28.0016,15.0,0.849979,0.869781,-2.3,往上跳（減資／反向分割）,2,幅度不足以確認
5348,2016-11-01,10.3841,8.6599,8.6599,-16.6,1.1765,1.199095,-1.9,往下跳（分割／面額變更）,1,幅度不足以確認
8477,2016-11-01,68.9277,64.6403,60.6168,-12.1,1.1111,1.137106,-2.3,往下跳（分割／面額變更）,3,幅度不足以確認
8477,2016-11-02,60.6168,58.0444,52.8995,-12.7,1.1765,1.145885,2.7,往下跳（分割／面額變更）,3,幅度不足以確認
4943,2016-11-11,86.692,72.0398,72.0398,-16.9,1.1765,1.20339,-2.2,往下跳（分割／面額變更）,3,幅度不足以確認
4943,2016-11-16,60.5012,61.0507,71.6735,18.5,0.849979,0.844123,0.7,往上跳（減資／反向分割）,3,幅度不足以確認
6198,2016-11-30,45.3699,49.6693,50.5744,11.5,0.900009,0.897092,0.3,往上跳（減資／反向分割）,3,幅度不足以確認
8423,2016-12-19,7.6427,8.5448,8.5448,11.8,0.900009,0.894428,0.6,往上跳（減資／反向分割）,1,幅度不足以確認
3346,2016-12-20,37.7325,37.5848,43.9351,16.4,0.849979,0.858824,-1.0,往上跳（減資／反向分割）,1,幅度不足以確認
5220,2016-12-21,15.3496,15.2704,17.4206,13.5,0.900009,0.881119,2.1,往上跳（減資／反向分割）,1,幅度不足以確認
6569,2016-12-21,97.2585,89.7185,80.3878,-17.3,1.1765,1.209866,-2.8,往下跳（分割／面額變更）,5,幅度不足以確認
3701,2016-12-23,10.3475,11.9083,11.9083,15.1,0.849979,0.868932,-2.2,往上跳（減資／反向分割）,2,幅度不足以確認
3168,2016-12-30,6.3311,6.3311,7.0558,11.4,0.900009,0.897285,0.3,往上跳（減資／反向分割）,14,同檔命中過多
6199,2017-01-03,20.11,16.9903,16.9903,-15.5,1.1765,1.183616,-0.6,往下跳（分割／面額變更）,1,幅度不足以確認
1529,2017-01-05,18.771,16.4768,16.6854,-11.1,1.1111,1.125,-1.2,往下跳（分割／面額變更）,1,幅度不足以確認
6615,2017-01-09,85.747,88.6604,73.7327,-14.0,1.1765,1.162944,1.2,往下跳（分割／面額變更）,3,幅度不足以確認
6560,2017-01-13,28.3291,28.3561,33.1113,16.9,0.849979,0.855572,-0.7,往上跳（減資／反向分割）,1,幅度不足以確認
8480,2017-01-17,87.4515,79.4699,75.3055,-13.9,1.1765,1.16129,1.3,往下跳（分割／面額變更）,1,幅度不足以確認
8028,2017-02-02,16.1997,16.1336,18.6061,14.9,0.849979,0.870662,-2.4,往上跳（減資／反向分割）,5,幅度不足以確認
4540,2017-02-20,23.3487,23.5574,26.001,11.4,0.900009,0.897993,0.2,往上跳（減資／反向分割）,4,幅度不足以確認
8481,2017-02-24,30.8826,26.3954,25.6035,-17.1,1.1765,1.206186,-2.5,往下跳（分割／面額變更）,1,幅度不足以確認
9157,2017-03-02,1.34,1.34,1.19,-11.2,1.1111,1.12605,-1.3,往下跳（分割／面額變更）,1,幅度不足以確認
8028,2017-03-08,20.2422,20.2202,23.0596,13.9,0.900009,0.877824,2.5,往上跳（減資／反向分割）,5,幅度不足以確認
6613,2017-03-13,29.4977,29.2635,34.9922,18.6,0.849979,0.84298,0.8,往上跳（減資／反向分割）,2,幅度不足以確認
2065,2017-03-14,17.2618,17.1747,19.4789,12.8,0.900009,0.886179,1.6,往上跳（減資／反向分割）,3,幅度不足以確認
6556,2017-03-15,37.6562,37.8433,44.8289,19.0,0.849979,0.839998,1.2,往上跳（減資／反向分割）,2,幅度不足以確認
2937,2017-03-16,15.1482,15.2222,17.4673,15.3,0.849979,0.867232,-2.0,往上跳（減資／反向分割）,1,幅度不足以確認
6472,2017-03-17,11.4533,11.3608,13.6329,19.0,0.849979,0.840122,1.2,往上跳（減資／反向分割）,2,幅度不足以確認
6491,2017-03-17,80.2676,80.2592,89.5618,11.6,0.900009,0.896226,0.4,往上跳（減資／反向分割）,3,幅度不足以確認
8342,2017-03-17,39.9751,39.6727,47.2938,18.3,0.849979,0.845251,0.6,往上跳（減資／反向分割）,3,幅度不足以確認
2065,2017-03-20,19.859,19.8392,23.7508,19.6,0.849979,0.836139,1.7,往上跳（減資／反向分割）,3,幅度不足以確認
6613,2017-03-20,39.6793,39.4616,44.2259,11.5,0.900009,0.897196,0.3,往上跳（減資／反向分割）,2,幅度不足以確認
8342,2017-03-20,47.2938,46.0456,53.0564,12.2,0.900009,0.891388,1.0,往上跳（減資／反向分割）,3,幅度不足以確認
6578,2017-03-21,25.5877,25.1509,29.0745,13.6,0.900009,0.880074,2.3,往上跳（減資／反向分割）,1,幅度不足以確認
6558,2017-03-23,22.1736,22.1453,25.1445,13.4,0.900009,0.881845,2.1,往上跳（減資／反向分割）,7,同檔命中過多
2743,2017-03-27,8.6803,8.3961,9.6943,11.7,0.900009,0.895403,0.5,往上跳（減資／反向分割）,9,同檔命中過多
8476,2017-03-28,22.0021,18.0816,19.0955,-13.2,1.1765,1.152212,2.1,往下跳（分割／面額變更）,3,幅度不足以確認
9928,2017-04-06,17.0559,19.1622,19.1622,12.3,0.900009,0.890082,1.1,往上跳（減資／反向分割）,2,幅度不足以確認
1587,2017-04-10,21.303,20.717,23.7918,11.7,0.900009,0.895393,0.5,往上跳（減資／反向分割）,1,幅度不足以確認
5244,2017-04-10,7.1566,6.7816,8.1102,13.3,0.900009,0.882412,2.0,往上跳（減資／反向分割）,7,同檔命中過多
3168,2017-04-11,6.6643,6.7226,7.5473,13.3,0.900009,0.883002,1.9,往上跳（減資／反向分割）,14,同檔命中過多
8487,2017-04-17,23.6008,23.6758,20.3484,-13.8,1.1765,1.159836,1.4,往下跳（分割／面額變更）,12,同檔命中過多
6492,2017-04-24,172.8836,153.3029,139.4531,-19.3,1.25,1.239726,0.8,往下跳（分割／面額變更）,1,幅度不足以確認
8487,2017-04-27,20.8738,20.8571,24.7516,18.6,0.849979,0.843329,0.8,往上跳（減資／反向分割）,12,同檔命中過多
6594,2017-05-03,36.848,36.848,42.41,15.1,0.849979,0.868852,-2.2,往上跳（減資／反向分割）,2,幅度不足以確認
2745,2017-05-05,25.2513,24.0482,29.0305,15.0,0.849979,0.869819,-2.3,往上跳（減資／反向分割）,2,幅度不足以確認
4931,2017-05-05,9.1825,9.1986,10.6323,15.8,0.849979,0.863636,-1.6,往上跳（減資／反向分割）,7,同檔命中過多
6594,2017-05-05,41.6452,42.3405,47.972,15.2,0.849979,0.868116,-2.1,往上跳（減資／反向分割）,2,幅度不足以確認
5906,2017-05-10,9.1649,9.0159,7.8684,-14.1,1.1765,1.164773,1.0,往下跳（分割／面額變更）,1,幅度不足以確認
9106,2017-05-11,1.53,1.35,1.35,-11.8,1.1111,1.133333,-2.0,往下跳（分割／面額變更）,3,幅度不足以確認
3168,2017-05-15,7.5223,7.4973,8.422,12.0,0.900009,0.893175,0.8,往上跳（減資／反向分割）,14,同檔命中過多
6558,2017-05-16,30.0112,29.8132,34.4158,14.7,0.849979,0.87202,-2.5,往上跳（減資／反向分割）,7,同檔命中過多
4155,2017-05-18,20.8651,20.8532,23.7445,13.8,0.900009,0.878735,2.4,往上跳（減資／反向分割）,2,幅度不足以確認
6198,2017-05-25,44.8042,39.3734,39.3734,-12.1,1.1111,1.137931,-2.4,往下跳（分割／面額變更）,3,幅度不足以確認
4560,2017-05-26,29.6662,23.4858,24.5983,-17.1,1.1765,1.20603,-2.4,往下跳（分割／面額變更）,1,幅度不足以確認
4807,2017-06-26,52.973,46.4711,45.5814,-14.0,1.1765,1.162162,1.2,往下跳（分割／面額變更）,1,幅度不足以確認
6527,2017-07-21,19.8171,19.6589,22.4458,13.3,0.900009,0.882886,1.9,往上跳（減資／反向分割）,5,幅度不足以確認
1240,2017-07-28,24.7641,24.5117,28.9703,17.0,0.849979,0.854809,-0.6,往上跳（減資／反向分割）,1,幅度不足以確認
6591,2017-08-02,58.3436,57.6746,49.4233,-15.3,1.1765,1.180488,-0.3,往下跳（分割／面額變更）,1,幅度不足以確認
4967,2017-08-07,25.8482,25.828,22.2568,-13.9,1.1765,1.161364,1.3,往下跳（分割／面額變更）,5,幅度不足以確認
2743,2017-08-10,11.1087,11.0183,12.5037,12.6,0.900009,0.88843,1.3,往上跳（減資／反向分割）,9,同檔命中過多
3168,2017-08-14,8.0221,8.0305,9.2467,15.3,0.849979,0.867568,-2.0,往上跳（減資／反向分割）,14,同檔命中過多
6288,2017-08-16,15.0384,14.4699,16.9935,13.0,0.900009,0.884947,1.7,往上跳（減資／反向分割）,3,幅度不足以確認
6288,2017-08-17,16.9935,16.6318,19.7669,16.3,0.849979,0.859695,-1.1,往上跳（減資／反向分割）,3,幅度不足以確認
3178,2017-08-21,44.3385,43.4802,49.4191,11.5,0.900009,0.897193,0.3,往上跳（減資／反向分割）,1,幅度不足以確認
4562,2017-08-21,47.5763,40.9685,39.6029,-16.8,1.1765,1.201335,-2.1,往下跳（分割／面額變更）,1,幅度不足以確認
5299,2017-08-21,31.3615,30.5032,34.9928,11.6,0.900009,0.896226,0.4,往上跳（減資／反向分割）,1,幅度不足以確認
6579,2017-08-21,81.2202,71.8317,70.8866,-12.7,1.1765,1.145778,2.7,往下跳（分割／面額變更）,1,幅度不足以確認
6527,2017-08-22,21.0147,20.7586,18.5517,-11.7,1.1111,1.132765,-1.9,往下跳（分割／面額變更）,5,幅度不足以確認
2718,2017-08-23,13.1757,13.0446,15.0767,14.4,0.849979,0.873913,-2.7,往上跳（減資／反向分割）,5,幅度不足以確認
6416,2017-08-30,83.7973,80.9724,93.7801,11.9,0.900009,0.893551,0.7,往上跳（減資／反向分割）,3,幅度不足以確認
6574,2017-09-01,98.1285,99.4321,112.337,14.5,0.849979,0.873519,-2.7,往上跳（減資／反向分割）,3,幅度不足以確認
6491,2017-09-04,136.0325,131.6727,153.7759,13.0,0.900009,0.884615,1.7,往上跳（減資／反向分割）,3,幅度不足以確認
6574,2017-09-04,112.337,92.2273,97.7748,-13.0,1.1765,1.148936,2.4,往下跳（分割／面額變更）,3,幅度不足以確認
4931,2017-09-14,8.7717,8.667,9.9155,13.0,0.900009,0.884647,1.7,往上跳（減資／反向分割）,7,同檔命中過多
8440,2017-09-18,14.7849,14.7849,16.9388,14.6,0.849979,0.872842,-2.6,往上跳（減資／反向分割）,1,幅度不足以確認
6573,2017-09-28,34.04,34.04,39.4679,15.9,0.849979,0.862471,-1.4,往上跳（減資／反向分割）,1,幅度不足以確認
2243,2017-09-29,40.6194,42.0531,46.6407,14.8,0.849979,0.870902,-2.4,往上跳（減資／反向分割）,2,幅度不足以確認
2630,2017-10-02,21.8879,24.0704,25.3274,15.7,0.849979,0.864198,-1.6,往上跳（減資／反向分割）,3,幅度不足以確認
6240,2017-10-16,29.8,35.7,35.35,18.6,0.849979,0.842999,0.8,往上跳（減資／反向分割）,3,幅度不足以確認
2241,2017-10-18,44.3215,42.9919,51.9236,17.2,0.849979,0.853591,-0.4,往上跳（減資／反向分割）,5,幅度不足以確認
6556,2017-10-19,29.6479,29.6479,33.6902,13.6,0.900009,0.880016,2.3,往上跳（減資／反向分割）,2,幅度不足以確認
2241,2017-10-23,55.4886,55.8355,48.6573,-12.3,1.1111,1.140396,-2.6,往下跳（分割／面額變更）,5,幅度不足以確認
6615,2017-10-25,65.8433,65.454,74.5313,13.2,0.900009,0.883432,1.9,往上跳（減資／反向分割）,3,幅度不足以確認
4566,2017-10-26,61.3872,61.5525,69.1264,12.6,0.900009,0.888043,1.3,往上跳（減資／反向分割）,1,幅度不足以確認
3288,2017-10-30,13.8226,11.7832,11.7832,-14.8,1.1765,1.173077,0.3,往下跳（分割／面額變更）,5,幅度不足以確認
4564,2017-11-07,19.0634,19.3566,21.2828,11.6,0.900009,0.895717,0.5,往上跳（減資／反向分割）,1,幅度不足以確認
5244,2017-11-07,8.3629,8.3222,9.5204,13.8,0.900009,0.878425,2.5,往上跳（減資／反向分割）,7,同檔命中過多
1760,2017-11-08,53.343,53.0738,63.1029,18.3,0.849979,0.845333,0.5,往上跳（減資／反向分割）,3,幅度不足以確認
3288,2017-11-20,11.7832,13.105,13.2183,12.2,0.900009,0.891429,1.0,往上跳（減資／反向分割）,5,幅度不足以確認
6625,2017-11-23,51.8504,51.0778,58.0991,12.1,0.900009,0.892447,0.8,往上跳（減資／反向分割）,1,幅度不足以確認
1418,2017-11-28,12.95,11.1,11.1,-14.3,1.1765,1.166667,0.8,往下跳（分割／面額變更）,2,幅度不足以確認
6655,2017-11-29,41.2625,41.2856,36.086,-12.5,1.1111,1.143451,-2.8,往下跳（分割／面額變更）,3,幅度不足以確認
3219,2017-11-30,28.568,37.891,37.891,32.6,0.750019,0.753952,-0.5,往上跳（減資／反向分割）,2,建議修正
3219,2017-12-04,37.891,45.7601,45.7601,20.8,0.849979,0.828036,2.7,往上跳（減資／反向分割）,2,建議修正
4561,2017-12-08,20.1013,20.0937,22.6206,12.5,0.900009,0.888629,1.3,往上跳（減資／反向分割）,2,幅度不足以確認
6570,2017-12-11,21.7819,19.4698,18.1313,-16.8,1.1765,1.201342,-2.1,往下跳（分割／面額變更）,1,幅度不足以確認
6581,2017-12-21,116.1287,113.627,128.9275,11.0,0.900009,0.900729,-0.1,往上跳（減資／反向分割）,1,幅度不足以確認
6546,2017-12-25,47.6633,47.6633,57.0667,19.7,0.849979,0.835221,1.8,往上跳（減資／反向分割）,2,幅度不足以確認
3629,2018-01-02,25.1532,30.0314,30.0314,19.4,0.849979,0.837563,1.5,往上跳（減資／反向分割）,6,幅度不足以確認
6236,2018-01-02,22.1,17.95,17.95,-18.8,1.25,1.231198,1.5,往下跳（分割／面額變更）,10,同檔命中過多
2743,2018-01-03,13.3046,13.0656,14.7836,11.1,0.900009,0.899956,0.0,往上跳（減資／反向分割）,9,同檔命中過多
6596,2018-01-04,33.8191,29.9222,29.3655,-13.2,1.1765,1.151659,2.2,往下跳（分割／面額變更）,2,幅度不足以確認
8028,2018-01-04,26.1264,25.9209,29.5967,13.3,0.900009,0.882747,2.0,往上跳（減資／反向分割）,5,幅度不足以確認
4764,2018-01-05,45.2477,45.9906,52.9466,17.0,0.849979,0.854592,-0.5,往上跳（減資／反向分割）,1,幅度不足以確認
1796,2018-01-08,40.8353,39.5707,45.7751,12.1,0.900009,0.892085,0.9,往上跳（減資／反向分割）,1,幅度不足以確認
6662,2018-01-08,46.3954,45.5616,40.5791,-12.5,1.1111,1.143331,-2.8,往下跳（分割／面額變更）,1,幅度不足以確認
8028,2018-01-08,29.4573,29.8608,33.0083,12.1,0.900009,0.892421,0.9,往上跳（減資／反向分割）,5,幅度不足以確認
6615,2018-01-22,87.9567,74.5396,74.6224,-15.2,1.1765,1.17869,-0.2,往下跳（分割／面額變更）,3,幅度不足以確認
1760,2018-01-23,58.0547,50.903,50.903,-12.3,1.1111,1.140496,-2.6,往下跳（分割／面額變更）,3,幅度不足以確認
4967,2018-01-25,22.8537,22.8233,25.4537,11.4,0.900009,0.897854,0.2,往上跳（減資／反向分割）,5,幅度不足以確認
2630,2018-02-02,22.5132,22.582,25.0147,11.1,0.900009,0.9,0.0,往上跳（減資／反向分割）,3,幅度不足以確認
3168,2018-02-21,11.9957,11.6375,13.7035,14.2,0.900009,0.87538,2.8,往上跳（減資／反向分割）,14,同檔命中過多
2241,2018-02-22,36.6134,36.6231,41.4213,13.1,0.900009,0.883926,1.8,往上跳（減資／反向分割）,5,幅度不足以確認
2630,2018-02-22,24.0766,20.8247,20.8247,-13.5,1.1765,1.156156,1.8,往下跳（分割／面額變更）,3,幅度不足以確認
4931,2018-02-26,10.0685,9.988,11.9211,18.4,0.849979,0.844595,0.6,往上跳（減資／反向分割）,7,同檔命中過多
6527,2018-03-05,19.2221,19.2899,22.5965,17.6,0.849979,0.850667,-0.1,往上跳（減資／反向分割）,5,幅度不足以確認
6527,2018-03-06,22.5965,21.9939,25.3608,12.2,0.900009,0.891001,1.0,往上跳（減資／反向分割）,5,幅度不足以確認
5244,2018-03-21,8.151,8.2488,11.2484,38.0,0.699986,0.724638,-3.4,往上跳（減資／反向分割）,7,同檔命中過多
8497,2018-03-23,49.6934,41.4111,42.2393,-15.0,1.1765,1.176471,0.0,往下跳（分割／面額變更）,1,幅度不足以確認
4540,2018-03-28,87.6034,86.9599,100.7083,15.0,0.849979,0.869873,-2.3,往上跳（減資／反向分割）,4,幅度不足以確認
6547,2018-04-09,25.4337,24.9736,28.5117,12.1,0.900009,0.892045,0.9,往上跳（減資／反向分割）,1,幅度不足以確認
6612,2018-04-09,46.7563,46.8008,55.5732,18.9,0.849979,0.841346,1.0,往上跳（減資／反向分割）,1,幅度不足以確認
5244,2018-04-12,12.0635,11.7048,13.8567,14.9,0.849979,0.870588,-2.4,往上跳（減資／反向分割）,7,同檔命中過多
3530,2018-05-03,156.7567,156.1066,179.0144,14.2,0.900009,0.875665,2.8,往上跳（減資／反向分割）,2,幅度不足以確認
6288,2018-05-09,21.4896,19.6377,19.0348,-11.4,1.1111,1.128959,-1.6,往下跳（分割／面額變更）,3,幅度不足以確認
6674,2018-05-18,34.5762,34.477,39.4566,14.1,0.900009,0.87631,2.7,往上跳（減資／反向分割）,2,幅度不足以確認
6642,2018-05-29,25.0407,25.0194,29.0529,16.0,0.849979,0.8619,-1.4,往上跳（減資／反向分割）,1,幅度不足以確認
6679,2018-05-29,63.5455,63.4366,75.4499,18.7,0.849979,0.842222,0.9,往上跳（減資／反向分割）,3,幅度不足以確認
6576,2018-05-31,60.4478,60.0701,68.0983,12.7,0.900009,0.887656,1.4,往上跳（減資／反向分割）,3,幅度不足以確認
6667,2018-06-01,30.4173,30.4109,33.9469,11.6,0.900009,0.896024,0.4,往上跳（減資／反向分割）,2,幅度不足以確認
4967,2018-06-04,30.5424,30.4311,34.0124,11.4,0.900009,0.897977,0.2,往上跳（減資／反向分割）,5,幅度不足以確認
6667,2018-06-04,33.9469,32.0142,38.9087,14.6,0.849979,0.872476,-2.6,往上跳（減資／反向分割）,2,幅度不足以確認
6561,2018-06-05,159.7632,148.6493,141.703,-11.3,1.1111,1.127451,-1.5,往下跳（分割／面額變更）,1,幅度不足以確認
4967,2018-06-06,34.9937,34.5688,39.4856,12.8,0.900009,0.886241,1.6,往上跳（減資／反向分割）,5,幅度不足以確認
4931,2018-06-07,16.5123,16.6332,18.526,12.2,0.900009,0.891304,1.0,往上跳（減資／反向分割）,7,同檔命中過多
4561,2018-06-11,34.6496,33.2878,41.0802,18.6,0.849979,0.843462,0.8,往上跳（減資／反向分割）,2,幅度不足以確認
6668,2018-06-13,103.9135,102.7219,120.0686,15.5,0.849979,0.865451,-1.8,往上跳（減資／反向分割）,2,幅度不足以確認
6649,2018-06-15,49.4341,49.1636,54.8718,11.0,0.900009,0.900901,-0.1,往上跳（減資／反向分割）,3,幅度不足以確認
6576,2018-06-29,64.2258,56.6699,54.9698,-14.4,1.1765,1.168385,0.7,往下跳（分割／面額變更）,3,幅度不足以確認
8028,2018-07-11,30.5945,30.5945,36.684,19.9,0.849979,0.834,1.9,往上跳（減資／反向分割）,5,幅度不足以確認
3530,2018-07-20,135.8262,138.0528,152.7488,12.5,0.900009,0.889213,1.2,往上跳（減資／反向分割）,2,幅度不足以確認
6649,2018-08-09,49.2569,50.3948,55.4967,12.7,0.900009,0.887563,1.4,往上跳（減資／反向分割）,3,幅度不足以確認
6654,2018-08-13,74.8806,74.5176,66.1294,-11.7,1.1111,1.132334,-1.9,往下跳（分割／面額變更）,2,幅度不足以確認
4540,2018-08-15,112.5174,104.3519,99.5691,-11.5,1.1111,1.130044,-1.7,往下跳（分割／面額變更）,4,幅度不足以確認
5244,2018-08-15,9.1291,9.0721,10.3925,13.8,0.900009,0.878431,2.5,往上跳（減資／反向分割）,7,同檔命中過多
6654,2018-08-17,68.2775,65.0554,76.6354,12.2,0.900009,0.89094,1.0,往上跳（減資／反向分割）,2,幅度不足以確認
5455,2018-08-31,15.471,17.6475,18.1181,17.1,0.849979,0.853897,-0.5,往上跳（減資／反向分割）,4,幅度不足以確認
6664,2018-09-12,46.4556,43.4477,40.9076,-11.9,1.1111,1.135621,-2.2,往下跳（分割／面額變更）,1,幅度不足以確認
6144,2018-09-13,18.1462,20.2474,20.2474,11.6,0.900009,0.896226,0.4,往上跳（減資／反向分割）,4,幅度不足以確認
6655,2018-09-13,40.974,41.1529,47.6106,16.2,0.849979,0.860606,-1.2,往上跳（減資／反向分割）,3,幅度不足以確認
6418,2018-09-25,18.6625,18.2815,21.6563,16.0,0.849979,0.861759,-1.4,往上跳（減資／反向分割）,2,幅度不足以確認
6692,2018-09-26,29.6046,29.3695,26.2088,-11.5,1.1111,1.129568,-1.6,往下跳（分割／面額變更）,8,同檔命中過多
6144,2018-10-05,20.1519,17.917,17.8979,-11.2,1.1111,1.125934,-1.3,往下跳（分割／面額變更）,4,幅度不足以確認
8291,2018-10-05,73.5805,59.6546,59.6546,-18.9,1.25,1.233442,1.3,往下跳（分割／面額變更）,3,幅度不足以確認
6679,2018-10-09,64.5515,64.7276,57.0066,-11.7,1.1111,1.132353,-1.9,往下跳（分割／面額變更）,3,幅度不足以確認
